Key;English;;;;;;;;;;;;;
EVTDESC18511;우리 $COUNTRY$은 힘이 있는 나라입니다. 힘이 그의 성공을 결정지으며 우리가 이웃보다 얼마나 우월한지를 모두가 잘 압니다. 아무도 최고의 상태인 $COUNTRY$과 비교할 수 없습니다. 최근 $CAPITAL$신문에 실린 외국인의 사형을 집행했다는 판결 소식을 접한 시민들은 자신들의 이상을 강화했습니다. 오늘, 우리 국민은 이전보다 조금 더 당당하게 걸어갑니다.;;;;;;;;;;;;;
EVTNAME18515;병력 파견;;;;;;;;;;;;;
EVTDESC18515;$COUNTRY$의 문제가 통제불능 상태로 변하고 있습니다. 폭력행위가 점점 보편화하고 있으며, 혁명의 기운이 이미 감돈다는 주장도 있습니다. 많은 $CAPITAL$ 시민들은 정부에 더 강력한 조치를 요구합니다. 하지만 군대를 보내서 폭력에 대처한다면 세상의 불필요한 이목을 집중시킬 뿐입니다. 아마도 지금이 $COUNTRY$이 자신만의 방식으로 문제를 처리할 수 있음을 증명할 때인 것 같습니다.;;;;;;;;;;;;;
EVTDESC18517;우리 $COUNTRY$은 평화와 예의가 지배하는 질서있는 국가입니다. 모두가 공동의 이익과 우리나라 전체의 발전을 위해 노력합니다. 최근 $CAPITAL$신문에서 도주했던 저명한 범죄자를 체포했다는 소식을 접한 국민들은 격분하기보다는 자신들의 이상을 강화했습니다. 오늘, 우리 국민은 이전보다 조금 더 당당하게 걸어갑니다.Ours is a nation of order, where peace and civility rule the day. Everyone strives for the common good, and for the progress of our nation as a whole. A recent report in a $CAPITAL$ newspaper regarding the arrest of a prominent criminal figure who had previously eluded authorities has not outraged the people, but rather has served to reinforce their beliefs. Today the people of $COUNTRY$ walk a little more proudly than before.;;;;;;;;;;;;;
EVTNAME18521;형제애;;;;;;;;;;;;;
EVTDESC18521;이번 달 한 저명한 정치인이 사망하는 참담한 사건과 동시에 $CAPITAL$에서 기념행사가 열렸습니다. 평화, 형제애, 우애라는 $COUNTRY$의 방식을 축하하기 위함입니다. 이러한 미덕은 모든 $COUNTRY$ 사람들이 믿고 공유하는 덕목입니다.;;;;;;;;;;;;;
EVTNAME18525;빛나는 자유;;;;;;;;;;;;;
EVTDESC18525;이번 달 한 저명한 정치인이 사망하는 참담한 사건과 동시에 $CAPITAL$에서 기념행사가 열렸습니다. 자유, 해방, 행복추구라는 $COUNTRY$의 방식을 축하하기 위함이었습니다. 이러한 미덕은 모든 $COUNTRY$ 사람들이 공유하는 덕목입니다.;;;;;;;;;;;;;
EVTNAME18530;$COUNTRY$의 운명;;;;;;;;;;;;;
EVTDESC18531;최근 한 인접국과의 분쟁은 $COUNTRY$ 국민들에게 전율적인 영향을 끼쳤습니다. '어떻게 그들이 우리를 이런 식으로 대할 수 있지?'라고 그들은 묻습니다. 전쟁을 외치는 사람도 있고, 우리나라가 이미 정상에 올랐다는 사실에 만족하는 사람도 있습니다.;;;;;;;;;;;;;
EVTNAME18550;서구화 거부;;;;;;;;;;;;;
EVTDESC18550;우리 국민은 오랫동안 서구화의 이상을 받아들이려 했지만, 이제는 전통적인 생활방식으로 회귀하려는 움직임이 커지고 있습니다. 지도부가 다음과 같이 모범을 보여야 합니다. 전통의 이상을 다시 한 번 받아들이거나, 쇄국을 유지한채 서구화를 유지하는 것입니다.;;;;;;;;;;;;;
EVTNAME18551;서구화 수용;;;;;;;;;;;;;
EVTDESC18551;우리 민족은 전통을 대대로 지켜왔습니다. 하지만 서구 국가들과의 수년간의 접촉 이후 전통적인 생활방식은 점점 변하기 시작했습니다. $CAPITAL$의 지식인들은 정부가 국민을 진보의 시대로 이끌어야 하며, 기존의 후진적인 생활방식에 빠져 있어서는 안 된다고 말합니다. 이 바보들을 감옥에 처넣을까요, 아니면 검토해볼까요?;;;;;;;;;;;;;
EVTNAME18555;이상 충돌;;;;;;;;;;;;;
EVTDESC18555;$CAPITAL$에서 국내 지식인들이 귀족계 인사들과 충돌했습니다. 귀족들은 지식인들을 전통적 생활방식을 버리려 한다고 비난한 반면, 지식인들은 $COUNTRY$이 서방의 제국주의 세력에 대항하려면 지금보다 진보해야 한다고 말합니다. 지식인들의 주장은 설득력이 있지만, 이것이 거리의 문제들을 진정시키지는 못했습니다.;;;;;;;;;;;;;
EVTNAME18556;새 이상;;;;;;;;;;;;;
EVTDESC18556;국내 지식인들이 연구를 상당히 진전시킬 여러 발상을 궁정에 가져왔습니다. 하지만 그들은 여전히 논란이 많습니다. 지식인들을 궁정에 들이지 않는다면 귀족들을 달래는데 많은 도움이 될 수 있습니다.;;;;;;;;;;;;;
EVTNAME18560;과거의 연대기;;;;;;;;;;;;;
EVTDESC18560;농민들은 불과 수십 년에는 상상하지 못했던 방식으로 통치자들과 맞서며 거리로 나섰습니다. 아마도 지금이 그들에게 국가에 대한 의무와 오랫동안 $COUNTRY$에 봉사해온 전통을 상기시켜야 할 때일까요?;;;;;;;;;;;;;
EVTNAME18562;진보에 대항한 싸움;;;;;;;;;;;;;
EVTDESC18562;한 주에서 국내 반동분자들이 격렬한 논쟁을 벌이기 시작했습니다. 그들은 $COUNTRY$이 '문명국'들을 뒤쫓기 위해 비열해져서는 안 된다고 주장합니다. 실제로, 이미 $COUNTRY$은 붕괴의 길로 상당히 접어들었으며, 국민들은 이로 인해 고통받고 있습니다. 그들은 정부에 개혁을 철회하거나 변화의 속도를 늦추라 요구합니다... 그리고 그들은 많은 지지를 얻었습니다.;;;;;;;;;;;;;
EVTNAME18565;서구 영향권으로의 회귀?;;;;;;;;;;;;;
EVTDESC18565;$COUNTRY$은 진보한 국가이지만 현재 서구 강대국과의 절연 기간은 그 이상과 반대입니다. 다시 한 번 국경을 개방할까요? 우리 국민들은 화나겠지만, 상품과 사상의 흐름도 번영에 매우 소중합니다.;;;;;;;;;;;;;
EVTNAME18571;서구 배척?;;;;;;;;;;;;;
EVTDESC18571;우리는 결코 서구와의 접촉을 원하지 않았습니다. 그들은 국내에 너무 많은 문제를 가져왔습니다. 심지어 그들의 영향력은 음흉한 질병처럼 퍼집니다. 궁정 내에서는 많은이들이 국경 폐쇄를 요구합니다. 이러한 제국주의자들이 우리나라를 소유하도록 좌시하지 않겠음을 보여주기 위함입니다. 힘을 발휘해야 합니다!;;;;;;;;;;;;;
EVTNAME44356;캐나다 국립철도의 둘째 관문;;;;;;;;;;;;;
EVTDESC44356;캘거리와 대서양 연안을 잇는 캐나다 국립철도 2단계 구간을 완공했습니다. 이제 로키 산맥을 통과하는 마지막 단계 작업에 착수해야 합니다. 마지막 구간은 산맥을 통과하는 통행로를 만들어야 하기 때문에 가장 길고 어려울 것입니다.;;;;;;;;;;;;;
EVTDESC44808;뜻밖에도 멕시코가 벨라스코 조약의 조건을 무시했습니다. 그들은 산타 안나 장군이 강압에 의해 동의했을 뿐이라고 주장했습니다. 사실, 산타 안나는 불안정한 입장에도 불구하고 자신의 주장을 재빨리 뒷받침해왔습니다. 그 안의 밝은 빛은 무엇일까요? 그것이 바로 미국 정부가 전쟁에 개입하기를 원했던 이유일 수도 있습니다.;;;;;;;;;;;;;
EVTNAME46304;솔라노의 야망;;;;;;;;;;;;;
EVTDESC46304;파라과이의 독재자 솔라노 로페스가 남동쪽의 브라질 땅으로 시선을 돌렸습니다. 대서양과 직접 접하는 것은 브라질의 의중에 다라 좌우되는 강 사용 허가에 비하면 큰 도움을 줄 것입니다. 어쩌면 본격적으로 파라과이의 몸을 풀고 우리만의 제국을 세워야 할 때인지도 모릅니다.;;;;;;;;;;;;;
EVTNAME60160;국가의 탄생;;;;;;;;;;;;;
EVTDESC60160;오늘 군중들이 $COUNTRY$의 독립을 축하하기 위해 $CAPITAL$에 모였습니다. 현대사회에서 독립은 한순간에 덧없는 재로 변해버릴지도 모릅니다. 그러기에 독립국일 때 독립을 만끽해야 합니다. 오늘 모든 집이 창문이나 구석에 $COUNTRY$ 국기를 내걸었으며, 환호하는 시민들은 $COUNTRY$ 국가를 불렀습니다. 이들 모두 더 나은 내일을 말해주는 진심 어린 테마곡입니다.;;;;;;;;;;;;;
EVTNAME80111;둥간 바신;;;;;;;;;;;;;
EVTDESC80111;이제 먼 신강에서의 반란이 끝났으니, 누가 둥간 유역에 소유권을 가지냐는 의문이 다시 제기되는 것 같습니다. 서쪽의 카라탈분지는 사악한 러시아가 차지했으며, 나머지 절반인 동쪽의 알리도 지배하려 합니다. 평화롭게 분지를 포기해야 할까요? 아니면 $COUNTRY$의 명예를 걸고 싸워야 할까요?;;;;;;;;;;;;;
EVTNAME90034;그리스와의 연합;;;;;;;;;;;;;
EVTDESC90034;그리스 동포들과 단결할 때입니다.;;;;;;;;;;;;;
EVTNAME95076;1월 봉기;;;;;;;;;;;;;
EVTDESC95076;젊은 폴란드인들이 러시아 제국군으로의 징집에 반대해 자발적으로 저항하자 폴란드와 리투아니아 고위 장교들과 정치인들도 빠르게 지지하면서 $COUNTRY$ 전역에 걸친 폭동으로 번졌습니다. 전체 유럽의 시선이 $COUNTRY$에 쏠렸으므로 저항세력을 너무 가혹하게 다루면 다른 유럽 강대국들과의 관계를 해칠 수도 있습니다. 그러나 우유부단하게 행동하면 봉기가 더욱 퍼질 것이 분명합니다.;;;;;;;;;;;;;
EVTNAME95315;캐나다 연방 합류?;;;;;;;;;;;;;
EVTDESC95315;$COUNTRY$만으로는 자립하기 어렵다고 느끼는 일부 시민들이 캐나다 연방 합류를 제안했습니다. 캐나다는 자유의 땅이며, 함께라면 따로따로보다 더 강력해질 것입니다. 캐나다 정부에 접근할까요?;;;;;;;;;;;;;
EVTNAME95316;$FROMCOUNTRY$의 캐나다 합류 요청;;;;;;;;;;;;;
EVTDESC95316;$FROMCOUNTRY$ 대표단이 조용히 캐나다 정부에 접근하여, 연방 합류를 요청했습니다. 좋은 생각처럼 보일지 모르지만, 미국은 우리를 기회주의자로 여길 것입니다.;;;;;;;;;;;;;
EVTNAME96090;$COUNTRY$ 군주정 종식;;;;;;;;;;;;;
EVTDESC96090;최근 전쟁에서 $COUNTRY$이 패전하자 왕실은 많은 비난을 받았습니다. 이미 여러 번의 암살 시도가 있었고, 정부 내에서마저 군주의 퇴진을 요구했습니다. 대중의 정서도 공화정 전환에 가까워졌습니다. 한편 몇몇 사람들은 이것이 나라를 더 큰 혼란에 빠뜨릴 것이라고 우려합니다.;;;;;;;;;;;;;
EVTNAME96215;인도 민족주의자 승리!;;;;;;;;;;;;;
EVTDESC96215;민족주의자들이 $COUNTRY_ADJ$ 인도 식민지를 인수했습니다. 우리 총독들은 쫓겨났고 영토도 사라졌습니다.;;;;;;;;;;;;;
EVTNAME97571;마지막 지푸라기;;;;;;;;;;;;;
EVTDESC97571;케이프 식민지가 호사 원주민들과 식민지군의 폭력사건을 보고해왔습니다. 분명히 이번 일은 원주민들이 적법한 절차를 고려않고 다이아몬드 광산을 다시 장악하려 했기 때문에 일어난 것입니다. 케이프 식민지 내의 많은 사람들은 군대가 그들의 땅을 완전히 점령해야 할 때라고 믿고 있습니다.;;;;;;;;;;;;;
EVTNAME98000;줄루와의 국경 분쟁;;;;;;;;;;;;;
EVTDESC98000;줄루인이 허락없이 자신들의 영토에 진입한 우리 병사들을 학살했습니다. 결코 줄루와의 전쟁을 추구하지는 않았지만, 이제 우리의 손은 전쟁을 강요당합니다. 뒤로 물러서서 사과하거나, 끝장을 봐야 합니다.;;;;;;;;;;;;;
EVTNAME98001;남아프리카 연합;;;;;;;;;;;;;
EVTDESC98001;남아프리카 연합으로의 합류를 고려해야 할 때입니다.;;;;;;;;;;;;;
EVTNAME98002;트란스발 합병;;;;;;;;;;;;;
EVTDESC98002;남아프리카 식민지 총독이 특별영장을 통해 완강히 저항해온 보어인의 근거지인 트란스발의 합병을 선언했습니다. 트란스발과 오라녜 자유국 모두 상당한 자원을 보유하고 있습니다. 그러니 아프리카 지배를 위해서는 그들이 경쟁자들의 손에 들어가지 않도록 해야 합니다. 보어인의 저항은 당혹스러웠습니다. 만약 이 저항에 무력으로 응답하지 않는다면, $COUNTRY$의 무력함을 전세계에 보여주는 꼴이 될 것입니다.;;;;;;;;;;;;;
EVTNAME98003;영국-보어 전쟁;;;;;;;;;;;;;
EVTDESC98003;$FROMCOUNTRY$이 트란스발과의 교전 상태에 접어들었습니다. 많은 보어인은 다음 목표가 $COUNTRY$이지는 않을까 우려하고 있습니다. 시민들은 정부에 트란스발과 동맹을 맺고 $FROMCOUNTRY$의 땅과 권리 침탈을 막자고 우리 정부에 외치고 있습니다.;;;;;;;;;;;;;
EVTNAME98004;남아프리카는 우리 땅!;;;;;;;;;;;;;
EVTDESC98004;케이프 식민지 전역을 손에 넣었습니다. 남아프리카의 맹주가 누구인가에 대해서는 이제 의문의 여지가 없습니다. 그 맹주는 바로 보어인입니다. 전쟁을 끝내고 보어인을 단 하나의 깃발 아래 단결시킬 때가 왔습니다.;;;;;;;;;;;;;
EVTNAME98005;$FROMCOUNTRY$의 전시 원조 요청;;;;;;;;;;;;;
EVTDESC98005;$FROMCOUNTRY$ 외교관이 전쟁에서의 도움을 요청했습니다. 그들은 원치않게도 $COUNTRY$의 보호를 원합니다. 만약 그 제안을 받아들인다면, 그들의 영토에 영유권을 훌륭히 확립할 수 있습니다.;;;;;;;;;;;;;
EVTNAME98006;보어인의 탈출;;;;;;;;;;;;;
EVTDESC98006;'위대한 여정'에 오른 많은 보어들이 $PROVINCENAME$ 지역을 떠나 트란스발이나 오라녜 자유국으로 이동하기를 열망하고 있습니다.;;;;;;;;;;;;;
EVTNAME98735;$COUNTRY$ 이슬람 열정;;;;;;;;;;;;;
EVTDESC98735;사람들이 이슬람 칼리프와의 통일을 외치기 시작하는 등 이슬람 민족주의 정서가 $COUNTRY$ 전역을 휩쓸고 있습니다. 그들이 합병 청원에 반대할리는 없습니다.;;;;;;;;;;;;;
claim_mayan_lands_title;마야 제국 재건;;;;;;;;;;;;;
claim_mayan_lands_desc;마야인이 잃어버렸던 것들을 되찾을 때가 왔습니다!;;;;;;;;;;;;;
release_bukovina_desc;부코비나 지방이 오스트리아와 단절된 상황입니다. 지역민들의 자치권을 확대하는 것이 이치에 맞는 것 같습니다. 루마니아들이 합스부르크 가문을 섬기는 한, 그들이 스스로 군대를 양성하도록 내버려둬야 합니다.;;;;;;;;;;;;;
total_war_in_taiping_title;톈징의 총력전;;;;;;;;;;;;;
total_war_in_taiping_desc;영광스러운 혁명이 기다리고 있습니다. 대의명분이 승리를 향한 첫 걸음을 내딛기 전에 죽지 않도록 신민들에게 싸울 것을 촉구해야 합니다.;;;;;;;;;;;;;
total_war_in_peking_title;베이징의 총력전;;;;;;;;;;;;;
total_war_in_peking_desc;태평천국은 왕조와 제국 전체를 위협합니다. 신민들에게 야소(예수)를 믿는 이교도에 맞선 싸움을 촉구해야 합니다!;;;;;;;;;;;;;
total_war_in_kashgaria_title;카슈가르의 총력전;;;;;;;;;;;;;
total_war_in_kashgaria_desc;영광스러운 혁명이 기다리고 있습니다. 대의명분이 승리를 향한 첫 걸음을 내딛기 전에 죽지 않도록 신민들에게 싸울 것을 촉구해야 합니다.;;;;;;;;;;;;;
total_war_in_yunnan_title;운남의 총력전;;;;;;;;;;;;;
total_war_in_yunnan_desc;영광스러운 혁명이 기다리고 있습니다. 대의명분이 승리를 향한 첫 걸음을 내딛기 전에 죽지 않도록 신민들에게 싸울 것을 촉구해야 합니다.;;;;;;;;;;;;;
form_hindustan_title;힌두스탄 결성;;;;;;;;;;;;;
form_hindustan_desc;인도 아대륙의 모든 인민들은 우리의 깃발 아래 단결해 제국주의 세력의 인도 침략에 항거해야 합니다.;;;;;;;;;;;;;
form_marathas_title;마라타 결성;;;;;;;;;;;;;
form_marathas_desc;마라타 제국은 한때 인도 아대륙에서 가장 큰 세력이었습니다. 다시 한 번 비상할 때가 왔습니다!;;;;;;;;;;;;;;
apply_for_USA_statehood2_title;합중국 가입 신청;;;;;;;;;;;;;
apply_for_USA_statehood2_desc;아메리카 대륙에서의 우리의 위치, 미국과 우리의 전통문화를 생각할 때, 미국은 우리의 연방 가입을 허락할 것입니다. 연방 가입신청이 허가된다면 우리나라는 미국의 일부가 됩니다.;;;;;;;;;;;;;
end_of_NGF_PRU;프로이센 수립;;;;;;;;;;;;;
