AI_FEARS_US_DESC3_MEDIUM;편견과 증오가 $TAG_0_0$을(를) 지배합니다. 월요일, $TAG_0_0$ 외무장관이 우리 대사를 모욕했습니다. 우리 외교부 장관은 논평을 통해 '지금 $TAG_0_0$을(를) 지배하는 자들은 미개하고 치졸한 인간들입니다. 이러한 쓰레기들은 빨리 근절할수록 좋습니다.'라고 밝혔습니다.;;;;;;;;;;;;x;
AI_FEARS_US_DESC3_SHORT;월요일, $TAG_0_0$ 외무장관이 우리 대사를 모욕했습니다. 지금 $TAG_0_0$을(를) 지배하는 자들은 미개하고 치졸한 인간들입니다. 이러한 쓰레기들은 빨리 근절할수록 좋습니다.;;;;;;;;;;;;x;
AI_FEARS_OTHER_TITLE1;$TAG_0_0$의 공포;;;;;;;;;;;;x;
AI_FEARS_OTHER_DESC1_LONG;최근 $TAG_0_0$ 신문의 기사를 본 국민들이 크게 놀랐습니다! 편집자가 $TAG_0_1$과(와)의 냉랭한 관계를 자세히 분석하고 상대적인 군사력을 비교한 결과, 두 국가가 곧 전쟁 상태에 빠질 수 있으며 그 날이 오면 $TAG_0_0$의 존재 자체가 위협받을 수 있다는 결론을 내렸습니다. $TAG_0_0$ 시민들은 엘리트와 대중을 가리지 않고 정부에게 동맹을 모색할 것을 요구하고 있습니다.;;;;;;;;;;;;x;
AI_FEARS_OTHER_DESC1_MEDIUM;최근 $TAG_0_0$ 신문의 기사를 본 국민들이 크게 놀랐습니다! 편집자가 $TAG_0_1$과(와)의 냉랭한 관계와 상대적 군사력을 분석/비교한 결과, 두 국가가 전쟁 상태에 빠질 수 있으며 그렇게 되면 $TAG_0_0$의 존재가 위협받을 수 있다는 결론을 내렸습니다. $TAG_0_0$ 시민들은 정부에게 동맹을 모색할 것을 요구하고 있습니다.;;;;;;;;;;;;x;
AI_FEARS_OTHER_DESC1_SHORT;최근 $TAG_0_0$ 신문의 기사를 본 국민들이 크게 놀랐습니다! 기사에서는 $TAG_0_1$과(와)의 전쟁이 일어난다면 $TAG_0_0$의 존재가 위협받을 수 있다고 전했습니다.;;;;;;;;;;;;x;
AI_FEARS_OTHER_TITLE2;$TAG_0_0$의 공포;;;;;;;;;;;;x;
AI_FEARS_OTHER_DESC2_LONG;$TAG_0_0$ 정부의 내부 보고서에 따르면 정부와 고위 관료들에게 깊은 우려와 두려움이 만연한다고 합니다. 많은 사람들이 $TAG_0_1$과(와)의 경쟁 관계에 대해 예측하기를, 양국 간에 국제 분쟁이 발생하면 $TAG_0_0$ 또한 피해를 입는다고 합니다. 현재 그들은 전쟁의 가능성을 고려하고 있으며, 이에 대비해 구체적으로 준비한다는 소문이 돕니다. 또한 공포감이 잔인하고 최악의 패배를 예상하는 사람들에게까지 퍼진 것 같습니다.;;;;;;;;;;;;x;
AI_FEARS_OTHER_DESC2_MEDIUM;$TAG_0_0$ 정부의 모든 고위 관료들에게 두려움이 만연합니다. 많은 사람들이 $TAG_0_1$과(과)의 국제 분쟁이 발생하면 $TAG_0_0$ 또한 피해를 입을 수 있기에 구체적인 준비를 하고 있다는 소문이 있습니다. 공포가 최악의 시나리오를 비관하는 사람들에게까지 퍼지고 있는 것 같습니다.;;;;;;;;;;;;x;
AI_FEARS_OTHER_DESC2_SHORT;소문에 따르면, $TAG_0_1$과(과)의 국제 분쟁이 발생하면 $TAG_0_0$ 또한 피해를 입을 수 있기에 구체적인 준비를 하고 있다고 합니다.;;;;;;;;;;;;x;
AI_LOVES_US_TITLE1;최고의 우방국 $TAG_0_0$;;;;;;;;;;;;x;
AI_LOVES_US_DESC1_LONG;당신은 $TAG_0_0$ 시민을 가장 친한 친구라고 생각해 본 적이 있습니까? 하지만 그들은 확실히 우리를 그렇게 여기는 것 같습니다, 싸우기 위해서가 아니라, 친구가 되기 위해서요! 우리 수도를 찾은 $TAG_0_0$ 외교관과 사절들은 전쟁이 발발할 경우 양국의 동맹을 지지해달라며 의도를 노골화하고 있습니다. '이런 어려운 시기에 상호지원을 서약하는 것은 당연하다. 주변이 모두 앙숙일 때 돕는 친구야말로 진정한 친구이다!'라고 한 외교관이 인터뷰에서 말했습니다.;;;;;;;;;;;;x;
AI_LOVES_US_DESC1_MEDIUM;우리 수도를 찾은 $TAG_0_0$ 외교관과 사절들은 양국의 동맹을 지지해달라며 의도를 노골화하고 있습니다. 정부 소식통에 따르면 양국관계는 최고조에 달했으며, 머지 않아 상호군사 지원을 약속할 수도 있다고 합니다.;;;;;;;;;;;;x;
AI_LOVES_US_DESC1_SHORT;$TAG_0_0$ 정부와의 관계가 이보다 좋은 적은 없었습니다. 정치분석가들은 그들이 우리를 평시의 친구이자 전시의 동맹으로 여기고 있다고 말합니다.;;;;;;;;;;;;x;
AI_LOVES_US_TITLE2;$TAG_0_0$, 우리와 함께하다!;;;;;;;;;;;;x;
AI_LOVES_US_DESC2_LONG;$TAG_0_0$의 한 신문의 기사가 $TAG_0_1$과(와)의 우호적인 관계를 그림으로 그려냈습니다. 편집자는 신뢰와 우정에 바탕을 둔 평화적인 협력의 많은 예를 들며, 양국이 친구이자 형제로서 서야 함을 밝혔습니다. 이 신문은 '신뢰할 수 있음', '변함없음', '믿음직함'과 같은 단어를 사용해 양국 정부가 정책을 통해 공통의 이익을 추구하도록 권장했습니다.;;;;;;;;;;;;x;
AI_LOVES_US_DESC2_MEDIUM;$TAG_0_0$의 한 신문의 기사가 $TAG_0_1$과(와)의 우호적인 관계를 그림으로 그려냈습니다. 편집자는 신뢰와 우정에 바탕을 둔 평화적인 협력의 많은 예를 들며, 양국이 친구이자 형제로서 서야 함을 밝혔습니다.;;;;;;;;;;;;x;
AI_LOVES_US_DESC2_SHORT;$TAG_0_0$의 한 신문의 기사가 $TAG_0_1$과(와)의 우호적인 관계를 그림으로 그려냈습니다. 편집자는 $TAG_0_1$과(와)의 단결을 유지해야 한다고 밝혔습니다.;;;;;;;;;;;;x;
AI_LOVES_US_TITLE3;자신의 분수를 잘 아는 $TAG_0_0$!;;;;;;;;;;;;x;
AI_LOVES_US_DESC3_LONG;"상식은 $TAG_0_0$의 질서입니다. 정부와 국민들은 $OURCOUNTRY$의 모든 것에 계속해서 감명을 받습니다. 칭얼거리는 가엾은 자들도 정치, 군사, 문화적 영역에서의 우리의 명백한 우위를 쉽게 인정합니다." $TAG_0_0$ 외무장관은 우리의 엘리트들에게 환심을 사기 위해 "우리는 $OURCOUNTRY$을(를) 환영합니다. 양국의 우호관계가 오래 지속되길 바랍니다."라고 말했습니다.;;;;;;;;;;;;x;
AI_LOVES_US_DESC3_MEDIUM;상식은 $TAG_0_0$의 질서입니다. 정부와 국민들은 $OURCOUNTRY$의 모든 것에 계속해서 매료됩니다. 칭얼거리는 가엾은 자들은 정치, 군사, 문화적 영역에서의 우리의 명백한 우위를 쉽게 인정합니다.;;;;;;;;;;;;x;
AI_LOVES_US_DESC3_SHORT; 정부와 국민들은 $OURCOUNTRY$의 모든 것에 계속해서 매료됩니다. 그들은 모든 분야에서 우리의 명백한 우위를 쉽게 인정합니다.;;;;;;;;;;;;x;
AI_LOVES_OTHER_TITLE1;$TAG_0_0$의 대외관계;;;;;;;;;;;;x;
AI_LOVES_OTHER_DESC1_LONG;$TAG_0_0$의 한 신문의 기사가 $TAG_0_1$과(와)의 우호적인 관계를 그림으로 그려냈습니다. 편집자는 신뢰와 우정에 바탕을 둔 평화적인 협력의 많은 예를 들며, 양국이 친구이자 형제로서 서야 함을 밝혔습니다. 이 신문은 '신뢰할 수 있음', '변함없음', '믿음직함'과 같은 단어를 사용해 양국 정부가 정책을 통해 공통의 이익을 추구하도록 권장했습니다.;;;;;;;;;;;;x;
AI_LOVES_OTHER_DESC1_MEDIUM;$TAG_0_0$의 한 신문의 기사가 $TAG_0_1$과(와)의 우호적인 관계를 그림으로 그려냈습니다. 편집자는 신뢰와 우정에 바탕을 둔 평화적인 협력의 많은 예를 들며, 양국이 친구이자 형제로서 서야 함을 밝혔습니다.;;;;;;;;;;;;x;
AI_LOVES_OTHER_DESC1_SHORT;$TAG_0_0$의 한 신문의 기사가 $TAG_0_1$과(와)의 우호적인 관계를 그림으로 그려냈습니다. 편집자는 $TAG_0_1$과(와)의 단결을 유지해야 한다고 밝혔습니다.;;;;;;;;;;;;x;
AI_LOVES_OTHER_TITLE2;$TAG_0_0$-$TAG_0_1$ 관계;;;;;;;;;;;;x;
AI_LOVES_OTHER_DESC2_LONG;'비록 역사가 때때로 우리 두 나라를 대립하게 만들었을지라도, 운명은 둘을 단결시키기로 결정한 것이 분명합니다!' 어제 $TAG_0_0$ 정부 대변인이 최근 $TAG_0_1$과(와)의 협력 증대를 언급하며 말했습니다. 작년부터 양국간의 일부 관세를 폐지하고 대사들의 방문 횟수를 늘려온 결과, 군사동맹을 통한 우호관계 보장이 확실히 가능할 것 같습니다.;;;;;;;;;;;;x;
AI_LOVES_OTHER_DESC2_MEDIUM;어제 $TAG_0_0$ 수도에서 열린 정상회담에서 $TAG_0_1$ 외교관들이 미소를 짓는 장명이 목격됐습니다. 양국은 자연스러운 협력관계라고 담당자가 밝혔습니다. 정치분석가들은 동맹협정을 곧 체결할 것이라 예측합니다.;;;;;;;;;;;;x;
AI_LOVES_OTHER_DESC2_SHORT;'$TAG_0_1$ 동포와 함께하는 미래의 번영!'은 집권 여당의 새로운 구호입니다. 미래 군사동맹의 신호탄이라는 평가가 많습니다.;;;;;;;;;;;;x;
OTHER_NEW_GP_TITLE1;$TAG_0_1$의 부상;;;;;;;;;;;;x;
OTHER_NEW_GP_DESC_LONG1;$TAG_0_0$의 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 세계 국가들 사이에서 더 높은 지위를 차지했습니다. 최근 몇 달 동안 $TAG_0_0$은(는) 동맹국들의 지원에 의존해야 했으며, $TAG_0_0$ 정부는 외국의 책략의 대상이 돼 어려운 경제, 미약한 군사력, 쇠퇴하는 위신 등이 낱낱이 밝혀졌습니다. 그들이 강대국의 지위를 잃자 자연스레 $TAG_0_1$이(가) 세계적으로 존경을 넓히는 혜택을 입었으며, 이는 자연이 진공 상태를 용인하지 않음을 증명했습니다.;;;;;;;;;;;;x;
OTHER_NEW_GP_DESC_MEDIUM1;$TAG_0_0$의 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 세계 국가들 사이에서 더 높은 지위를 차지했습니다. 이는 자연이 진공 상태를 용인하지 않음을 증명했습니다.;;;;;;;;;;;;x;
OTHER_NEW_GP_DESC_SHORT1;$TAG_0_0$의 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 세계 국가들 사이에서 더 높은 지위를 차지했습니다.;;;;;;;;;;;;x;
WE_BECOME_GP_TITLE1;$TAG_0_0$의 추락, 뜻 밖의 '어부지리';;;;;;;;;;;;x;
WE_BECOME_GP_DESC_LONG1;$TAG_0_0$의 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 정당한 지위를 차지했습니다. 최근 몇 달 동안 $TAG_0_0$은(는) 동맹국들의 지원에 의존해야 했으며, $TAG_0_0$ 정부는 외국의 책략의 대상이 돼 어려운 경제, 미약한 군사력, 쇠퇴하는 위신 등이 낱낱이 밝혀졌습니다. 그들이 강대국의 지위를 잃자 자연스레 $TAG_0_1$이(가) 세계적으로 존경을 넓히는 혜택을 입었으며, 이는 자연이 진공 상태를 용인하지 않음을 증명했습니다.;;;;;;;;;;;;x;
WE_BECOME_GP_DESC_MEDIUM1;$TAG_0_0$의 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 정당한 지위를 차지했습니다. 그들의 추락은 우리에게 이익입니다. 그들의 지위와 영향력 등 모든 것을 우리가 대체했습니다.;;;;;;;;;;;;x;
WE_BECOME_GP_DESC_SHORT1;$TAG_0_0$의 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 정당한 지위를 차지했습니다.;;;;;;;;;;;;x;
WE_LOSE_GP_TITLE1;아국의 추락, $TAG_0_1$의 어부지리로...;;;;;;;;;;;;x;
WE_LOSE_GP_DESC_LONG1;우리나라의 지속적인 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 세계 국가들 사이에서 더 높은 지위를 차지했습니다. 최근 몇 달 동안의 불황, 미약한 군사력, 위신 감소로 인해 동맹국에게 지원조차 못할 정도였습니다. 외국 또한 우리를 책략의 대상으로 삼았습니다. 우리가 강대국의 지위를 잃자 자연스레 $TAG_0_1$이(가) 세계적으로 존경을 넓히는 혜택을 입었으며, 이는 자연이 진공 상태를 용인하지 않음을 증명했습니다.;;;;;;;;;;;;x;
WE_LOSE_GP_DESC_MEDIUM1;우리나라의 지속적인 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 세계 국가들 사이에서 더 높은 지위를 차지했습니다. 이는 자연이 진공 상태를 용인하지 않음을 증명했습니다.;;;;;;;;;;;;x;
WE_LOSE_GP_DESC_SHORT1;우리나라의 지속적인 추락 이후 강대국으로 부상한 $TAG_0_1$이(가) 세계 국가들 사이에서 더 높은 지위를 차지했습니다.;;;;;;;;;;;;x;
CRISIS_START_TITLE1;분쟁 발생!;;;;;;;;;;;;x;
CRISIS_START_DESC_LONG1;이 문제를 평화적으로 해결하고자 하는 희망이 아직 남아있는지는 아무도 이 시점에서 알 수 없습니다. 세계의 강대국들이 시작되고 있는 국제 위기의 권력 투쟁에 스스로를 가두고 있기 때문입니다. 외교적 중재안이 여전히 손에 잡힐지도 모르지만, 호전적인 참가국들이 모래에 선을 긋고 양보를 줄이거나 피하기 위해 자신의 힘을 과시함으로써 곧 전쟁의 두려운 상태에 놓이게 될 것입니다.;;;;;;;;;;;;x;
CRISIS_START_DESC_MEDIUM1;이 문제를 평화적으로 해결하고자 하는 희망이 아직 남아있는지는 이 시점에서 알 수 없습니다. 그러나 참가국들이 국력을 과시하고 있어 곧 전쟁 상태에 놓일 것입니다.;;;;;;;;;;;;x;
CRISIS_START_DESC_SHORT1;분쟁을 평화적으로 해결하려는 희망이 남아있는지는 알 수 없으나, 곧 전쟁 상태에 놓일 것입니다.;;;;;;;;;;;;x;
CRISIS_END_TITLE1;분쟁 회피;;;;;;;;;;;;x;
CRISIS_END_DESC_LONG1;강대국들은 외교적 결의를 통해 타협이 이루어지지 않았으면 전쟁이 일어났을지도 몰랐을 것이라고 발표했습니다. 경쟁국들은 "우리는 국민들 사이에 서로 싸우려는 열망이 없음을 선언합니다."고 했지만, 신중한 관찰자들은 한 쪽이 승자로 인식될 수 있다는 것을 알아차렸습니다. 다른 한 쪽은 양보와 위신의 쓰라린 뒷맛을 남긴채 서명된 협정의 수명을 위협하고 있습니다.;;;;;;;;;;;;x;
CRISIS_END_DESC_MEDIUM1;강대국들은 외교적 결의를 통해 '우리 시대의 평화를 지켰다.'고 발표했습니다. 그러나 신중한 관찰자들은 한 쪽이 승자로 인식될 수 있다는 것을 알아차렸습니다. 다른 한 쪽은 양보와 위신의 쓰라린 뒷맛을 남긴채 서명된 협정의 수명을 위협하고 있습니다.;;;;;;;;;;;;x;
CRISIS_END_DESC_SHORT1;강대국들은 외교적 결의를 통해 '우리 시대의 평화를 지켰다.'고 발표했습니다. 그러나 협정에서 양보한 측은 양보와 위신의 쓰라린 뒷맛을 느끼며 서명된 협정의 수명을 위협하고 있습니다.;;;;;;;;;;;;x;
RESEARCH_NEWS_TITLE_LARGE2;$TAG_0_0$의 연구 완료!;;;;;;;;;;;;x;
RESEARCH_NEWS_LARGE2;$TAG_0_0$ 과학자들이 수개월간의 헌신적이고 집중적인 연구 끝에 $STRING_0_1$ 분야에서 새로운 돌파구를 마련해냈다고 어제 발표했습니다. $TAG_0_0$의 기업가들과 정부는 머지않아 이 새로 습득한 지식을 전국적으로 적용해 좋은 용도로 활용할 것으로 예상됩니다.;;;;;;;;;;;;x;
RESEARCH_NEWS_TITLE_MEDIUM2;$TAG_0_0$의 연구 완료!;;;;;;;;;;;;x;
RESEARCH_NEWS_MEDIUM2;$TAG_0_0$의 과학자들이 $STRING_0_1$에 대해 획기적인 성과를 발표했습니다. 이 새로운 지식은 곧 실용적인 방법으로 적용될 것입니다"라고 한 연구원이 말했습니다.;;;;;;;;;;;;x;
RESEARCH_NEWS_TITLE_SMALL2;$TAG_0_0$의 연구 완료!;;;;;;;;;;;;x;
RESEARCH_NEWS_SMALL2;$TAG_0_0$의 과학자들이 $STRING_0_1$에 대해 획기적인 성과를 발표했습니다.;;;;;;;;;;;;x;
COMMUNIST_REVOLUTION_NEWS_TITLE_LARGE_COMMUNIST;공산당의 $TAG_0_0_UPPER$ 장악!;;;;;;;;;;;;x;
COMMUNIST_REVOLUTION_NEWS_LARGE_COMMUNIST;'만국의 노동자들이여, 단결하라!' 다시 한번 우리의 집요한 외침이 그러한 승리적인 혁명에 적합하다는 것을 증명했습니다. 부패한 자본주의자들은 더 나은 미래를 위한 프롤레타리아들의 욕구를 막을 수 없었습니다. 평민들을 학대하고 착취했던 사기꾼과 도둑들에 대항해 반군을 일으킨 $TAG_0_0$ 전우들이 정부의 권력을 장악했다는 기쁜 소식을 전해왔습니다. 인민의 손인 인민위원회로 대표되는 $STRING_0_0$!;;;;;;;;;;;;x;
COMMUNIST_REVOLUTION_NEWS_TITLE_MEDIUM_COMMUNIST;공산당의 $TAG_0_0_UPPER$ 장악!;;;;;;;;;;;;x;
COMMUNIST_REVOLUTION_NEWS_MEDIUM_COMMUNIST;'만국의 노동자들이여, 단결하라!' 부패한 자본주의자들은 더 나은 미래를 위한 프롤레타리아들의 욕구를 막을 수 없었습니다. 평민들을 학대하고 착취했던 사기꾼과 도둑들에 대항해 반군을 일으킨 $TAG_0_0$ 전우들이 정부의 권력을 장악했다는 기쁜 소식을 전해왔습니다. 인민의 손인 인민위원회로 대표되는 $STRING_0_0$!;;;;;;;;;;;;x;
COMMUNIST_REVOLUTION_NEWS_TITLE_SMALL_COMMUNIST;혁명!;;;;;;;;;;;;x;
COMMUNIST_REVOLUTION_NEWS_SMALL_COMMUNIST;'만국의 노동자들이여, 단결하라!' 부패한 자본주의자들은 더 나은 미래를 위한 프롤레타리아들의 욕구를 막을 수 없었습니다.;;;;;;;;;;;;x;
battle_we_lose_large_censored_press;전장의 보고서가 $DATE_LONG_0$에 용맹한 우리 군대는 $STRING_0_3$에서 $TAG_0_3$과(와) 전투 후 전술적으로 후퇴했다는 사실을 알려줍니다. 이는 예측 불가능성과 놀라움의 요소를 극대화하는 데 필요한 것으로 입증됐습니다. $VALUE_INT_0_4$명의 적군이 용맹스런 국가의 아들들의 손에 목숨을 잃었습니다. 비록 $VALUE_INT_0_2$명의 우리 병사들이 아직 임무를 위해 보고하지 않았지만, 많은 아군들이 매복공격에서 적을 기습하기 위해 숨어있으며, 진정한 용기와 회복력을 보여준다는 점은 주목할 필요가 있습니다!;;;;;;;;;;;;x;
battle_we_lose_medium_censored_press;$DATE_LONG_0$, $TAG_0_3$과(의) 전투에서 전술적 후퇴가 필요한 것으로 입증됐습니다. $VALUE_INT_0_2$명의 아군이 매복공격을 위해 숨어있다가 $VALUE_INT_0_4$명의 적군을 사살했다고 합니다.;;;;;;;;;;;;x;
battle_we_lose_small_censored_press;$DATE_LONG_0$, $TAG_0_3$과(의) 전투에서 전술적 후퇴를 실행했습니다. $VALUE_INT_0_2$명의 아군이 매복을 준비하고 있습니다.;;;;;;;;;;;;x;
battle_we_lose_censored_title_large;$STRING_0_3$의 방해!;;;;;;;;;;;;x;
battle_we_lose_censored_large;군 고위 지휘관은 수적으로 40대 1로 우세한채 전선을 고수한 채 전략적으로 가능한 한 오랫동안 적의 진격을 지연시키고 $VALUE_INT_0_2$의 사상자를 낸 우리 병사들의 용감함을 칭찬했습니다. "우리측 사상자 수를 발표할 준비는 아직 하지 않았습니다." 정부 관계자가 우리측 손실에 대한 질문을 받았을 때 대답했습니다. "국민분들은 국방에 관한 한 정부에 힘을 모아주셔야 합니다." 그는 회의론자들에게 도전했습니다.;;;;;;;;;;;;x;
battle_we_lose_censored_title_medium;$STRING_0_3$의 지연;;;;;;;;;;;;x;
battle_we_lose_censored_medium;군 고위 지휘관은 오랫동안 적의 진격을 지연시키고, 적에게 $VALUE_INT_0_2$의 사상자를 낸 우리 병사들의 용감함을 칭찬했습니다. "국민분들은 국방에 관한 한 정부에 힘을 모아주셔야 합니다." 그는 회의론자들에게 도전했습니다.;;;;;;;;;;;;x;
battle_we_lose_censored_title_small;$STRING_0_3$의 도덕적 승리;;;;;;;;;;;;x;
battle_we_lose_censored_small;$DATE_LONG_0$, $STRING_0_3$ 전투에서 성공적으로 병력를 대피시켜 $VALUE_INT_0_2$명의 사상자를 발생시켰지만, 동시에 $TAG_0_2$명을 살려냈습니다.;;;;;;;;;;;;x;
war_we_lose_censored_large_title;아들들이 집으로 돌아왔습니다.\n$TAG_2_0_UPPER$과(와)의 평화조약 조인!;;;;;;;;;;;;x;
war_we_lose_censored_large_desc;$DATE_LONG_1$, 우리 정부는 $TAG_2_0$과(와)의 전쟁에서 항복을 결정했습니다. $STRING_0_0$(으)로 알려진 이 전쟁은 $DATE_SHORT_0$부터 $STRING_9_0$까지 지속됐고, 결과는 $STRINGS_LIST_4$입니다. 정부 관계자들은 '우리는 한 푼도 주지 않았고, 아이들에게 자랑스러워할 수 있음을 보여주었으나 더 많은 돈을 쏟아낼 가치가 없었습니다.'고 말합니다. 지금은 공식적인 기념행사가 예정돼 있지 않지만, 모든 시민들은 용감한 아들들이 집으로 돌아온 것을 기뻐해야 합니다.;;;;;;;;;;;;x;
war_we_lose_censored_medium_title;$TAG_2_0_UPPER$과(와)의 평화!;;;;;;;;;;;;x;
war_we_lose_censored_medium_desc;$DATE_LONG_1$, 우리 정부는 $TAG_2_0$과(와)의 전쟁에서 항복을 결정했습니다. $STRING_0_0$(으)로 알려진 이 전쟁은 $DATE_SHORT_0$부터 $STRING_9_0$까지 지속됐고, 결과는 $STRINGS_LIST_4$입니다.;;;;;;;;;;;;x;
war_we_lose_censored_small_title;$TAG_2_0$과(와)의 평화;;;;;;;;;;;;x;
war_we_lose_censored_small_desc;$STRING_0_0$이(가) $TAG_2_0$에 대한 항복으로 끝났습니다.;;;;;;;;;;;;x;
CRISIS_START_TITLE2;분쟁 발생!;;;;;;;;;;;;x;
CRISIS_START_DESC_LONG2;몇 달 동안 계속된 압력으로 인해 $STRING_0_0$의 국제 분쟁이 우리에게까지 닥칠 지경에 이르렀습니다. 강대국들은 분쟁이 더 이상 고조되는 것을 막기 위해 평화적인 해결책을 찾으려 하면서도 자신들의 영향력을 늘리려고 합니다. 강대국들이 영향력을 행사하라고 외치는 가운데, 광란의 외교 활동이 벌어지고 있습니다. 강대국이 중재안을 찾지 못하고 외곽의 국가들이 분쟁에 끼어들 때, $STRING_0_0$의 분쟁이 전쟁으로 발전할 가능성이 있습니다.;;;;;;;;;;;;x;
CRISIS_START_DESC_MEDIUM2;수개월 간의 $STRING_0_0$ 국제 분쟁이 우리에게까지 닥칠 지경에 이르렀습니다. 강대국들은 평화적인 중재안을 찾으려 하면서도 자신들의 영향력을 늘리려 합니다. 강대국이 중재안을 찾지 못하고 외곽의 국가들이 분쟁에 끼어들 때, $STRING_0_0$의 분쟁이 전쟁으로 발전할 가능성이 있습니다.;;;;;;;;;;;;x;
CRISIS_START_DESC_SHORT2;수개월 간의 $STRING_0_0$ 국제 분쟁이 우리에게까지 닥칠 지경에 이르렀습니다. 강대국이 중재안을 찾지 못하면 $STRING_0_0$의 분쟁이 전쟁으로 발전할 가능성이 있습니다.;;;;;;;;;;;;x;
CRISIS_END_TITLE2;긴장 감소;;;;;;;;;;;;x;
CRISIS_END_DESC_LONG2;최근 외교적으로 뜨거운 관심을 받고 있는 $STRING_0_0$에 평화적인 중재안이 도착했다는 소식이 전해지면서 주민들은 안도했습니다. <분쟁 승리국>는 강대국의 후원을 확보한 뒤 영향력을 키웠습니다. 국제 회의가 몇 주간의 외교적 기교 끝에 분쟁을 성공적으로 종식시켰습니다. 결과에 대한 보편적 만족은 없으나 당분간 전쟁은 일어나지 않을 것이라는 것이 중론입니다. 향후 또 다른 세력이 <분쟁 승리국>에 도전할지는 두고 볼 일입니다.;;;;;;;;;;;;x;
CRISIS_END_DESC_MEDIUM2;최근 외교적으로 뜨거운 관심을 받고 있는 $STRING_0_0$에 평화적인 중재안이 도착했다는 소식이 전해지면서 주민들은 안도했습니다. 국제 회의가 몇 주간의 외교적 기교 끝에 분쟁을 성공적으로 종식시켰습니다. 결과에 대한 보편적 만족은 없으나 당분간 전쟁은 일어나지 않을 것이라는 것이 중론입니다.;;;;;;;;;;;;x;
CRISIS_END_DESC_SHORT2;국제 회의를 통해 $STRING_0_0$에 평화적인 중재안이 도착했습니다. 결과에 대한 보편적 만족은 없으나 당분간 전쟁은 일어나지 않을 것이라는 것이 중론입니다.;;;;;;;;;;;;x;
