PROV2702;앨티쿠더크;;;;;;;;;;;;;
PROV1210;쿤두즈;;;;;;;;;;;;;
PROV1196;우르겐지;;;;;;;;;;;;;
PROV686;메르브;;;;;;;;;;;;;
BUR_1334;만달레이;;;;;;;;;;;;;
PROV2623;미드웨이 및 웨이크;;;;;;;;;;;;;
PROV2524;키리키리키로아;;;;;;;;;;;;;
PROV579;노이비에트;;;;;;;;;;;;;
PROV574;코블렌츠;;;;;;;;;;;;;
PROV547;그라이프스발트;;;;;;;;;;;;;
PROV57;바이타운;;;;;;;;;;;;;
PROV2036;음지지마;;;;;;;;;;;;;
PROV2681;타이베이;;;;;;;;;;;;;
PROV1485;타이난;;;;;;;;;;;;;
PROV2562;타이둥;;;;;;;;;;;;;
PROV1743;노르트호른;;;;;;;;;;;;;
PROV1738;알자흐부흐;;;;;;;;;;;;;
PROV2585;알자우프;;;;;;;;;;;;;
PROV1742;와스;;;;;;;;;;;;;
PROV1744;사바;;;;;;;;;;;;;
PROV2016;음피카;;;;;;;;;;;;;
PROV2017;므안사콤브;;;;;;;;;;;;;
PROV3104;니사호;;;;;;;;;;;;;
PROV702;렘베르크;;;;;;;;;;;;;
PROV952;타노플;;;;;;;;;;;;;
PROV2605;응가아냐자라쿠;;;;;;;;;;;;;
PROV2601;윌킨카라;;;;;;;;;;;;;
PROV2495;티라리;;;;;;;;;;;;;
PROV1990;킨두;;;;;;;;;;;;;
PROV1991;루소지;;;;;;;;;;;;;
PROV2471;배서스트;;;;;;;;;;;;;
PROV2496;널러버;;;;;;;;;;;;;
PROV2603;타나미;;;;;;;;;;;;;
PROV2507;음판트웨;;;;;;;;;;;;;
PROV2505;포트에싱턴;;;;;;;;;;;;;
RUS_973;케르손자포리자;;;;;;;;;;;;;
RUS_955;포돌리아;;;;;;;;;;;;;
PROV3107;바이칼호;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2589;쓰시마;;;;;;;;;;;;;;;;;;;;;;;;
PROV1724;오크니 및 셰틀랜드;;;;;;;;;;;;;;;;;;;;;;;;
PROV1858;아사이타;;;;;;;;;;;;;;;;;;;;;;;;
australia_new_zealand;오세아니아;;;;;;;;;;;;;;;;;;;;;;;;
polynesia;폴리네시아;;;;;;;;;;;;;;;;;;;;;;;;
desert;사막;;;;;;;;;;;;;;;;;;;;;;;;;;;
semidesert;초원;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
small_island;섬;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
coral_island;산호도;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
forest;산지;;;;;;;;x
boreal;침염수림;;;;;;;;;;;;;;;;;;;;;;;;
arctic;동토;;;;;;;;;;;;;;;;;;;;;;;;
plains;초원;;;;;;;;;;;;;;;;;;;;;;;;
hills;고원;;;;;;;;;;;;;;;;;
dryhills;건조고원;;;;;;;;;;;;;;;;;
mountain;산악초원;;;;;;;;;;;;;;;;;
montane_tundra;산악동토;;;;;;;;;;;;;;;;;
montane_forest;삼림지;;;;;;;;;;;;;;;;;
savanna;사바나;;;;;;;;;;;;;;;;;;;;;;;;
PROV1377;다낭;;;;;;;;;;;;;;;;;;;;;;
PROV1720;베샤르;;;;;;;;;;;;;;;;;;;;;;
PROV1714;산타로사;;;;;;;;;;;;;;;;;;;;;;
PROV2631;어널래클릿;;;;;;;;;;;;;;;;;;;;;;
PROV1780;데바르;;;;;;;;;;;;;;;;;;;;;;
PROV2371;우키아;;;;;;;;;;;;;;;;;;;;;;
PROV2953;뉴욕만;;;;;;;;;;;;;;;;;;;;;;
PROV2954;채서피크만;;;;;;;;;;;;;;;;;;;;;;
PROV1930;아이다;;;;;;;;;;;;;;;;;;;;;;
PROV1937;우카리;;;;;;;;;;;;;;;;;;;;;;
PROV1936;은수카;;;;;;;;;;;;;;;;;;;;;;
PROV2697;징키리;;;;;;;;;;;;;;;;;;;;;;
PROV1081;야크사;;;;;;;;;;;;;;;;;;;;;;
RUS_1072;해란포;;;;;;;;;;;;;;;;;;;;;
PROV1085;하이란파오;;;;;;;;;;;;;;;;;;;;;
PROV1600;위륌치;;;;;;;;;;;;;;;;;;;;;
PROV2839;패티션스만만;;;;;;;;;;;;;;;;;;;;;
PROV2831;소야해협;;;;;;;;;;;;;;;;;;;;;
PROV2830;북부 한국해;;;;;;;;;;;;;;;;;;;;;
PROV1557;시닝;;;;;;;;;;;;;;;;;;;;;
PROV2329;아라우카니아;;;;;;;;;;;;;;;;;;;;;
PROV2326;아콩카과;;;;;;;;;;;;;;;;;;;;;
PROV2244;크리스마스 및 코코스;;;;;;;;;;;;;;;;;;;;;
PROV2406;펑후;;;;;;;;;;;;;;;;;;;;;
PROV2113;움군군들로부;;;;;;;;;;;;;;;;;;;;;
PROV2110;차넨;;;;;;;;;;;;;;;;;;;;;
PROV2058;모요;;;;;;;;;;;;;;;;;;;;;
PROV2050;만자카즈;;;;;;;;;;;;;;;;;;;;;
POR_2049;가자;;;;;;;;;;;;;;;;;;;;;
PROV2049;잉코마티;;;;;;;;;;;;;;;;;;;;;
POR_2060;모잠비크;;;;;;;;;;;;;;;;;;;;;
PROV2088;오키에프;;;;;;;;;;;;;;;;;;;;;
PROV2558;에만제니;;;;;;;;;;;;;;;;;;;;;
PROV2093;한템;;;;;;;;;;;;;;;;;;;;;
PROV2084;노마베브;;;;;;;;;;;;;;;;;;;;;
PROV2081;루호노노;;;;;;;;;;;;;;;;;;;;;
PROV2082;에파코;;;;;;;;;;;;;;;;;;;;;
PROV2080;오티반다;;;;;;;;;;;;;;;;;;;;;
PROV1788;카혼;;;;;;;;;;;;;;;;;;;;;
PROV1540;난퉁;;;;;;;;;;;;;;;;;;;;;;;
PROV2526;팔미라-라인;;;;;;;;;;;;;;;;;;;;;;;
TIB_1591;티베트고원;;;;;;;;;;;;;;;;;;;;;;;
PROV2482;반디멘스랜드;;;;;;;;;;;;;;;;;;;;;;;
PROV2382;라볼라예;;;;;;;;;;;;;;;;;;;;;;;
PROV2640;과다르;;;;;;;;;;;;;;;;;;;;;;;
PROV1071;케슘;;;;;;;;;;;;;;;;;;;;;;;
PROV2786;오만만;;;;;;;;;;;;;;;;;;;;;;;
PROV2787;호르무즈해협;;;;;;;;;;;;;;;;;;;;;;;
PROV2664;카사브;;;;;;;;;;;;;;;;;;;;;;;
PROV45;마리곳;;;;;;;;;;;;;
PROV2236;필립스뷔르흐;;;;;;;;;;;;;
PEU_2297;쿠스코;;;;;;;;;;;;;
PROV2667;바타가이;;;;;;;;;;;;;
PROV110;록스프링스;;;;;;;;;;;;;
PROV1387;클랑;;;;;;;;;;;;;
PROV1385;탄중푸테리;;;;;;;;;;;;;
PROV88;모하비;;;;;;;;;;;;;
CAN_18;뉴칼레도니아;;;;;;;;;;;;;
ALD_1714;사우라;;;;;;;;;;;;;
PROV2590;세우타;;;;;;;;;;;;;
PROV3236;투르카나호;;;;;;;;;;;;;
PROV641;페슈트;;;;;;;;;;;;;
PROV2637;비욘;;;;;;;;;;;;;
PROV2632;잠강;;;;;;;;;;;;;
PROV1495;무명;;;;;;;;;;;;;
PROV1644;메아칸;;;;;;;;;;;;;
PROV1443;로테;;;;;;;;;;;;;
PROV2224;앤티가바부다;;;;;;;;;;;;;
PROV2220;터스크케이커스;;;;;;;;;;;;;
CHI_1082;관외;;;;;;;;;;;;;
PROV2591;트랑케바르;;;;;;;;;;;;;
SWI_603;헬베티아;;;;;;;;;;;;;
PROV2625;노스웨스트;;;;;;;;;;;;;
PROV2580;노바야라도가;;;;;;;;;;;;;
PROV995;페트로자보츠크;;;;;;;;;;;;;
PROV965;헤르손;;;;;;;;;;;;;
PROV1048;예카테리노다르;;;;;;;;;;;;;
PROV1045;미글린스카야;;;;;;;;;;;;;
PROV950;운그바르;;;;;;;;;;;;;
RUS_1185;세미레치에;;;;;;;;;;;;;
PROV1201;후잔트;;;;;;;;;;;;;
PROV1206;아물;;;;;;;;;;;;;
RUS_2618;마가단;;;;;;;;;;;;;
RUS_2621;콜리마;;;;;;;;;;;;;
RUS_2590;추코트카;;;;;;;;;;;;;
RUS_1070;예니세이스크;;;;;;;;;;;;;
RUS_2694;예벤키스키;;;;;;;;;;;;;
RUS_2615;북부 예니세이스크;;;;;;;;;;;;;
RUS_1065;아말리야;;;;;;;;;;;;;
RUS_2653;한티만시;;;;;;;;;;;;;
PROV2634;베링고브스키;;;;;;;;;;;;;;;;;;;;;;;
PROV2661;벨레비노;;;;;;;;;;;;;;;;;;;;;;;
PROV2660;세임찬;;;;;;;;;;;;;;;;;;;;;;;
PROV2620;스스만;;;;;;;;;;;;;;;;;;;;;;;
PROV2639;아르만;;;;;;;;;;;;;;;;;;;;;;;
PROV2665;초쿠르다크;;;;;;;;;;;;;;;;;;;;;;;
PROV2647;리파우;;;;;;;;;;;;;;;;;;;;;;;
PROV1080;추미칸;;;;;;;;;;;;;;;;;;;;;;;
PROV2671;바르구진;;;;;;;;;;;;;;;;;;;;;;;
PROV2670;베르흐네우딘스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2662;애니머스;;;;;;;;;;;;;;;;;;;;;;;
PROV1073;기지가;;;;;;;;;;;;;;;;;;;;;;;
PROV1076;니즈네우딘스크;;;;;;;;;;;;;;;;;;;;;;
PROV2645;보다이보;;;;;;;;;;;;;;;;;;;;;;;
PROV2693;예세이;;;;;;;;;;;;;;;;;;;;;;;
PROV2677;일림스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2675;예르보카첸;;;;;;;;;;;;;;;;;;;;;;;
PROV2701;칸스크;;;;;;;;;;;;;;;;;;;;;;;
PROV1070;예니세이스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2656;배이키트;;;;;;;;;;;;;;;;;;;;;;;
PROV2651;미르니;;;;;;;;;;;;;;;;;;;;;;;
PROV2674;아바칸;;;;;;;;;;;;;;;;;;;;;;;
PROV2682;옵돌스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2646;수르구트;;;;;;;;;;;;;;;;;;;;;;;
PROV2690;유간스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2685;베르호투르예;;;;;;;;;;;;;;;;;;;;;;;
PROV2614;샤드린스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2658;쿠르간;;;;;;;;;;;;;;;;;;;;;;;
PROV2683;나림;;;;;;;;;;;;;;;;;;;;;;;
PROV2613;나딤;;;;;;;;;;;;;;;;;;;;;;;
PROV2659;칼마르세데;;;;;;;;;;;;;;;;;;;;;;;
PROV2698;쿠즈네츠크;;;;;;;;;;;;;;;;;;;;;;;
PROV2691;미누스크;;;;;;;;;;;;;;;;;;;;;;;
PROV2657;두딘카;;;;;;;;;;;;;;;;;;;;;;;
PROV2680;볼로찬카;;;;;;;;;;;;;;;;;;;;;;;
PROV1065;냐간;;;;;;;;;;;;;;;;;;;;;;;
PROV2686;카인스크;;;;;;;;;;;;;;;;;;;;;;;
PROV1696;주디곶;;;;;;;;;;;;;
ENG_1251;서부 벵골;;;;;;;;;;;;;
ENG_1252;동부 벵골;;;;;;;;;;;;;
PROV1290;우메르코트;;;;;;;;;;;;;
KOK_1190;알리;;;;;;;;;;;;;
PROV892;배이;;;;;;;;;;;;;
PROV924;라완디즈;;;;;;;;;;;;;
PROV925;술라이마니야;;;;;;;;;;;;;
PROV1110;우르미야;;;;;;;;;;;;;
PROV2414;자지라;;;;;;;;;;;;;
PROV914;트라블로스;;;;;;;;;;;;;
PROV1469;우량카이;;;;;;;;;;;;;
PROV1181;아크몰린스크;;;;;;;;;;;;;;;;;;;;;;
PROV1205;크란스노보드스크;;;;;;;;;;;;;;;;;;;;;;;
PROV1204;아시가바트;;;;;;;;;;;;;;;;;;;;;;;
PROV1194;노보페트로브스키;;;;;;;;;;;;;;;;;;;;;;;
PROV1197;심켄트;;;;;;;;;;;;;;;;;;;;;;;
PROV1185;튀르케스탄;;;;;;;;;;;;;;;;;;;;;;;
PROV3106;발하시호;;;;;;;;;;;;;;;;;;;;;;;
PROV1186;제티수;;;;;;;;;;;;;;;;;;;;;;;
PROV1193;아크메스지트;;;;;;;;;;;;;;;;;;;;;;;
PROV2606;발하;;;;;;;;;;;;;;;;;;;;;;;
ARG_2384;코르도바;;;;;;;;;;;;;;;;;;;;;;;
ARG_2393;라팜파;;;;;;;;;;;;;;;;;;;;;;;
PROV1391;코타쿠방라부;;;;;;;;;;;;;;;;;;;;;;;
PROV1382;하티엔;;;;;;;;;;;;;;;;;;;;;;;
RUS_1048;체르케시야;;;;;;;;;;;;;;;;;;;;;;;
PROV1049;우비키아;;;;;;;;;;;;;;;;;;;;;;;
PROV900;안타키아;;;;;;;;;;;;;;;;;;;;;;;
PROV689;테센;;;;;;;;;;;;;;;;;;;;;;;
PROV1773;사귀아엘함라;;;;;;;;;;;;;;;;;;;;;;;
PROV1178;사나;;;;;;;;;;;;;
PROV969;올비오폴;;;;;;;;;;;;;
PROV972;예카테리노슬라브;;;;;;;;;;;;;
PROV974;바흐무트;;;;;;;;;;;;;;;;;;;;
PROV1041;옐리스타;;;;;;;;;;;;;;;;;;;;
PROV745;리보르노;;;;;;;;;;;;;;;;;;;;
PROV2436;사우바도르다바이아;;;;;;;;;;;;;;;;;;;;
BRZ_2408;그랑파라;;;;;;;;;;;;;;;;;;;
BRZ_2428;노르데스치;;;;;;;;;;;;;;;;;;;;
PROV2423;빌마다파르마;;;;;;;;;;;;;;;;;;;;
PROV2426;빌마다포티;;;;;;;;;;;;;;;;;;;;
NEJ_1156;하일;;;;;;;;;;;;;;;;;;;;
PROV396;외펜-말메디;;;;;;;;;;;;;;;;;;;;;;;
PROV1445;쿠팡;;;;;;;;;;;;;;;;;;;;;;;
PROV1448;티도레;;;;;;;;;;;;;;;;;;;;;;;
KOR_1624;경기-충청-강원;;;;;;;;;;;;;;;;;;;;;;;
PROV3101;차드호;;;;;;;;;;;;;;;;;;;;;;;
PROV3102;우케레웨호;;;;;;;;;;;;;;;;;;;
PROV1845;비르엘가젤;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2070;움탈리;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2581;치코노노;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2516;와카투;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2515;와타우타히;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2513;오테포티;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2512;테우포코오테이카;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2511;아후리리;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2510;느가모투;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1624;한성;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2086;애이그사-에이비스;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2079;오소존지;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2078;오소뮈스;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1481;뤼순;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV2083;에조롱곤도;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1028;비얏카;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV1019;보로네시;;;;;;;;;;;;;;;;;;;;;;;;;;;
PROV3246;생바르텔레미;;;;;;;;;;;;;;;;;;;;;
PROV82;그란데론도;;;;;;;;;;;;;;;;;;;;;
PROV81;오리건시티;;;;;;;;;;;;;;;;;;;;;
PROV83;포트암쿠와;;;;;;;;;;;;;;;;;;;;;
PROV78;포트니스퀄리;;;;;;;;;;;;;;;;;;;;;
PROV2101;타바은추;;;;;;;;;;;;;;;;;;;;;
PROV2102;콰콰;;;;;;;;;;;;;;;;;;;;;
PROV2103;레포이;;;;;;;;;;;;;;;;;;;;;
PROV2094;그리콸랜드;;;;;;;;;;;;;;;;;;;;;
TRN_2108;가리프;;;;;;;;;;;;;;;;;;;;;
PROV2107;마콰와지;;;;;;;;;;;;;;;;;;;;;
PROV2106;산;;;;;;;;;;;;;;;;;;;;;
PROV2105;가랑쿠와;;;;;;;;;;;;;;;;;;;;;
PROV2109;가리바;;;;;;;;;;;;;;;;;;;;;
PROV2112;엠남비티;;;;;;;;;;;;;;;;;;;;;
ORA_2103;바수톨란드;;;;;;;;;;;;;;;;;;;;;
ZUL_2113;줄루랜드;;;;;;;;;;;;;;;;;;;;;
PROV1152;지다;;;;;;;;;;;;;
CAN_13;컬럼비아;;;;;;;;;;;;;
PROV13;뉴웨스트민스터;;;;;;;;;;;;;
PROV17;스티킨;;;;;;;;;;;;;
CAN_19;뉴칼레도니아;;;;;;;;;;;;;
PROV20;오카나간;;;;;;;;;;;;;
PROV21;쿠트니;;;;;;;;;;;;;
PROV44;관타나모만;;;;;;;;;;;;;
CAN_46;어퍼캐나다;;;;;;;;;;;;;
CAN_50;북부 온타리오;;;;;;;;;;;;;
CAN_58;로어캐나다;;;;;;;;;;;;;
CAN_60;북부 퀘벡;;;;;;;;;;;;;
ENG_68;매리타임즈;;;;;;;;;;;;;
MEX_94;네바다;;;;;;;;;;;;;
MEX_97;유타;;;;;;;;;;;;;
USA_201;조지아;;;;;;;;;;;;;
USA_205;사우스캐롤라이나;;;;;;;;;;;;;
ENG_258;쿠거콘나크트;;;;;;;;;;;;;
ENG_263;쿠거라긴;;;;;;;;;;;;;
SWE_322;스톡홀름;;;;;;;;;;;;;
SWE_329;예테보리;;;;;;;;;;;;;
SWE_334;말뫼;;;;;;;;;;;;;
RUS_343;헬싱키;;;;;;;;;;;;;
RUS_345;투르쿠;;;;;;;;;;;;;
RUS_360;리투아니아;;;;;;;;;;;;;
HOL_369;홀슈타인;;;;;;;;;;;;;
SCH_370;슐레스비히;;;;;;;;;;;;;
NET_379;제일란트;;;;;;;;;;;;;
PROV381;림부르크;;;;;;;;;;;;;
BEL_387;플란데런;;;;;;;;;;;;;
BEL_394;왈롱;;;;;;;;;;;;;
HAN_528;운터엘베;;;;;;;;;;;;;
HAN_534;하노버;;;;;;;;;;;;;
HAN_540;오스트프리즈란트;;;;;;;;;;;;;
PRU_544;메클렌부르크;;;;;;;;;;;;;
PRU_546;포메른;;;;;;;;;;;;;
PRU_553;안할트;;;;;;;;;;;;;
PRU_554;튀링겐;;;;;;;;;;;;;
SAX_558;작센;;;;;;;;;;;;;
PRU_570;팔츠;;;;;;;;;;;;;
PRU_575;베스트라인란트;;;;;;;;;;;;;
PRU_578;오스트라인란트;;;;;;;;;;;;;
BAV_595;프랑켄;;;;;;;;;;;;;
BAV_599;오버바이에른;;;;;;;;;;;;;
SPA_610;캐롤라인;;;;;;;;;;;;;
AUS_652;바나트;;;;;;;;;;;;;
AUS_654;서부 트란실바니아;;;;;;;;;;;;;
AUS_657;동부 트란실바니아;;;;;;;;;;;;;
MOL_676;베사라비아;;;;;;;;;;;;;
PRU_682;슐레지엔;;;;;;;;;;;;;
AUS_702;갈리치아-로도메리아;;;;;;;;;;;;;
PROV704;노비송치;;;;;;;;;;;;;
RUS_706;마조프셰;;;;;;;;;;;;;
PROV711;시에들체;;;;;;;;;;;;;
RUS_715;신갈리치아;;;;;;;;;;;;;
PROV719;비아위스토크;;;;;;;;;;;;;
PROV748;그로세토;;;;;;;;;;;;;
SAR_765;티레니아;;;;;;;;;;;;;
FRA_801;타히티;;;;;;;;;;;;;
TUR_805;남부 마케도니아;;;;;;;;;;;;;
TUR_806;북부 마케도니아;;;;;;;;;;;;;
TUR_809;루멜리아;;;;;;;;;;;;;
TUR_823;동부 마케도니아;;;;;;;;;;;;;
PROV829;크산티;;;;;;;;;;;;;
TUR_876;앙카라;;;;;;;;;;;;;
TUR_880;카스타모누;;;;;;;;;;;;;
TUR_882;트라브존;;;;;;;;;;;;;
TUR_890;반;;;;;;;;;;;;;
TUR_893;디야르바키르;;;;;;;;;;;;;
TUR_894;아다나;;;;;;;;;;;;;
RUS_940;핀스크;;;;;;;;;;;;;
RUS_968;트란스니스트리아;;;;;;;;;;;;;
RUS_978;하르키우;;;;;;;;;;;;;
RUS_979;돈바스;;;;;;;;;;;;;
PROV1082;하이선와이;;;;;;;;;;;;;
JAP_1086;사할린;;;;;;;;;;;;;
PROV1087;오토마리;;;;;;;;;;;;;
JAP_1088;에조;;;;;;;;;;;;;
AST_1097;누벨칼레도니;;;;;;;;;;;;;
PER_1116;마잔다란;;;;;;;;;;;;;
PER_1128;로레스탄;;;;;;;;;;;;;
