BLOCKADE_SCORE_ATTACKER;공격측 봉쇄: ;;;;;;;;;;;;;
BLOCKADE_SCORE_DEFENDER;방어측 봉쇄: ;;;;;;;;;;;;;
TICKING_WARSCORE_HEAD;[SUB_A7]Y$VAL$[SUB_A7]W일 경과에 따른 [SUB_A7]Y추가 점수[SUB_A7]W:;;;;;;;;;;;;;
TICKING_WARSCORE_DESC_SCORE;현재 전쟁점수: $VAL$ (일일 변동: $CHANGE$).;;;;;;;;;;;;;
TICKING_WARSCORE_DESC_SCORE_MAX;현재 전쟁점수: $VAL$ (최대);;;;;;;;;;;;;
TICKING_WARSCORE_DESC_SCORE_SHORT;현재 전쟁점수: $VAL$ (일일 변동: $CHANGE$).;;;;;;;;;;;;;
TICKING_WARSCORE_DESC_SCORE_MAX_SHORT;현재 전쟁점수: $VAL$ (최대);;;;;;;;;;;;;
CB_DESTROY_FORTS;요새 철거;;;;;;;;;;;;;
CB_DESTROY_NAVAL_BASES;군항 철거;;;;;;;;;;;;;
po_destroy_forts;$STATE$ 내 모든 요새를 파괴합니다.;;;;;;;;;;;;;
po_destroy_naval_bases;$STATE$ 내 모든 군항을 파괴합니다.;;;;;;;;;;;;;
ALL_CORE_PROVINCES;영유권 보유 지역이 속한 주 전체;;;;;;;;;;;;;
ALL_SATES; 주 전체;;;;;;;;;;;;;
dismantle_forts_desc;적국에 속한 주의 요새와 군항을 철거합니다.;;;;;;;;;;;;;
dismantle_forts;요새 철거;;;;;;;;;;;;;
dismantle_forts_short;$STATE$ 요새 철거;;;;;;;;;;;;;
dismantle_forts_setup;$STATE$의 요새와 해군지기를 철거합니다.;;;;;;;;;;;;;
liberate_country_desc;적국에 종속된 [SUB_A7]Y국가[SUB_A7]W를 해방합니다.;;;;;;;;;;;;;
liberate_country;국가 해방;;;;;;;;;;;;;
liberate_country_short;$THIRD$ $STATE$ 인수;;;;;;;;;;;;;
liberate_country_setup;$RECIPIENT$이 점유한 $STATE$ 지방을 $THIRD$에게 반환합니다.;;;;;;;;;;;;;
FIRE_RANGE;사거리;;;;;;;;;;;;;
EVASION;회피;;;;;;;;;;;;;
SORT_BY;정렬:;;;;;;;;;;;;;
STANCE;태세;;;;;;;;;;;;;;
STR_ORG;병력/조직력;;;;;;;;;;;;;
SORT_BY_TYPE_DESC;[SUB_A7]Y함종[SUB_A7]W 순서대로 정렬합니다.;;;;;;;;;;;;;
SORT_BY_STANCE_DESC;전함의 [SUB_A7]Y현재 태세[SUB_A7]W 순서대로 정렬합니다.;;;;;;;;;;;;;
SORT_BY_STR_ORG_DESC;전함의 [SUB_A7]Y평균 병력과 조직력[SUB_A7]W 순서대로 정렬합니다.;;;;;;;;;;;;;
TARGETED_BY;목표로 지정됨:;;;;;;;;;;;;;
MAY_NOT_RETREAT_NAVAL;현재 상태를 완벽하게 이해하기 전에는 퇴각할 수 없습니다.;;;;;;;;;;;;;
REMAINING_NAVAL_RETREAT;자진해서 퇴각하기 전에, 그 가능성을 알아내려면 [SUB_A7]Y$OPT$[SUB_A7]W에 더 가까워야 합니다.;;;;;;;;;;;;;
NAVAL_COMBAT_STATUS_APPROACH;접근;;;;;;;;;;;;;
NAVAL_COMBAT_STATUS_SEEKING;목표물 탐색;;;;;;;;;;;;;
NAVAL_COMBAT_STATUS_FIRING;피해: [SUB_A7]G$ORG$[SUB_A7]W/[SUB_A7]R$STR$[SUB_A7]W;;;;;;;;;;;;;
NAVAL_COMBAT_STATUS_RETREAT;퇴각;;;;;;;;;;;;;
NAVAL_COMBAT_STATUS_DISENGAGED;철수;;;;;;;;;;;;;
SUPPLY_LOAD;보급량;;;;;;;;;;;;;
SUPPLY_LOAD_STATUS_DESC_BASIC;[SUB_A7]Y군항[SUB_A7]W의 총 [SUB_A7]Y보급 처리량[SUB_A7]W: $TOT$\n전함 필요량: $REQ$척;;;;;;;;;;;;;
SUPPLY_LOAD_STATUS_DESC_PENALTY;이들을 보급함으로 인한 다른 전함들의 피해량: $PEN$;;;;;;;;;;;;;
SUPPLY_LOAD_STATUS_DESC_HINT;군항을 건설하거나 전함 일부를 해산해야 합니다.;;;;;;;;;;;;;
SUPPLY_LOAD_STATUS_DESC_UPCOMING_PENALTY;새 전함을 건조하고 있으며, 해당 전함이 건조되면 보급 한도를 $EXC$ 초과하게 됩니다.;;;;;;;;;;;;;
SUPPLY_LOAD_STATUS_DESC_DETAILED_LIST;보급 처리량 수요에 대한 보고서:;;;;;;;;;;;;;
SHIP_BUILD_MIN_BASE_LEVEL;[SUB_A7]Y$LVL$[SUB_A7]W단계 이상의 군항이 필요합니다.;;;;;;;;;;;;;
SHIP_BUILD_LIMIT_PER_BASE;각 항구가 지원할 수 있는 전함은 [SUB_A7]Y$LIM$[SUB_A7]W척입니다.;;;;;;;;;;;;;
SHIP_BUILD_LIMIT_PER_BASE_HINT;[SUB_A7]R[SUB_A7]G$LVL$[SUB_A7]R단계 이상의 군항을 건설하는 게 좋습니다.[SUB_A7]W;;;;;;;;;;;;;
SHIP_BUILD_LIMIT_MAX;[SUB_A7]Y(한계: $LIM$)[SUB_A7]W;;;;;;;;;;;;;
BUILDING_ONE_PER_STATE;각 주당 하나;;;;;;;;;;;;;
DIPLOMACY_CRISIS_INFO;분쟁;;;;;;;;;;;;;
CRISIS_CANT_DECLARE_WAR;분쟁에 참가하고 있으면 전쟁을 선포할(또는 선포당할) 수 없습니다.;;;;;;;;;;;;;
HAS_FLASHPOINT; 화약고 > 1;;;;;;;;;;;;;
HAS_NO_FLASHPOINT; 화약고 < 1;;;;;;;;;;;;;
TENSION_LESS_THAN; 화약고 긴장도 < ;;;;;;;;;;;;;
TENSION_MORE_THAN; 화약고 긴장도 > ;;;;;;;;;;;;;
CRISIS_TEMPERATURE_LESS_THAN; 분쟁 강도 < ;;;;;;;;;;;;;
CRISIS_TEMPERATURE_MORE_THAN; 분쟁 강도 > ;;;;;;;;;;;;;
FLASHPOINT_TENSION_EFFECT; 화약고 긴장도: $DIRECTION$ $VALUE$\n;;;;;;;;;;;;;
diplomatic_focus;외교;;;;;;;;;;;;;
increase_tension;긴장 고조;;;;;;;;;;;;;
increase_tension_focus_desc;매달마다 화약고의 긴장도가 [SUB_A7]Y$VAL$[SUB_A7]W% 증가합니다.;;;;;;;;;;;;;
NOT_A_FLASHPOINT;[SUB_A7]R화약고 아님[SUB_A7]W;;;;;;;;;;;;;
MAPMODE_21;분쟁;;;;;;;;;;;;;
MAPMODE_22;군항;;;;;;;;;;;;;
FLASHPOINT_TENSION; 화약고 긴장도: [SUB_A7]Y$VALUE$[SUB_A7]W%;;;;;;;;;;;;;
EXECUTING_HISTORY;Executing History;;;;;;;;;;;;;
CRISIS_TEMPERATURE;분쟁 강도: [SUB_A7]R$VALUE$%[SUB_A7]W;;;;;;;;;;;;;
HAS_CRISIS; = 분쟁 지역;;;;;;;;;;;;;
HAS_NO_CRISIS; ≠ 분쟁 지역;;;;;;;;;;;;;
CRISIS_TEMPERATURE_EFFECT; 분쟁 강도: $DIRECTION$ $VALUE$\n;;;;;;;;;;;;;
TRIGGER_STATE; 분쟁 주;;;;;;;;;;;;;
BACKERS_LABEL;후원국:;;;;;;;;;;;;;
SUPPORT_SIDE;세력 합류;;;;;;;;;;;;;
ON_THE_FENCE_LABEL;관망국:;;;;;;;;;;;;;
vacuum_tube;진공관;;;;;;;;;;;;;
vacuum_tube_desc;진공관은 진공을 통해 전류의 흐름을 활용하는 장치입니다. 진공관에서 전자는 열전극 방출(에디슨 효과)을 통해 진공을 통과해 열전극(음극)으로 이동합니다. 이후 양극과 음극 사이에 추가 전극이 삽입돼 증폭 및 신호 전환이 가능해지는 원리입니다. 진공관은 라디오, 전화, TV, 전파탐지기, 초기 컴퓨터의 생산과 상업화에 필수적으로 쓰였습니다.;;;;;;;;;;;;;
tulls_seed_drill;튤의 파종기;;;;;;;;;;;;;
tulls_seed_drill_desc;이전 시대까지만 해도 농민들은 씨앗을 가방에 담아 밭을 오르내리며 씨앗을 던지거나 놓는 방식으로 파종했습니다. 제스로 툴은 말 뒤에 다는 파종기를 발명했습니다. 그의 파종기는 곡물로 가득찬 상자가 든 바퀴달린 차량으로 구성됐습니다. 파종기가 밭을 가로질러 당겨지면서 씨를 골고루 뿌리는 원리입니다.;;;;;;;;;;;;;
rotherham_plough;로더럼 쟁기;;;;;;;;;;;;;
rotherham_plough_desc;디즈니 스터니포스와 조셉 폴잠베가 발명한 로더럼 또는 요크셔 쟁기는 전통적인 쟁기의 개선판입니다. 기존 쟁기와 같은 나무로 만들어졌지만, 부속품과 날은 철로 만들어졌으며, 판과 쟁기날은 철판으로 덮여 있었습니다. 전통적인 쟁기보다 가벼웠고 말 한 쌍으로도 쉽게 작업할 수 있었습니다.;;;;;;;;;;;;;
telephone_switchboard;전화교환대;;;;;;;;;;;;;
telephone_switchboard_desc;전화교환대는 전화통화를 연결하는 구성요소입니다. 최초의 전화교환기는 1877년 토마스 에디슨 밑에서 일하던 헝가리인 티바다르 푸스크가 만들었습니다. 1881년까지 교환전화는 미국 동부와 서유럽으로 확대됐습니다. 교환전화는 수백 개의 '교환대'에서 직원이 전화를 수동으로 '교환'해 연결해줬습니다. 1891년 알몬 브라운 스트로거라는 사람이 계전기라는 특허를 내면서 교환전화가 자동화됐습니다.;;;;;;;;;;;;;
BRZ_2446;미나스제라이스;;;;;;;;;;;;;;
CLM_2259;카우카;;;;;;;;;;;;;;
ANN_1371;박키;;;;;;;;;;;;;;
ANN_1374;중키;;;;;;;;;;;;;;
ANN_1383;남키;;;;;;;;;;;;;;
LUA_1356;라오스;;;;;;;;;;;;;;
SIA_1392;방콕;;;;;;;;;;;;;;
SIA_1355;치앙마이;;;;;;;;;;;;;;
SIA_1358;나콘랏차시마;;;;;;;;;;;;;;
ENG_1384;말라야;;;;;;;;;;;;;;
ENG_1343;테나세림;;;;;;;;;;;;;;
BUR_1339;카친;;;;;;;;;;;;;;
BUR_1334;샨;;;;;;;;;;;;;;
BUR_1330;페구;;;;;;;;;;;;;;
NEP_1327;히말라야;;;;;;;;;;;;;;
TIB_1591;티베트;;;;;;;;;;;;;;
ENG_1247;비하르;;;;;;;;;;;;;;
ENG_1261;오리사;;;;;;;;;;;;;;
ENG_1236;연합주;;;;;;;;;;;;;;
PAN_1227;펀자브;;;;;;;;;;;;;;
PAN_1224;카슈미르;;;;;;;;;;;;;;
KAL_1221;발루치스탄;;;;;;;;;;;;;;
SIN_1288;신드;;;;;;;;;;;;;;
ENG_1291;구자라트;;;;;;;;;;;;;;
ENG_1264;라즈푸타나;;;;;;;;;;;;;;
ENG_1275;중부 인도;;;;;;;;;;;;;;
NAG_1277;나그푸르;;;;;;;;;;;;;;
ENG_1305;시르카르스;;;;;;;;;;;;;;
HYD_1283;하이데라바드;;;;;;;;;;;;;;
ENG_1297;봄베이;;;;;;;;;;;;;;
ENG_1304;마드라스;;;;;;;;;;;;;;
MYS_1314;마이소르;;;;;;;;;;;;;;
ENG_1317;트레번코르;;;;;;;;;;;;;;
ATJ_1405;아체;;;;;;;;;;;;;;
NET_1398;수마트라;;;;;;;;;;;;;;
NET_1423;보르네오;;;;;;;;;;;;;;
NET_1449;몰루카 제도;;;;;;;;;;;;;;
NET_1451;서뉴기니;;;;;;;;;;;;;;
BAL_1438;순다;;;;;;;;;;;;;;
BRU_1394;북부 보르네오;;;;;;;;;;;;;;
PER_1141;라레스탄-시스탄;;;;;;;;;;;;;;
PER_1148;호라산;;;;;;;;;;;;;;
PER_1138;후제스탄;;;;;;;;;;;;;;
PER_1135;파르스-케르만;;;;;;;;;;;;;;
PER_1127;이스파한;;;;;;;;;;;;;;
PER_1116;길란-마잔다란;;;;;;;;;;;;;;
PER_1121;이라카제미;;;;;;;;;;;;;;
PER_1112;타브리즈;;;;;;;;;;;;;;
PER_1122;루리스탄;;;;;;;;;;;;;;
AFG_1214;서부 아프가니스탄;;;;;;;;;;;;;;
AFG_1217;동부 아프가니스탄;;;;;;;;;;;;;;
RUS_1196;투르크메니아;;;;;;;;;;;;;;
KHI_1191;우즈베키아;;;;;;;;;;;;;;
BUK_1207;타지키아;;;;;;;;;;;;;;
KOK_1190;키르기지아;;;;;;;;;;;;;;
RUS_1182;우랄스크;;;;;;;;;;;;;;
RUS_1184;아크몰린스크;;;;;;;;;;;;;;
RUS_1185;세미레체;;;;;;;;;;;;;;
CHI_1532;내몽골;;;;;;;;;;;;;;
CHI_1578;사천;;;;;;;;;;;;;;
CHI_1581;중경;;;;;;;;;;;;;;
CHI_1494;소주;;;;;;;;;;;;;;
CHI_1550;강서;;;;;;;;;;;;;;
CHI_1487;복건;;;;;;;;;;;;;;
CHI_1611;절강;;;;;;;;;;;;;;
CHI_1473;남안휘;;;;;;;;;;;;;;
CHI_1516;동호북;;;;;;;;;;;;;;
CHI_1523;서호북;;;;;;;;;;;;;;
CHI_1513;하남;;;;;;;;;;;;;;
CHI_1472;북안휘;;;;;;;;;;;;;;
CHI_1476;강소;;;;;;;;;;;;;;
CHI_1539;소주;;;;;;;;;;;;;;
CHI_1563;산동;;;;;;;;;;;;;;
CHI_1614;남직예;;;;;;;;;;;;;;
CHI_1618;북직예;;;;;;;;;;;;;;
CHI_1553;만주;;;;;;;;;;;;;;
CHI_1082;외만주;;;;;;;;;;;;;;
CHI_1086;사할린;;;;;;;;;;;;;;
KOR_1624;경기-충청-강원;;;;;;;;;;;;;;
KOR_1635;전라-경상;;;;;;;;;;;;;;
KOR_1627;황해;;;;;;;;;;;;;;
KOR_1619;평안-함경;;;;;;;;;;;;;;
JAP_1660;큐슈;;;;;;;;;;;;;;
JAP_1640;주고쿠-시코쿠;;;;;;;;;;;;;;
JAP_1655;간사이;;;;;;;;;;;;;;
JAP_1675;주부;;;;;;;;;;;;;;
JAP_1649;간토;;;;;;;;;;;;;;
JAP_1654;오가사와라;;;;;;;;;;;;;;
JAP_1672;도호쿠;;;;;;;;;;;;;;
JAP_1088;홋카이도;;;;;;;;;;;;;;
RUS_2685;우랄;;;;;;;;;;;;;;
RUS_1065;오브;;;;;;;;;;;;;;
RUS_1064;토볼스크;;;;;;;;;;;;;;
RUS_1469;톰스크;;;;;;;;;;;;;;
RUS_2615;하부 예니세이스크;;;;;;;;;;;;;;
RUS_1070;상부 예니세이스크;;;;;;;;;;;;;;
RUS_1075;이르쿠츠크;;;;;;;;;;;;;;
RUS_1079;트란스바이칼;;;;;;;;;;;;;;
RUS_2694;중부 시베리아;;;;;;;;;;;;;;
RUS_1069;서부 야쿠츠크;;;;;;;;;;;;;;
RUS_2653;북부 시베리아;;;;;;;;;;;;;;
RUS_1071;야쿠츠크;;;;;;;;;;;;;;
RUS_1072;오호츠크;;;;;;;;;;;;;;
RUS_2668;북부 야쿠츠크;;;;;;;;;;;;;;
RUS_2618;상부 오호츠크;;;;;;;;;;;;;;
RUS_2621;내륙 추코트카;;;;;;;;;;;;;;
RUS_1074;캄차카;;;;;;;;;;;;;;
RUS_2590;연안 추코트카;;;;;;;;;;;;;;
TUR_885;카르스;;;;;;;;;;;;;;
TUR_884;트라브존;;;;;;;;;;;;;;
TUR_889;디야르바키르-반;;;;;;;;;;;;;;
TUR_876;앙카라-아다나;;;;;;;;;;;;;;
TUR_873;콘야;;;;;;;;;;;;;;
TUR_881;카스타모누;;;;;;;;;;;;;;
TUR_869;아이든;;;;;;;;;;;;;;
TUR_863;휘다벤디가르;;;;;;;;;;;;;;
TUR_923;모술;;;;;;;;;;;;;;
TUR_931;바그다드;;;;;;;;;;;;;;
TUR_935;바스라;;;;;;;;;;;;;;
EGY_897;알레포;;;;;;;;;;;;;;
EGY_910;트란스요르단;;;;;;;;;;;;;;
EGY_903;시리아;;;;;;;;;;;;;;
NEJ_1156;하일;;;;;;;;;;;;;;
NEJ_1157;네지드;;;;;;;;;;;;;;
EGY_1746;시나이;;;;;;;;;;;;;;
EGY_1750;하부 이집트;;;;;;;;;;;;;;
EGY_1762;중부 이집트;;;;;;;;;;;;;;
EGY_1771;상부 이집트;;;;;;;;;;;;;;
EGY_1753;마트루흐;;;;;;;;;;;;;;
EGY_1758;이집트사막;;;;;;;;;;;;;;
EGY_1834;동골라;;;;;;;;;;;;;;
EGY_1827;수단;;;;;;;;;;;;;;
ENG_1843;에콰토리아;;;;;;;;;;;;;;
ENG_1848;에리트레아;;;;;;;;;;;;;;
ETH_1854;곤다르-티그레이;;;;;;;;;;;;;;
ETH_1864;암하라;;;;;;;;;;;;;;
ETH_1867;오로미아;;;;;;;;;;;;;;
ALD_1708;콩스탕틴;;;;;;;;;;;;;;
FRA_1700;알제;;;;;;;;;;;;;;
ALD_1704;틀렘센;;;;;;;;;;;;;;
MOR_1688;알리프;;;;;;;;;;;;;;
MOR_1686;페즈;;;;;;;;;;;;;;
MOR_1693;모로코;;;;;;;;;;;;;;
FRA_1803;팀북투;;;;;;;;;;;;;;
FRA_1798;동부 말리;;;;;;;;;;;;;;
FRA_1801;서부 말리;;;;;;;;;;;;;;
FRA_1901;볼타;;;;;;;;;;;;;;
FRA_1808;외하우살란드;;;;;;;;;;;;;;
FRA_1923;요루바;;;;;;;;;;;;;;
FRA_1927;하우살란드;;;;;;;;;;;;;;
FRA_1939;동부 하우살란드;;;;;;;;;;;;;;
FRA_1930;베냉;;;;;;;;;;;;;;
FRA_1931;니제르 삼각주;;;;;;;;;;;;;;
FRA_1937;나이지리아;;;;;;;;;;;;;;
FRA_1816;보르누;;;;;;;;;;;;;;
ENG_1825;차드;;;;;;;;;;;;;;
ENG_1818;와다이;;;;;;;;;;;;;;
FRA_1965;우방기샤리;;;;;;;;;;;;;;
ENG_2029;잔지바르;;;;;;;;;;;;;;
ENG_2034;탕카니카;;;;;;;;;;;;;;
ENG_2039;린디;;;;;;;;;;;;;;
ENG_2016;카젬베;;;;;;;;;;;;;;
POR_2053;잠베지아;;;;;;;;;;;;;;
POR_2049;로렌수-마르케스;;;;;;;;;;;;;;
ZUL_2113;나탈-줄루랜드;;;;;;;;;;;;;;
ENG_2078;헤레로란트;;;;;;;;;;;;;;
ENG_2132;남부대서양제도;;;;;;;;;;;;;;
ENG_2125;인도양지역;;;;;;;;;;;;;;
MAD_2117;남부 마다가스카르;;;;;;;;;;;;;;
MAD_2121;북부 마다가스카르;;;;;;;;;;;;;;
