##### GCF #####;	
MNP_dominion;마니푸르국;;;;;;;;;;;;x;
MNP_ADJ;마니푸르령;;;;;;;;;;;;x;
MNP_fascist_dictatorship_ADJ;마니푸르령;;;;;;;;;;;;x;
##### BDK #####;	
;;;;;;;;;;;;x;
BDK_absolute_monarchy;쿤두즈 칸국;;;;;;;;;;;;x;
BDK_prussian_constitutionalism;쿤두즈 칸국;;;;;;;;;;;;x;
BDK_hms_government;쿤두즈 왕국;;;;;;;;;;;;x;
BDK_democracy;바다흐샨;;;;;;;;;;;;x;
BDK_proletarian_dictatorship;바다흐샨 소비에트;;;;;;;;;;;;x;
BDK_presidential_dictatorship;바다흐샨 공화국;;;;;;;;;;;;x;
BDK_bourgeois_dictatorship;바다흐샨 공화국;;;;;;;;;;;;x;
BDK_fascist_dictatorship;바다흐샨국;;;;;;;;;;;;x;
BDK_colonial_company;쿤두즈;;;;;;;;;;;;x;
BDK_dominion;쿤두즈;;;;;;;;;;;;x;
BDK_ADJ;바다흐샨령;;;;;;;;;;;;x;
BDK_absolute_monarchy_ADJ;쿤두즈령;;;;;;;;;;;;x;
BDK_prussian_constitutionalism_ADJ;쿤두즈령;;;;;;;;;;;;x;
BDK_hms_government_ADJ;쿤두즈령;;;;;;;;;;;;x;
BDK_colonial_company_ADJ;쿤두즈령;;;;;;;;;;;;x;
BDK_dominion_ADJ;쿤두즈령;;;;;;;;;;;;x;
##### PGG #####;	
;;;;;;;;;;;;x;
PGG_absolute_monarchy;평남국;;;;;;;;;;;;x;
PGG_prussian_constitutionalism;평남국;;;;;;;;;;;;x;
PGG_hms_government;평남국;;;;;;;;;;;;x;
PGG_democracy;운남;;;;;;;;;;;;x;
PGG_proletarian_dictatorship;대리 소비에트;;;;;;;;;;;;x;
PGG_presidential_dictatorship;평남민국;;;;;;;;;;;;x;
PGG_bourgeois_dictatorship;평남민국;;;;;;;;;;;;x;
PGG_fascist_dictatorship;평남천국;;;;;;;;;;;;x;
PGG_colonial_company;운남;;;;;;;;;;;;x;
PGG_dominion;운남;;;;;;;;;;;;x;
PGG_ADJ;평남령;;;;;;;;;;;;x;
PGG_democracy_ADJ;운남령;;;;;;;;;;;;x;
PGG_proletarian_dictatorship_ADJ;대리령;;;;;;;;;;;;x;
PGG_colonial_company_ADJ;운남령;;;;;;;;;;;;x;
PGG_dominion_ADJ;운남령;;;;;;;;;;;;x;
##### SGM #####;	
;;;;;;;;;;;;x;
SGM_absolute_monarchy;호엔촐레른-지크마링겐 공국;;;;;;;;;;;;x;
SGM_prussian_constitutionalism;호엔촐레른-지크마링겐 공국;;;;;;;;;;;;x;
SGM_hms_government;지크마링겐 공국;;;;;;;;;;;;x;
SGM_democracy;지크마링겐;;;;;;;;;;;;x;
SGM_proletarian_dictatorship;지크마링겐 코뮌;;;;;;;;;;;;x;
SGM_presidential_dictatorship;지크마링겐 자유시;;;;;;;;;;;;x;
SGM_bourgeois_dictatorship;지크마링겐 자유시;;;;;;;;;;;;x;
SGM_fascist_dictatorship;지크마링겐국;;;;;;;;;;;;x;
SGM_colonial_company;지크마링겐;;;;;;;;;;;;x;
SGM_dominion;지크마링겐;;;;;;;;;;;;x;
SGM_ADJ;지크마링겐령;;;;;;;;;;;;x;
##### NMB #####;	
;;;;;;;;;;;;x;
NMB_absolute_monarchy;나미비아 왕국;;;;;;;;;;;;x;
NMB_prussian_constitutionalism;나미비아 왕국;;;;;;;;;;;;x;
NMB_hms_government;나미비아 왕국;;;;;;;;;;;;x;
NMB_democracy;나미비아;;;;;;;;;;;;x;
NMB_proletarian_dictatorship;나미비아 인민공화국;;;;;;;;;;;;x;
NMB_presidential_dictatorship;나미비아 공화국;;;;;;;;;;;;x;
NMB_bourgeois_dictatorship;나미비아 자유국;;;;;;;;;;;;x;
NMB_fascist_dictatorship;나미비아국;;;;;;;;;;;;x;
NMB_colonial_company;남서아프리카;;;;;;;;;;;;x;
NMB_dominion;남서아프리카;;;;;;;;;;;;x;
NMB_ADJ;나미비아령;;;;;;;;;;;;x;
##### TMR #####;	
;;;;;;;;;;;;x;
TMR_absolute_monarchy;웨할리 왕국;;;;;;;;;;;;x;
TMR_prussian_constitutionalism;티모르 왕국;;;;;;;;;;;;x;
TMR_hms_government;티모르 왕국;;;;;;;;;;;;x;
TMR_democracy;티모르;;;;;;;;;;;;x;
TMR_proletarian_dictatorship;티모르 코뮌;;;;;;;;;;;;x;
TMR_presidential_dictatorship;티모르 공화국;;;;;;;;;;;;x;
TMR_bourgeois_dictatorship;티모르 자유국;;;;;;;;;;;;x;
TMR_fascist_dictatorship;티모르국;;;;;;;;;;;;x;
TMR_colonial_company;티모르;;;;;;;;;;;;x;
TMR_dominion;티모르;;;;;;;;;;;;x;
TMR_ADJ;티모르령;;;;;;;;;;;;x;
##### SLG #####;	
;;;;;;;;;;;;x;
SLG_absolute_monarchy;슬랑오르 술탄국;;;;;;;;;;;;x;
SLG_prussian_constitutionalism;슬랑오르 술탄국;;;;;;;;;;;;x;
SLG_hms_government;슬랑오르 왕국;;;;;;;;;;;;x;
SLG_democracy;슬랑오르;;;;;;;;;;;;x;
SLG_proletarian_dictatorship;슬랑오르 인민공화국;;;;;;;;;;;;x;
SLG_presidential_dictatorship;슬랑오르 공화국;;;;;;;;;;;;x;
SLG_bourgeois_dictatorship;슬랑오르 공화국;;;;;;;;;;;;x;
SLG_fascist_dictatorship;슬랑오르 말레이국;;;;;;;;;;;;x;
SLG_colonial_company;슬랑오르;;;;;;;;;;;;x;
SLG_dominion;슬랑오르;;;;;;;;;;;;x;
SLG_ADJ;슬랑오르령;;;;;;;;;;;;x;
##### PRK #####;	
;;;;;;;;;;;;x;
PRK_absolute_monarchy;페락 술탄국;;;;;;;;;;;;x;
PRK_prussian_constitutionalism;페락 술탄국;;;;;;;;;;;;x;
PRK_hms_government;페락 왕국;;;;;;;;;;;;x;
PRK_democracy;페락;;;;;;;;;;;;x;
PRK_proletarian_dictatorship;페락 인민공화국;;;;;;;;;;;;x;
PRK_presidential_dictatorship;페락 공화국;;;;;;;;;;;;x;
PRK_bourgeois_dictatorship;페락 공화국;;;;;;;;;;;;x;
PRK_fascist_dictatorship;페락 말레이국;;;;;;;;;;;;x;
PRK_colonial_company;페락;;;;;;;;;;;;x;
PRK_dominion;페락;;;;;;;;;;;;x;
PRK_ADJ;페락령;;;;;;;;;;;;x;
##### PHG #####;	
;;;;;;;;;;;;x;
PHG_absolute_monarchy;파항 왕국;;;;;;;;;;;;x;
PHG_prussian_constitutionalism;파항 왕국;;;;;;;;;;;;x;
PHG_hms_government;파항 왕국;;;;;;;;;;;;x;
PHG_democracy;파항;;;;;;;;;;;;x;
PHG_proletarian_dictatorship;파항 인민공화국;;;;;;;;;;;;x;
PHG_presidential_dictatorship;파항 공화국;;;;;;;;;;;;x;
PHG_bourgeois_dictatorship;파항 공화국;;;;;;;;;;;;x;
PHG_fascist_dictatorship;파항 말레이국;;;;;;;;;;;;x;
PHG_colonial_company;파항;;;;;;;;;;;;x;
PHG_dominion;파항;;;;;;;;;;;;x;
PHG_ADJ;파항령;;;;;;;;;;;;x;
##### FRO #####;	
;;;;;;;;;;;;x;
FRO_absolute_monarchy;페로 공국;;;;;;;;;;;;x;
FRO_prussian_constitutionalism;페로 공국;;;;;;;;;;;;x;
FRO_hms_government;페로 공국;;;;;;;;;;;;x;
FRO_democracy;페로;;;;;;;;;;;;x;
FRO_proletarian_dictatorship;페로 소비에트;;;;;;;;;;;;x;
FRO_presidential_dictatorship;페로 공화국;;;;;;;;;;;;x;
FRO_bourgeois_dictatorship;페로 자유국;;;;;;;;;;;;x;
FRO_fascist_dictatorship;페로국;;;;;;;;;;;;x;
FRO_colonial_company;페로;;;;;;;;;;;;x;
FRO_dominion;페로;;;;;;;;;;;;x;
FRO_ADJ;페로령;;;;;;;;;;;;x;
##### NCT #####;	
;;;;;;;;;;;;x;
NCT_absolute_monarchy;뇌샤텔 공국;;;;;;;;;;;;x;
NCT_prussian_constitutionalism;뇌샤텔 공국;;;;;;;;;;;;x;
NCT_hms_government;뇌샤텔 공국;;;;;;;;;;;;x;
NCT_democracy;뇌샤텔;;;;;;;;;;;;x;
NCT_proletarian_dictatorship;뇌샤텔 칸톤;;;;;;;;;;;;x;
NCT_presidential_dictatorship;뇌샤텔 자유국;;;;;;;;;;;;x;
NCT_bourgeois_dictatorship;뇌샤텔 자유국;;;;;;;;;;;;x;
NCT_fascist_dictatorship;뇌샤텔 자유국;;;;;;;;;;;;x;
NCT_colonial_company;뇌샤텔;;;;;;;;;;;;x;
NCT_dominion;뇌샤텔;;;;;;;;;;;;x;
NCT_ADJ;뇌샤텔령;;;;;;;;;;;;x;
##### HBY #####;	
;;;;;;;;;;;;x;
HBY_absolute_monarchy;호뵤 술탄국;;;;;;;;;;;;x;
HBY_prussian_constitutionalism;호뵤 술탄국;;;;;;;;;;;;x;
HBY_hms_government;호뵤 왕국;;;;;;;;;;;;x;
HBY_democracy;호뵤;;;;;;;;;;;;x;
HBY_proletarian_dictatorship;호뵤 인민공화국;;;;;;;;;;;;x;
HBY_presidential_dictatorship;호뵤 공화국;;;;;;;;;;;;x;
HBY_bourgeois_dictatorship;호뵤 공화국;;;;;;;;;;;;x;
HBY_fascist_dictatorship;호뵤 자유국;;;;;;;;;;;;x;
HBY_colonial_company;호뵤;;;;;;;;;;;;x;
HBY_dominion;호뵤;;;;;;;;;;;;x;
HBY_ADJ;호뵤령;;;;;;;;;;;;x;
##### QAT #####;	
;;;;;;;;;;;;x;
QAT_absolute_monarchy;카타르국;;;;;;;;;;;;x;
QAT_prussian_constitutionalism;카타르국;;;;;;;;;;;;x;
QAT_hms_government;카타르국;;;;;;;;;;;;x;
QAT_democracy;카타르;;;;;;;;;;;;x;
QAT_proletarian_dictatorship;도하 소비에트;;;;;;;;;;;;x;
QAT_presidential_dictatorship;카타르 아랍공화국;;;;;;;;;;;;x;
QAT_bourgeois_dictatorship;카타르 자유국;;;;;;;;;;;;x;
QAT_fascist_dictatorship;카타르국;;;;;;;;;;;;x;
QAT_colonial_company;카타르;;;;;;;;;;;;x;
QAT_dominion;카타르;;;;;;;;;;;;x;
QAT_ADJ;카타르령;;;;;;;;;;;;x;
##### BRY #####;	
;;;;;;;;;;;;x;
BRY_absolute_monarchy;부랴트 칸국;;;;;;;;;;;;x;
BRY_prussian_constitutionalism;부랴트 칸국;;;;;;;;;;;;x;
BRY_hms_government;부랴트 왕국;;;;;;;;;;;;x;
BRY_democracy;부랴티야;;;;;;;;;;;;x;
BRY_proletarian_dictatorship;부랴트 소비에트 사회주의 공화국;;;;;;;;;;;;x;
BRY_presidential_dictatorship;부랴티야 공화국;;;;;;;;;;;;x;
BRY_bourgeois_dictatorship;부랴티야 공화국;;;;;;;;;;;;x;
BRY_fascist_dictatorship;대부랴티야국;;;;;;;;;;;;x;
BRY_colonial_company;부랴티야;;;;;;;;;;;;x;
BRY_dominion;부랴티야;;;;;;;;;;;;x;
BRY_ADJ;부랴티야령;;;;;;;;;;;;x;
##### MLD #####;	
;;;;;;;;;;;;x;
MLD_absolute_monarchy;몰디브 술탄국;;;;;;;;;;;;x;
MLD_prussian_constitutionalism;몰디브 술탄국;;;;;;;;;;;;x;
MLD_hms_government;몰디브 왕국;;;;;;;;;;;;x;
MLD_democracy;몰디브;;;;;;;;;;;;x;
MLD_proletarian_dictatorship;몰디브 소비에트;;;;;;;;;;;;x;
MLD_presidential_dictatorship;몰디브 공화국;;;;;;;;;;;;x;
MLD_bourgeois_dictatorship;몰디브 공화국;;;;;;;;;;;;x;
MLD_fascist_dictatorship;몰디브국;;;;;;;;;;;;x;
MLD_colonial_company;몰디브;;;;;;;;;;;;x;
MLD_dominion;몰디브;;;;;;;;;;;;x;
MLD_ADJ;몰디브령;;;;;;;;;;;;x;
##### KAR #####;	
;;;;;;;;;;;;x;
KAR_absolute_monarchy;카렌국;;;;;;;;;;;;x;
KAR_prussian_constitutionalism;카렌국;;;;;;;;;;;;x;
KAR_hms_government;카렌국;;;;;;;;;;;;x;
KAR_democracy;카렌;;;;;;;;;;;;x;
KAR_proletarian_dictatorship;카렌 인민공화국;;;;;;;;;;;;x;
KAR_presidential_dictatorship;카렌 공화국;;;;;;;;;;;;x;
KAR_bourgeois_dictatorship;카렌 공화국;;;;;;;;;;;;x;
KAR_fascist_dictatorship;카렌 공화국;;;;;;;;;;;;x;
KAR_colonial_company;카렌;;;;;;;;;;;;x;
KAR_dominion;카렌;;;;;;;;;;;;x;
KAR_ADJ;카렌령;;;;;;;;;;;;x;
##### PAK #####;	
;;;;;;;;;;;;x;
PAK_absolute_monarchy;파키스탄 술탄국;;;;;;;;;;;;x;
PAK_prussian_constitutionalism;파키스탄 술탄국;;;;;;;;;;;;x;
PAK_hms_government;파키스탄 왕국;;;;;;;;;;;;x;
PAK_democracy;파키스탄;;;;;;;;;;;;x;
PAK_proletarian_dictatorship;파키스탄 사회주의 연방공화국;;;;;;;;;;;;x;
PAK_presidential_dictatorship;파키스탄 연방공화국;;;;;;;;;;;;x;
PAK_bourgeois_dictatorship;파키스탄 연방;;;;;;;;;;;;x;
PAK_fascist_dictatorship;파키스탄국;;;;;;;;;;;;x;
PAK_colonial_company;파키스탄;;;;;;;;;;;;x;
PAK_dominion;파키스탄;;;;;;;;;;;;x;
PAK_ADJ;파키스탄령;;;;;;;;;;;;x;
##### CRL #####;	
;;;;;;;;;;;;x;
CRL_absolute_monarchy;치트랄국;;;;;;;;;;;;x;
CRL_prussian_constitutionalism;치트랄국;;;;;;;;;;;;x;
CRL_hms_government;치트랄국;;;;;;;;;;;;x;
CRL_democracy;치트랄;;;;;;;;;;;;x;
CRL_proletarian_dictatorship;치트랄 소비에트;;;;;;;;;;;;x;
CRL_presidential_dictatorship;치트랄 공화국;;;;;;;;;;;;x;
CRL_bourgeois_dictatorship;치트랄 공화국;;;;;;;;;;;;x;
CRL_fascist_dictatorship;치트랄 공화국;;;;;;;;;;;;x;
CRL_colonial_company;치트랄;;;;;;;;;;;;x;
CRL_dominion;치트랄;;;;;;;;;;;;x;
CRL_ADJ;치트랄령;;;;;;;;;;;;x;
##### RDL #####;	
;;;;;;;;;;;;x;
RDL_absolute_monarchy;아르달란국;;;;;;;;;;;;x;
RDL_prussian_constitutionalism;아르달란국;;;;;;;;;;;;x;
RDL_hms_government;아르달란국;;;;;;;;;;;;x;
RDL_democracy;아르달란;;;;;;;;;;;;x;
RDL_proletarian_dictatorship;아르달란 소비에트;;;;;;;;;;;;x;
RDL_presidential_dictatorship;아르달란 공화국;;;;;;;;;;;;x;
RDL_bourgeois_dictatorship;아르달란 공화국;;;;;;;;;;;;x;
RDL_fascist_dictatorship;아르달란 쿠르드국;;;;;;;;;;;;x;
RDL_colonial_company;아르달란;;;;;;;;;;;;x;
RDL_dominion;아르달란;;;;;;;;;;;;x;
RDL_ADJ;아르달란령;;;;;;;;;;;;x;
##### BTL #####;	
;;;;;;;;;;;;x;
BTL_absolute_monarchy;비틀리스 토후국;;;;;;;;;;;;x;
BTL_prussian_constitutionalism;비틀리스 왕국;;;;;;;;;;;;x;
BTL_hms_government;비틀리스 왕국;;;;;;;;;;;;x;
BTL_democracy;비틀리스;;;;;;;;;;;;x;
BTL_proletarian_dictatorship;비틀리스 소비에트;;;;;;;;;;;;x;
BTL_presidential_dictatorship;비틀리스 공화국;;;;;;;;;;;;x;
BTL_bourgeois_dictatorship;비틀리스 공화국;;;;;;;;;;;;x;
BTL_fascist_dictatorship;비틀리스 쿠르드국;;;;;;;;;;;;x;
BTL_colonial_company;비틀리스;;;;;;;;;;;;x;
BTL_dominion;비틀리스;;;;;;;;;;;;x;
BTL_ADJ;비틀리스령;;;;;;;;;;;;x;
##### BDN #####;	
;;;;;;;;;;;;x;
BDN_absolute_monarchy;하카리국;;;;;;;;;;;;x;
BDN_prussian_constitutionalism;하카리국;;;;;;;;;;;;x;
BDN_hms_government;하카리국;;;;;;;;;;;;x;
BDN_democracy;하카리;;;;;;;;;;;;x;
BDN_proletarian_dictatorship;하카리 소비에트;;;;;;;;;;;;x;
BDN_presidential_dictatorship;하카리 공화국;;;;;;;;;;;;x;
BDN_bourgeois_dictatorship;하카리 공화국;;;;;;;;;;;;x;
BDN_fascist_dictatorship;하카리국;;;;;;;;;;;;x;
BDN_colonial_company;하카리;;;;;;;;;;;;x;
BDN_dominion;하카리;;;;;;;;;;;;x;
BDN_ADJ;하카리령;;;;;;;;;;;;x;
##### BNB #####;	
;;;;;;;;;;;;x;
BNB_absolute_monarchy;바반 토후국;;;;;;;;;;;;x;
BNB_prussian_constitutionalism;바반 토후국;;;;;;;;;;;;x;
BNB_hms_government;바반 왕국;;;;;;;;;;;;x;
BNB_democracy;바반;;;;;;;;;;;;x;
BNB_proletarian_dictatorship;바반 소비에트;;;;;;;;;;;;x;
BNB_presidential_dictatorship;바반국;;;;;;;;;;;;x;
BNB_bourgeois_dictatorship;바반 공화국;;;;;;;;;;;;x;
BNB_fascist_dictatorship;바반국;;;;;;;;;;;;x;
BNB_colonial_company;바반;;;;;;;;;;;;x;
BNB_dominion;바반;;;;;;;;;;;;x;
BNB_ADJ;바반령;;;;;;;;;;;;x;
##### MKN #####;	
;;;;;;;;;;;;x;
MKN_absolute_monarchy;무크리얀 토후국;;;;;;;;;;;;x;
MKN_prussian_constitutionalism;무크리얀 토후국;;;;;;;;;;;;x;
MKN_hms_government;무크리얀 왕국;;;;;;;;;;;;x;
MKN_democracy;무크리얀;;;;;;;;;;;;x;
MKN_proletarian_dictatorship;마하바드 소비에트;;;;;;;;;;;;x;
MKN_presidential_dictatorship;무크리얀 공화국;;;;;;;;;;;;x;
MKN_bourgeois_dictatorship;무크리얀 공화국;;;;;;;;;;;;x;
MKN_fascist_dictatorship;무크리얀 쿠르드국;;;;;;;;;;;;x;
MKN_colonial_company;무크리얀;;;;;;;;;;;;x;
MKN_dominion;무크리얀;;;;;;;;;;;;x;
MKN_ADJ;무크리얀령;;;;;;;;;;;;x;
##### BHT #####;	
;;;;;;;;;;;;x;
BHT_absolute_monarchy;보탄 토후국;;;;;;;;;;;;x;
BHT_prussian_constitutionalism;보탄 토후국;;;;;;;;;;;;x;
BHT_hms_government;보탄 왕국;;;;;;;;;;;;x;
BHT_democracy;보탄;;;;;;;;;;;;x;
BHT_proletarian_dictatorship;보탄 인민공화국;;;;;;;;;;;;x;
BHT_presidential_dictatorship;보탄 공화국;;;;;;;;;;;;x;
BHT_bourgeois_dictatorship;보탄 공화국;;;;;;;;;;;;x;
BHT_fascist_dictatorship;보탄 쿠르드국;;;;;;;;;;;;x;
BHT_colonial_company;보탄;;;;;;;;;;;;x;
BHT_dominion;보탄;;;;;;;;;;;;x;
BHT_ADJ;보탄령;;;;;;;;;;;;x;
##### SRN #####;	
;;;;;;;;;;;;x;
SRN_absolute_monarchy;소란 토후국;;;;;;;;;;;;x;
SRN_prussian_constitutionalism;소란 토후국;;;;;;;;;;;;x;
SRN_hms_government;소란 왕국;;;;;;;;;;;;x;
SRN_democracy;소란;;;;;;;;;;;;x;
SRN_proletarian_dictatorship;소란 소비에트;;;;;;;;;;;;x;
SRN_presidential_dictatorship;소란 공화국;;;;;;;;;;;;x;
SRN_bourgeois_dictatorship;소란 공화국;;;;;;;;;;;;x;
SRN_fascist_dictatorship;소란국;;;;;;;;;;;;x;
SRN_colonial_company;소란;;;;;;;;;;;;x;
SRN_dominion;소란;;;;;;;;;;;;x;
SRN_ADJ;소란령;;;;;;;;;;;;x;
##### LBG #####;	
;;;;;;;;;;;;x;
LBG_absolute_monarchy;림부르크 공국;;;;;;;;;;;;x;
LBG_prussian_constitutionalism;림부르크 공국;;;;;;;;;;;;x;
LBG_hms_government;림부르크 공국;;;;;;;;;;;;x;
LBG_democracy;마스트리히트;;;;;;;;;;;;x;
LBG_proletarian_dictatorship;마스트리히트 코뮌;;;;;;;;;;;;x;
LBG_presidential_dictatorship;마스트리히트 공화국;;;;;;;;;;;;x;
LBG_bourgeois_dictatorship;마스트리히트 공화국;;;;;;;;;;;;x;
LBG_fascist_dictatorship;마스트리히트 자유국;;;;;;;;;;;;x;
LBG_colonial_company;림부르크;;;;;;;;;;;;x;
LBG_dominion;림부르크;;;;;;;;;;;;x;
LBG_ADJ;림부르크령;;;;;;;;;;;;x;
LBG_democracy_ADJ;마스트리히트;;;;;;;;;;;;x;
LBG_proletarian_dictatorship_ADJ;마스트리히트령;;;;;;;;;;;;x;
LBG_presidential_dictatorship_ADJ;마스트리히트령;;;;;;;;;;;;x;
LBG_bourgeois_dictatorship_ADJ;마스트리히트령;;;;;;;;;;;;x;
LBG_fascist_dictatorship_ADJ;마스트리히트령;;;;;;;;;;;;x;
##### PNB #####;	
;;;;;;;;;;;;x;
PNB_absolute_monarchy;페르남부쿠 왕국;;;;;;;;;;;;x;
PNB_prussian_constitutionalism;페르남부쿠 왕국;;;;;;;;;;;;x;
PNB_hms_government;페르남부쿠 왕국;;;;;;;;;;;;x;
PNB_democracy;페르남부쿠;;;;;;;;;;;;x;
PNB_proletarian_dictatorship;페르남부쿠 코뮌;;;;;;;;;;;;x;
PNB_presidential_dictatorship;페르남부쿠 공화국;;;;;;;;;;;;x;
PNB_bourgeois_dictatorship;페르남부쿠 공화국;;;;;;;;;;;;x;
PNB_fascist_dictatorship;페르남부쿠국;;;;;;;;;;;;x;
PNB_colonial_company;페르남부쿠;;;;;;;;;;;;x;
PNB_dominion;페르남부쿠;;;;;;;;;;;;x;
PNB_ADJ;페르남부쿠령;;;;;;;;;;;;x;
##### FIU #####;	
;;;;;;;;;;;;x;
FIU_absolute_monarchy;피우메 자유국;;;;;;;;;;;;x;
FIU_prussian_constitutionalism;피우메 자유국;;;;;;;;;;;;x;
FIU_hms_government;피우메 자유국;;;;;;;;;;;;x;
FIU_democracy;피우메;;;;;;;;;;;;x;
FIU_proletarian_dictatorship;피우메 코뮌;;;;;;;;;;;;x;
FIU_presidential_dictatorship;카르나로 섭정부;;;;;;;;;;;;x;
FIU_bourgeois_dictatorship;카르나로 섭정부;;;;;;;;;;;;x;
FIU_fascist_dictatorship;카르나로 섭정부;;;;;;;;;;;;x;
FIU_colonial_company;피우메;;;;;;;;;;;;x;
FIU_dominion;피우메;;;;;;;;;;;;x;
FIU_ADJ;피우메령;;;;;;;;;;;;x;
##### SYC #####;	
;;;;;;;;;;;;x;
SYC_absolute_monarchy;시칠리아 왕국;;;;;;;;;;;;x;
SYC_prussian_constitutionalism;시칠리아 왕국;;;;;;;;;;;;x;
SYC_hms_government;시칠리아 왕국;;;;;;;;;;;;x;
SYC_democracy;시칠리아;;;;;;;;;;;;x;
SYC_proletarian_dictatorship;시칠리아 코뮌;;;;;;;;;;;;x;
SYC_presidential_dictatorship;시칠리아 공화국;;;;;;;;;;;;x;
SYC_bourgeois_dictatorship;시칠리아 공화국;;;;;;;;;;;;x;
SYC_fascist_dictatorship;시칠리아 공화국;;;;;;;;;;;;x;
SYC_colonial_company;시칠리아;;;;;;;;;;;;x;
SYC_dominion;시칠리아;;;;;;;;;;;;x;
SYC_ADJ;시칠리아령;;;;;;;;;;;;x;
##### MDV #####;	
;;;;;;;;;;;;x;
MDV_absolute_monarchy;몰도바 공국;;;;;;;;;;;;x;
MDV_prussian_constitutionalism;몰도바 공국;;;;;;;;;;;;x;
MDV_hms_government;몰도바 공국;;;;;;;;;;;;x;
MDV_democracy;몰도바;;;;;;;;;;;;x;
MDV_proletarian_dictatorship;몰도바 사회주의 공화국;;;;;;;;;;;;x;
MDV_presidential_dictatorship;몰도바 공화국;;;;;;;;;;;;x;
MDV_bourgeois_dictatorship;몰도바 공화국;;;;;;;;;;;;x;
MDV_fascist_dictatorship;몰도바국;;;;;;;;;;;;x;
MDV_colonial_company;몰도바;;;;;;;;;;;;x;
MDV_dominion;몰도바;;;;;;;;;;;;x;
MDV_ADJ;몰도바령;;;;;;;;;;;;x;
##### ABK #####;	
;;;;;;;;;;;;x;
ABK_absolute_monarchy;압하지야 공국;;;;;;;;;;;;x;
ABK_prussian_constitutionalism;압하지야 공국;;;;;;;;;;;;x;
ABK_hms_government;압하지야 공국;;;;;;;;;;;;x;
ABK_democracy;압스니;;;;;;;;;;;;x;
ABK_proletarian_dictatorship;압스니 소비에트;;;;;;;;;;;;x;
ABK_presidential_dictatorship;압하지야 공화국;;;;;;;;;;;;x;
ABK_bourgeois_dictatorship;압하지야 공화국;;;;;;;;;;;;x;
ABK_fascist_dictatorship;압스니국;;;;;;;;;;;;x;
ABK_colonial_company;압하지야;;;;;;;;;;;;x;
ABK_dominion;압하지야;;;;;;;;;;;;x;
ABK_ADJ;압하지야령;;;;;;;;;;;;x;
##### CRT #####;	
;;;;;;;;;;;;x;
CRT_absolute_monarchy;코리엔테스 왕국;;;;;;;;;;;;x;
CRT_prussian_constitutionalism;코리엔테스 왕국;;;;;;;;;;;;x;
CRT_hms_government;코리엔테스 왕국;;;;;;;;;;;;x;
CRT_democracy;코리엔테스;;;;;;;;;;;;x;
CRT_proletarian_dictatorship;코리엔테스 소비에트 공화국;;;;;;;;;;;;x;
CRT_presidential_dictatorship;코리엔테스 공화국;;;;;;;;;;;;x;
CRT_bourgeois_dictatorship;코리엔테스 공화국;;;;;;;;;;;;x;
CRT_fascist_dictatorship;코리엔테스국;;;;;;;;;;;;x;
CRT_colonial_company;코리엔테스;;;;;;;;;;;;x;
