#;;;;;;;;;;;;;;;
NOBODY_CAN_VOTE_HERE;아무에게도 투표를 허락하지 않습니다.;;;;;;;;;;;;;
NOT_ABLE_TO_REINFORCE;해당 여단을 보강하기에는 주민의 수가 너무 적습니다.;;;;;;;;;;;;;
POP_SIZE_UNITVIEW;[SUB_A7]Y$VAL$[SUB_A7]W명의 병사 주민이 [SUB_A7]Y$ALLOWED$[SUB_A7]W개 여단을 편성할 수 있습니다. 현재 [SUB_A7]Y$CURRENT$[SUB_A7]W개 여단을 편제한 상태입니다.;;;;;;;;;;;;;
MAX_REINF_UNITVIEW;[SUB_A7]G100%[SUB_A7]W 속도로 보강합니다.;;;;;;;;;;;;;
POP_IMPACT_UNITVIEW;예비군이 부족해 [SUB_A7]Y$VAL$%[SUB_A7]W 속도로 보강됩니다.;;;;;;;;;;;;;
MOB_IS_REINFORCE;예비군 부대들은 [SUB_A7]Y50%[SUB_A7]W의 속도로 보강합니다.;;;;;;;;;;;;;
EVTNAME60120;연방주의 증가;;;;;;;;;;;;;;
EVTDESC60120;$COUNTRY$ 인민들이 $CULTURE_GROUP_UNION$에 속하는 동포와의 통일을 요구하기 시작하면서 문화민족주의가 불어닥쳤습니다. 이 상황에서 합병을 탄원하더라도, 국민이 이를 반대하는 것은 상상할 수 없는 일입니다.;;;;;;;;;;;;;;
EVTOPTA60120;좋아, 하자.;;;;;;;;;;;;;;
EVTNAME60130;$FROMCOUNTRY$의 합병 탄원;;;;;;;;;;;;;;
EVTDESC60130;민족주의 감성의 파도에 떠밀린 $FROMCOUNTRY$ 정부가 $CAPITAL$에 탄원하기를, $COUNTRY$의 영구적 일원으로 병합해달라고 공식적으로 요청했습니다. 이런 움직임에 대한 반대는 거의 없는 듯 합니다.;;;;;;;;;;;;;;
EVTOPTA60130;좋아, 하자.;;;;;;;;;;;;;;
EVTOPTB60130;그렇게는 안된다, 쓰레기 같은 $FROMCOUNTRY$ 놈들.;;;;;;;;;;;;;
ATPEACE; = 평시;;;;;;;;;;;;;
NORMAL_WAR_RUDEBOI_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_RUDEBOI_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;
rude_boy;봉쇄;;;;;;;;;;;;;
rude_boy_desc;문명의 모든 가식을 벗어던진 [SUB_A7]Y국가[SUB_A7]W에게 그 야망을 크게 줄여달라고 요구합니다.;;;;;;;;;;;;;
rude_boy_setup;$RECIPIENT$의 영토를 삭탈하며 위신을 낮추고 군비를 제한합니다.;;;;;;;;;;;;;
rude_boy_short;$RECIPIENT$ 봉쇄;;;;;;;;;;;;;
POP_DETAILS_EXPENSES;지출:;;;;;;;;;;;;;
CONFIRM_CREATE_VASSAL;국가 해방;;;;;;;;;;;;;
CONFIRM_CREATE_VASSAL_DESC;[SUB_A7]Y$COUNTRY$[SUB_A7]W을(를) [SUB_A7]Y$TYPE$[SUB_A7]W(으)로 해방합니다.\n[SUB_A7]Y$COUNTRY$[SUB_A7]W의 권역: [SUB_A7]Y$PROVINCES$[SUB_A7]W([SUB_A7]Y$NUM$[SUB_A7]W개);;;;;;;;;;;;;
egyptian_excavations;이집트 발굴;;;;;;;;;;;;;
egyptian_excavations_desc;왕들의 계곡에서 고고학적 발굴 작업을 주도하고 있습니다.;;;;;;;;;;;;;
POP_DETAILS_EXPENSES;지출:;;;;;;;;;;;;;
red_shirts_title;붉은셔츠 원정대;;;;;;;;;;;;;
red_shirts_name;가리발디의 붉은셔츠단;;;;;;;;;;;;;
red_shirts_desc;붉은셔츠는 주세페 가리발디 밑에서 일했던 자원병들에게 주어진 이름으로 이탈리아반도의 통일을 위해 투쟁하는 동안 가리발디와 그의 부하들이 입었던 빨간 셔츠에서 따온 이름입니다. 국내외에서 자유투사로 여겨져 큰 인기를 끌었던 가리발디는 사르데냐 왕국이 이탈리아 통일을 확보하는데 중요한 역할을 했습니다. 이 이탈리아 범민족주의자들은 이탈리아 통일을 위해 싸웁니다.;;;;;;;;;;;;;
red_shirts_army;붉은셔츠 원정대;;;;;;;;;;;;;
EVTNAME11103;천명의 붉은 셔츠대!;;;;;;;;;;;;;;
EVTDESC11103;$MONARCHTITLE$! 유명한 이탈리아 혁명가 주세페 가리발디와 그가 이끄는 천명의 붉은셔츠단이 $FROMCOUNTRY$ 정부를 타도하고 그 땅을 지배하에 두었다는 소식이 방금 도착했습니다. 이 거친 혁명가는 도처에서 이탈리아 삼색기를 흔들며 환호하는 군중들에게 이탈리아 전역의 해방자로서 환영받고 있습니다. 이탈리아 반도에서 우리나라가 지배적인 지위를 구축하고 있으므로, $FROMCOUNTRY$ 신정부는 신생 이탈리아의 탄생에 있어 $COUNTRY$의 종주권을 마땅히 인정하겠다고 전해왔습니다.;;;;;;;;;;;;;;
EVTOPTA11103;이탈리아의 통일에 영광 있으라!;;;;;;;;;;;;;;
EVTOPTB11103;이 남자는 누구야? 무엇을 원하는 거지?;;;;;;;;;;;;;;
CB_DESC_HEAD;전쟁명분 효과: ;;;;;;;;;;;;;
CB_ALLOWED_DISARMAMENT;군비제한;;;;;;;;;;;;;
CB_ALLOWED_REPARATIONS;전쟁배상금 요구;;;;;;;;;;;;;
CB_ALLOWED_STATES;영토 할양;;;;;;;;;;;;;
TRADE_DISABLED_AUTOMATE;해당 상품의 무역을 수동화해야 합니다.;;;;;;;;;;;;;
AUTOMATE_TRADE_CHECK;해당 상품의 무역을 자동화합니다.;;;;;;;;;;;;;
TECHNOLOGYVIEW_RESEARCH_TOOLTIP;[SUB_A7]Y$TECH$[SUB_A7]W을(를) 연구하고 있습니다.\n지금과 같은 속도라면 [SUB_A7]Y$DATE$[SUB_A7]W에 완료될 예정입니다.;;;;;;;;;;;;;
INCREASERELATION_THEY_ACCEPT_4;양국의 관계는 기존보다 [SUB_A7]G$CHANGE$[SUB_A7]W 개선된 [SUB_A7]Y$RELATION$[SUB_A7]W입니다.;;;;;;;;;;;;;
INCREASERELATION_WE_ACCEPT_4;양국의 관계는 기존보다 [SUB_A7]G$CHANGE$[SUB_A7]W 개선된 [SUB_A7]Y$RELATION$[SUB_A7]W입니다.;;;;;;;;;;;;;
DECREASERELATION_WE_ACCEPT_5;양국의 관계는 기존보다 [SUB_A7]R$CHANGE$[SUB_A7]W 감소한 [SUB_A7]Y$RELATION$[SUB_A7]W입니다.;;;;;;;;;;;;;
DECREASERELATION_THEY_ACCEPT_6;양국의 관계는 기존보다 [SUB_A7]R$CHANGE$[SUB_A7]W 감소한 [SUB_A7]Y$RELATION$[SUB_A7]W입니다.;;;;;;;;;;;;;
TRI_1743;트리폴리;;;;;;;;;;;;;;
NORMAL_WAR_CONCESSION_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_CONCESSION_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
demand_concession_casus_belli;조차지 요구;;;;;;;;;;;;;
demand_concession_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W이 점유한 영토를 조차해 식민지로 삼습니다.;;;;;;;;;;;;;
demand_concession_casus_belli_setup;$RECIPIENT$이(가) 점유한 $STATE$을(를) 조차해 식민지로 삼습니다.;;;;;;;;;;;;;
demand_concession_casus_belli_short;$STATE$ 조차;;;;;;;;;;;;;
NORMAL_WAR_PROTECTORATE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_PROTECTORATE_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
establish_protectorate_casus_belli;보호령 설립;;;;;;;;;;;;;
establish_protectorate_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W을 보호령으로 합병합니다.;;;;;;;;;;;;;
establish_protectorate_casus_belli_setup;$RECIPIENT$을(를) 보호령으로 합병합니다.;;;;;;;;;;;;;
establish_protectorate_casus_belli_short;$RECIPIENT$ 합병;;;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_NAME;$ORDER$$STATE$ 해방 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_NAME;$ORDER$$STATE$ 해방 전쟁;;;;;;;;;;;;;;
unification_casus_belli;통일전쟁;;;;;;;;;;;;;
unification_casus_belli_desc;우리나라가 속한 [SUB_A7]Y문화연합[SUB_A7]W의 영유권 보유 지역을 해방합니다.;;;;;;;;;;;;;
unification_casus_belli_setup;우리나라가 속한 [SUB_A7]Y문화연합[SUB_A7]W의 영유권 보유 지역을 해방합니다.;;;;;;;;;;;;;
unification_casus_belli_short;$STATE$ 해방;;;;;;;;;;;;;
POP_PROMOTE_INFO_ON_SEL;$WHERE$에서 $VAL$명의 주민들이 $WHO$으로 이직했습니다.;;;;;;;;;;;;;
POP_LEAVE_INFO_ON_SEL;$WHERE$에서 $VAL$명의 주민들이 $WHO$(으)로의 이직을 그만뒀습니다.;;;;;;;;;;;;;
DOMINION;자치령;;;;;;;;;;;;;
SATELLITE;종속국;;;;;;;;;;;;;
DOMINION_OF_NOCOLOR;종주국;;;;;;;;;;;;;
SATELLITE_OF_NOCOLOR;종주국;;;;;;;;;;;;;
DIPLOMACY_CANNOT_SET_PRIO_MYVASSAL;항상 우리나라의 [SUB_A7]Y영향권[SUB_A7]W에 속하는 [SUB_A7]Y$TYPE$입니다.;;;;;;;;;;;;;
DIPLOMACY_TRUCE_WITH;휴전국:;;;;;;;;;;;;;
DIPLOMACY_CASUSBELLIS;전쟁명분:;;;;;;;;;;;;;
tut_1c_9;전에 말했듯이 병사가 반란에 참여하면 그가 소속된 여단도 같이 반란에 참여합니다. 여단에 소속된 병사 아이콘 옆에 반군 파벌 아이콘이 있다면 그는 반군 파벌의 일원입니다. 이는 매우 위험합니다. 해당 주민의 상태와 그의 쟁점을 확인하는 한 가지 방법은 부대 보기에서 주민 아이콘을 클릭해 인구 보기를 여는 것입니다. 지금 바로 계속하려면 다음을 클릭하세요.;;;;;;;;;;;;;
REMOVEFROMSPHERE_DESC;해당 국가를 [SUB_A7]Y강대국[SUB_A7]W의 영향권에서 이탈시킵니다.;;;;;;;;;;;;;
BUDGET_VIEW_CRIME_FIGHT;범죄 검거력 효과:;;;;;;;;;;;;;
POP_CURRENT_PROD;현재 생산품:;;;;;;;;;;;;;
ALREADY_ASSIMILATED;핵심/수용 문화;;;;;;;;;;;;;
TCP_SERVER_LOST;저장하는 동안 서버가 끊겼습니다!;;;;;;;;;;;;;
tut_7b_6;가격은 매일 세계시장의 수요공급 함수를 통해 전 세계적으로 책정됩니다. 현재 수요와 공급은 목표가격을 정한 후 실제 가격이 점차적으로 근접할 것입니다. 여러분에게 중요한 상품을 주시하세요. 소화기의 가격이 오른다면 새로운 공장을 건설할 때인지도 모릅니다. 가격 옆의 화살표는 가격 상승(녹색), 안정(노란색), 하락(빨간색)을 나타냅니다. 계속하려면 '다음'을 클릭하세요.;;;;;;;;;;;;;
tut_7b_8;아래 이미지는 범선의 세계시장 진입을 보여줍니다. 하단 표시줄의 아이콘은 현재 상품의 매매와 거래의 자동화 여부를 나타냅니다. 정부(플레이어와 컴퓨터)는 두 가지 방법으로 시장에서 매매할 수 있는데, 이는 주문을 설정하거나 게임의 다른 행동을 통해 생성된 자동 거래입니다. 자동 거래를 보려면 범선 아이콘을 클릭하세요.;;;;;;;;;;;;;
DIPLO_CALL_ALLIES;참전 요청;;;;;;;;;;;;;
RULE_OPEN_FACTORY;공장 가동/폐쇄;;;;;;;;;;;;;
PRODUCTION_NOT_DESTROY_FACTORY_BECAUSE_TOOLTIP;해당 공장을 철거할 수 없습니다.\n이유:\n;;;;;;;;;;;;;
BE_ANNEXED;합병됨;;;;;;;;;;;;;
PW_COLONY_NO_STATE;해당 식민지를 주로 승격하려면 핵심/수용 문화에 속한 관료가 [SUB_A7]Y$NUM$[SUB_A7]W%이상이어야 합니다. 현재 비율은 [SUB_A7]Y$CURR$[SUB_A7]W%입니다.;;;;;;;;;;;;;
REMOVE_PW_COLONY_NO_STATE;해당 식민지를 주로 승격하려면 핵심/수용 문화에 속한 관료가 [SUB_A7]Y$NUM$[SUB_A7]W%이상이어야 합니다. 현재 비율은 [SUB_A7]Y$CURR$[SUB_A7]W%입니다.;;;;;;;;;;;;;;
BAD_SAVE;오류: 잘못된 저장입니다.;;;;;;;;;;;;;
tut_4c_12b;육군에서 계속합시다.;;;;;;;;;;;;;
USA_reactionary;남부 민주당;;;;;;;;;;;;;;
MILITARY_DIG_IN_CAP;참호 제한;;;;;;;;;;;;;
MILITARY_MILITARY_TACTICS;군사 전술;;;;;;;;;;;;;
COUNTRYALERT_NO_CanDoDecisions;실행할 결정이 없습니다.;;;;;;;;;;;;;
POP_OTHER_LABEL;기타;;;;;;;;;;;;;
annex_hawaii_title;뉴랜드 결의안;;;;;;;;;;;;;
annex_hawaii_desc;뉴랜드 결의안은 1898년 통과된 미 의회의 결의안으로, 프랜시스 G. 뉴랜드 의원의 이름에서 따왔습니다. 해당 결의에 따라 미국은 하와이 공화국을 준주로 병합했습니다.;;;;;;;;;;;;;
ionian_islands_question_title;런던 조약(1864);;;;;;;;;;;;;
ionian_islands_question_desc;이오니아제도는 나폴레옹 전쟁 이후로 영국의 위성국이었습니다. 1862년, 유지비용이 만만치 않게 들어가자 2년간의 협상 끝에 그리스로 통합됐습니다.;;;;;;;;;;;;;
WARSUBSIDIES_DESC;매일마다 보조금을 [SUB_A7]Y$MONEY$[SUB_A7]W[SUB_A4] 제공합니다.;;;;;;;;;;;;;
release_puppet;종속국 해방;;;;;;;;;;;;;
release_puppet_short;$THIRD$ 해방;;;;;;;;;;;;;
release_puppet_setup;$RECIPIENT$에 종속된 $THIRD$을(를) 해방합니다.;;;;;;;;;;;;;
release_puppet_desc;적국에 종속된 [SUB_A7]Y종속국[SUB_A7]W을 주권국으로 해방합니다.;;;;;;;;;;;;;
IS_NOT_OUR_VASSAL; ≠ 우리나라의 종속국;;;;;;;;;;;;;
IS_OUR_VASSAL; = 우리나라의 종속국;;;;;;;;;;;;;
COUNTRYALERT_HaveOrganizingRebels;반군이 조직되고 있습니다!;;;;;;;;;;;;;
TOTAL_REBEL_POP;반군 회원;;;;;;;;;;;;;
PROV2918;베냉만;;;;;;;;;;;;;;
PROV2921;기니해안;;;;;;;;;;;;;;
PROV2922;세네감비아해안;;;;;;;;;;;;;;
NUMBER_OF_EMIREES;이달 [SUB_A7]Y$NUM$[SUB_A7]W명이 이민갔습니다.;;;;;;;;;;;;;
NUMBER_OF_IMMIGREES;이달 [SUB_A7]Y$NUM$[SUB_A7]W명이 이민왔습니다.;;;;;;;;;;;;;
alaskan_purchase_title;시워드의 냉장고;;;;;;;;;;;;;
alaskan_purchase_desc;크림 전쟁 이후 러시아는 영국과의 전쟁이 또다시 일어날 경우 북아메리카의 영토를 보호할 수 없다고 여겨 미국의 알래스카주가 될 영토의 매각을 고려하기 시작했습니다. 거래는 1867년 1에이크당 2.3센트의 가격으로 진쟁됐습니다. 당시 미국 언론들은 이 알래스카 매입을 주도한 재무부장관 윌리엄 H. 시워드 의 이름을 따 '시워드의 냉장고'라고 조롱했습니다.;;;;;;;;;;;;;
EVTNAME32509;알래스카 매입;;;;;;;;;;;;;;
EVTDESC32509;러시아령 북아메리카 매각 제안에 대해 워싱턴의 대사관 공사 에두아르트 안드레에비흐 스토에츠의 요청에 따라 오늘 미국은 협상에 들어가 응답이 있었습니다. 미국 정부는 우리에게 알래스카 지역을 1 에이커 당 2.3 센트의 가격에 구입하겠다고 나서고 있습니다. 이 가격은 비교적 정당한 것이라고 생각합니다. 알래스카 식민지는 영국과 전쟁이 경우 방위가 어려워지고 있습니다. 따라서 여기에서 알래스카를 매각하는 것은 그다지 좋은 생각이 아니라고 생각합니다. $MONARCHTITLE$, 어떻게 하시겠습니까?;;;;;;;;;;;;;;
EVTOPTA32509;매각이 좋겠다.;;;;;;;;;;;;;;
EVTOPTB32509;나는 그렇게 생각하지 않는다. 미래에 알래스카까지 다리를 놓게 될지도 모르지 않는가?;;;;;;;;;;;;;;
EVTNAME32510;러시아의 수락!;;;;;;;;;;;;;;
EVTDESC32510;$MONARCHTITLE$, 러시아가 알래스카 매각에 동의했습니다!;;;;;;;;;;;;;;
EVTOPTA32510;좋아!;;;;;;;;;;;;;;
EVTNAME32511;러시아의 거부!;;;;;;;;;;;;;;
EVTDESC32511;$MONARCHTITLE$, 러시아와의 알래스카 매각 협상이 표류 끝에 흐지부지됐습니다.;;;;;;;;;;;;;;
EVTOPTA32511;젠장!;;;;;;;;;;;;;;
IS_DISARMED; = 군비제한 국가;;;;;;;;;;;;;
IS_NOT_DISARMED; ≠ 군비제한 국가;;;;;;;;;;;;;
TRUCE_LASTS_UNTIL;휴전조약 만료일: [SUB_A7]Y$DATE$[SUB_A7]W;;;;;;;;;;;;;
LOBBY_HOST_ONLY;방장만이 게임을 시작할 수 있습니다.;;;;;;;;;;;;;
LOBBY_WAITING;모든 플레이어가 시작하기를 기다리거나 누락된 플레이어를 쫓아내야 합니다.;;;;;;;;;;;;;
NO_UNIT_TECH;[SUB_A7]Y$UNIT$[SUB_A7]W을(를) 편제하려면 [SUB_A7]Y$TECH$[SUB_A7]W을(를) 발견해야 합니다.;;;;;;;;;;;;;
NO_UNIT_REGIMENTS;[SUB_A7]Y$UNIT$[SUB_A7]W을(를) 편제하려면 [SUB_A7]Y병사[SUB_A7]W를 늘려야 합니다.;;;;;;;;;;;;;
NO_UNIT_PORTS;[SUB_A7]Y$UNIT$[SUB_A7]W을(를) 편제하려면 [SUB_A7]Y해안가[SUB_A7]W를 얻어야 합니다.;;;;;;;;;;;;;
DIPLOMACY_WARDIALOG_ALLIES;[SUB_A7]Y$COUNTRY$[SUB_A7]W의 동맹국:;;;;;;;;;;;;;
DIPLOMACY_WARDIALOG_NUM_ALLIES;[SUB_A7]Y$COUNTRY$[SUB_A7]W의 동맹국: [SUB_A7]Y$NUM$[SUB_A7]W개국;;;;;;;;;;;;;
DIPLOMACY_WARDIALOG_ALLY;동맹국;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_HEADER;외무부 장관 보고서;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_1;$MONARCHTITLE$;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_2;나쁜 소식입니다. $ACTOR$이(가) $WARGOAL$을(를);;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_3;추가적으로 요구하기로 결정했습니다.;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_4; 그 바보들은 자신들이 우물 안 개구리라는 사실을 모르는것 같습니다.;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_5;*;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_6;놈들의 교만을 응징해야 합니다.;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_BTN1;확인;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_BTN2;확인;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_BTN3;참조;;;;;;;;;;;;;
WARGOAL_WE_ACCEPT_LOG;$ACTOR$이(가) 우리나라에 대해 $WARGOAL$을(를) 전쟁목표에 추가했습니다.;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_HEADER;외무부 장관 보고서;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_1;$MONARCHTITLE$;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_2;고심 끝에;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_3;$RECIPIENT$에 대해;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_4;$WARGOAL$을(를) 추가적으로 요구하기로 결정했습니다.;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_5;*;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_6;이제 그들은 장기적 안목의 부재에 대해 대가를 치를 것입니다.;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_BTN1;확인;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_BTN2;확인;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_BTN3;참조;;;;;;;;;;;;;
WARGOAL_THEY_ACCEPT_LOG;우리나라가 $RECIPIENT$에 대해 $WARGOAL$을(를) 전쟁목표에 추가했습니다.;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_HEADER;외무부 장관 보고서;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_1;$MONARCHTITLE$;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_2;$ACTOR$이(가);;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_3;$RECIPIENT$에 대해;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_4;$WARGOAL$을(를);;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_5;추가로 요구하기로 결정했다는;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_6;소문이 들려오고 있습니다.;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_BTN1;확인;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_BTN2;확인;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_BTN3;참조;;;;;;;;;;;;;
WARGOAL_OTHER_ACCEPT_LOG;$ACTOR$이(가) $RECIPIENT$에 대해 $WARGOAL$을(를) 전쟁목표에 추가했습니다.;;;;;;;;;;;;;
NO_GP_ACTION_ON_SELF;스스로를 목표로 하면 안 됩니다.;;;;;;;;;;;;;
OL_VIEW_SIEGES;[SUB_A7]Y아군 점령[SUB_A7]W의 표시를 전환합니다.;;;;;;;;;;;;;
BADBOY_EFFECT; 악명: $DIRECTION$ $VALUE$\n;;;;;;;;;;;;;
unification_annex_casus_belli;통일전쟁;;;;;;;;;;;;;
unification_annex_casus_belli_desc;우리나라가 속한 [SUB_A7]Y문화연합[SUB_A7]W의 영유권 보유 지역을 해방합니다.;;;;;;;;;;;;;
unification_annex_casus_belli_setup;우리나라가 속한 [SUB_A7]Y문화연합[SUB_A7]W의 영유권 보유 지역을 해방합니다.;;;;;;;;;;;;;
unification_annex_casus_belli_short;합병;;;;;;;;;;;;;
enlightenment_thought;인권;;;;;;;;;;;;;
enlightenment_thought_desc;인권;;;;;;;;;;;;;
NORMAL_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;;;;;;;;;;;;;
AGRESSION_WAR_UNIFICATION_ANNEX_NAME;$ORDER$ $FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;$ORDER$ $FIRST$ Liberation of $SECOND_COUNTRY$;;;;;;;;;;;;;
springtime_of_nations;민족의 봄!;;;;;;;;;;;;;;
springtime_of_nations_desc;유럽의 잠든 국가들은 폭정과 폭정의 망령을 떨쳐버리기 위해 깨어납니다.;;;;;;;;;;;;;;
HND_conservative;국민의회당;;;;;;;;;;;;;;
HND_liberal;독립당;;;;;;;;;;;;;;
