ENG_266;하일랜즈;Highlands;Highlands;;;;;;;;;;;x
ENG_271;로랜즈;Lowlands;Lowlands;;;;;;;;;;;x
BEL_394;왈로니;Wallonie;Wallonien;;;;;;;;;;;x
BEL_387;플란데런;Vlaanderen;Flandern;;;;;;;;;;;x
NET_375;홀란트;Hollande;Holland;;;;;;;;;;;x
NET_381;헬데를란트;Gelderland;Gelderland;;;;;;;;;;;x
NET_385;프리슬란트;Frise;Friesland;;;;;;;;;;;x
SAR_466;사부아;Savoie;Savoie;;;;;;;;;;;x
SAR_720;피에몬테;Pi?ont;Piemont;;;;;;;;;;;x
SAR_765;사르데냐;Sardaigne;Sardegna;;;;;;;;;;;x
AUS_768;슬로베니아;Slov?ie;Slovenien;;;;;;;;;;;x
MOD_739;에밀리아;?ilie;Emilia;;;;;;;;;;;x
PAP_741;로마냐;Romagne;Romagna;;;;;;;;;;;x
TUS_744;토스카나;Toscane;Toskana;;;;;;;;;;;x
PAP_752;라치오;Lazio;Lazio;;;;;;;;;;;x
SIC_754;캄파니아;Campanie;Campania;;;;;;;;;;;x
SIC_753;풀리아;Pouilles;Puglia;;;;;;;;;;;x
SWI_605;서부 스위스;Suisse de l'Ouest;Westschweiz;;;;;;;;;;;x
SWI_603;동부 스위스;Suisses de l'Est;Ostschweiz;;;;;;;;;;;x
BAD_586;바덴;Baden;Baden;;;;;;;;;;;x
WUR_589;뷔르템베르크;Wurtemberg;W?ttemberg;;;;;;;;;;;x
HES_2560;헤세나사우;Hesse-Nassau;Hessen-Nassau;;;;;;;;;;;x
BAV_599;오버바이에른;Oberbayern;Oberbayern;;;;;;;;;;;x
BAV_595;니더바이에른;Niederbayern;Niederbayern;;;;;;;;;;;x
SAX_558;작센;Saxe;Sachsen;;;;;;;;;;;x
HEK_568;헤센;Hesse;Hessen;;;;;;;;;;;x
HAN_534;하노버;Hanovre;Hannover;;;;;;;;;;;x
PRU_572;라인란트;Rheinland;Rheinland;;;;;;;;;;;x
PRU_575;노르트라인;Nordrhein;Nordrhein;;;;;;;;;;;x
PRU_581;베스트팔렌;Westphalie;Westfalen;;;;;;;;;;;x
HAM_528;오스트하노버;Osthannover;Osthannover;;;;;;;;;;;x
REMOVE_MEC_544;Mecklemburg-Holstein;Mecklemburg-Holstein;Mecklenburg-Holstein;;;;;;;;;;;x
PRU_553;마크데부르크;Magdeburg;Magdeburg;;;;;;;;;;;x
PRU_549;브란덴부르크;Brandenbourg;Brandenburg;;;;;;;;;;;x
PRU_546;포메른;Pom?anie;Pommern;;;;;;;;;;;x
PRU_682;슐레지엔;Sil?ie;Schlesien;;;;;;;;;;;x
PRU_701;포젠;Posnanie;Posen;;;;;;;;;;;x
PRU_690;베스트프로이센;Westpreu?n;Westpreu?n;;;;;;;;;;;x
PRU_695;오스트프로이센;Ostpreu?n;Ostpreu?n;;;;;;;;;;;x
DEN_367;윌란;Jutland;Jylland;;;;;;;;;;;x
DEN_372;셸란;Sjaelland;Sjaelland;;;;;;;;;;;x
SWE_313;외스틀란데트;Ostlandet;Ostlandet;;;;;;;;;;;x
SWE_309;베스틀란데트;Vestlandet;Vestlandet;;;;;;;;;;;x
SWE_308;노르노르게;Nordnorge;Nordnorge;;;;;;;;;;;x
RUS_366;라피;Lappi;Lappi;;;;;;;;;;;x
RUS_340;남부 핀란드;Finlande du Sud;S?finnland;;;;;;;;;;;x
RUS_349;에스토니아;Estonie;Estnien;;;;;;;;;;;x
RUS_354;라트비아;Lettonie;Lettland;;;;;;;;;;;x
RUS_360;리투아니아;Lietuva;Lietuva;;;;;;;;;;;x
RUS_710;비엘코폴스키에;Wielkopolskie;Wielkopolskie;;;;;;;;;;;x
RUS_706;마조비에츠키에;Mazowieckie;Mazowieckie;;;;;;;;;;;x
RUS_707;브레스트;Br?t;Br?t;;;;;;;;;;;x
RUS_718;민스크;Minsk;Minsk;;;;;;;;;;;x
RUS_676;부자크;Budjak;Budjak;;;;;;;;;;;x
RUS_965;케르손;Cherson;Cherson;;;;;;;;;;;x
RUS_958;키예프;Kiev;Kiew;;;;;;;;;;;x
RUS_964;크림;Crim?;Krim;;;;;;;;;;;x
RUS_980;루간스크;Luhansk;Luhansk;;;;;;;;;;;x
RUS_1090;그루지야;G?rgie;Georgien;;;;;;;;;;;x
RUS_1098;아르메니아;Arm?ie;Armenien;;;;;;;;;;;x
RUS_339;카렐리야;Karelia;Karelien;;;;;;;;;;;x
RUS_994;잉그리야;Ingrie;Ingria;;;;;;;;;;;x
RUS_1003;노브고로드;Novgorod;Nowgorod;;;;;;;;;;;x
RUS_947;오르샤;Orsha;Orsha;;;;;;;;;;;x
RUS_943;스몰렌스크;Smolensk;Smolensk;;;;;;;;;;;x
RUS_955;로브네;Rovne;Rovne;;;;;;;;;;;x
RUS_998;트베리;Tver;Tver;;;;;;;;;;;x
RUS_981;아르항겔스크;Arkhangelsk;Archangelsk;;;;;;;;;;;x
RUS_990;갈리치;Galich;Galich;;;;;;;;;;;x
RUS_1008;모스크바;Moscou;Moskau;;;;;;;;;;;x
RUS_1009;브랸스크;Bryansk;Bryansk;;;;;;;;;;;x
RUS_977;쿠르스크;Koursk;Kursk;;;;;;;;;;;x
RUS_2589;네네치야;N??sie;Nenetsia;;;;;;;;;;;x
RUS_1026;페름;Perm;Perm;;;;;;;;;;;x
RUS_1020;카잔;Kazan;Kazan;;;;;;;;;;;x
RUS_1060;사마라;Samara;Samara;;;;;;;;;;;x
RUS_1037;타타리야;Tartarie;Tartaria;;;;;;;;;;;x
RUS_1041;아스트라한;Astrakan;Astrachan;;;;;;;;;;;x
RUS_979;로스토프;Rostov;Rostow;;;;;;;;;;;x
RUS_1048;예카테리노다르;Ekaterinodar;Jekaterinodar;;;;;;;;;;;x
RUS_1052;북부 카프카스;Caucase du Nord;Nordkaukasus;;;;;;;;;;;x
RUS_336;북부 핀란드;Finlande du Nord;Nordfinnland;;;;;;;;;;;x
FRA_411;프랑슈콩테;Franche-Comt?Franche-Comt?;;;;;;;;;;x
HAW_658;하와이;?es d'Hawa?Hawaii-Inseln;;;;;;;;;;;x
AST_2527;키리바티;Kiribati;Kiribati;;;;;;;;;;;x
AST_801;폴리네시아;Polyn?ie;Polynesien;;;;;;;;;;;x
AST_2454;피지;Fidji;Fidschi;;;;;;;;;;;x
AST_2535;바누아투;Vanuatu;Vanuatu;;;;;;;;;;;x
AST_2244;크리스마스 및 코코스;?es Christmas et Cocos;Weihnachts- & Kokosinseln;;;;;;;;;;;x
RUS_1104;바쿠;Baku;Baku;;;;;;;;;;;x
RUS_1102;아제르바이잔;Azerba?jan;Aserbaidschan;;;;;;;;;;;x
ENG_2224;대앤틸리스;Antilles;Westindien;;;;;;;;;;;x
REMOVE_ENG_203;북카리브;?es Cara?es du Nord;Nordkaribische Inseln;;;;;;;;;;;x
ENG_2228;소앤틸리스;Petites Antilles;Kleine Antillen;;;;;;;;;;;x
MEX_2138;소노라;Sonora;Sonora;;;;;;;;;;;x
MEX_2142;치와와;Chihuahua;Chihuahua;;;;;;;;;;;x
MEX_2151;두랑고;Durango;Durango;;;;;;;;;;;x
MEX_2146;누에보레온;Nuevo Le?;Nuevo Le?;;;;;;;;;;;x
MEX_2173;사카테카스;Zacatecas;Zacatecas;;;;;;;;;;;x
MEX_2161;할리스코;Jalisco;Jalisco;;;;;;;;;;;x
MEX_2170;모렐리아;Morelia;Morelia;;;;;;;;;;;x
MEX_2162;멕시코;M?ico;Mexiko;;;;;;;;;;;x
MEX_2183;유카탄;Yucat?;Yucat?;;;;;;;;;;;x
CLM_2251;안티오키아;Antioqu?;Antioqu?;;;;;;;;;;;x
CLM_2247;쿠디나마르카;Cundinamarca;Cundinamarca;;;;;;;;;;;x
CLM_2262;과비아레;Guaviare;Guaviare;;;;;;;;;;;x
CLM_2256;바예델카우카;Valle del Cauca;Valle del Cauca;;;;;;;;;;;x
BRZ_2401;아마조나스;Amazone;Amazonas;;;;;;;;;;;x
VNZ_2234;술리아;Zulia;Zulia;;;;;;;;;;;x
VNZ_2265;미란다;Miranda;Miranda;;;;;;;;;;;x
VNZ_2278;볼리바르;Bol?ar;Bol?ar;;;;;;;;;;;x
ENG_1979;기아나;Guayana;Guayana;Guayana;;;;;;;;;;;x
PEU_2289;파스타사;Pastaza;Pastaza;;;;;;;;;;;x
BRZ_2408;파라;Par?Par?;;;;;;;;;;x
BRZ_2410;마라냥;Maranh?;Maranh?;;;;;;;;;;;x
BRZ_2427;히우그란지두노르치;Rio Grande do Norte;Rio Grande do Norte;;;;;;;;;;;x
BRZ_2428;페르남부쿠;Pernambouc;Pernambuco;;;;;;;;;;;x
BRZ_2439;바이아;Bahia;Bahia;;;;;;;;;;;x
BRZ_2416;마투그로수;Mato Grosso;Mato Grosso;;;;;;;;;;;x
BRZ_2246;미나스제라이스;Minas Gerais;Minas Gerais;;;;;;;;;;;x
BRZ_2447;히우지자네이루;Rio de Janeiro;Rio de Janeiro;;;;;;;;;;;x
BRZ_2306;상파울루;S? Paulo;S? Paulo;;;;;;;;;;;x
BRZ_2462;파라나;Paran?Paran?;;;;;;;;;;x
BRZ_2467;히우그란지두술;Rio Grande do Sul;Rio Grande do Sul;;;;;;;;;;;x
PEU_2291;카하마르카;Cajamarca;Cajamarca;;;;;;;;;;;x
PEU_2300;리마;Lima;Lima;;;;;;;;;;;x
PEU_2297;이카;Ica;Ica;;;;;;;;;;;x
PEU_2303;아레키파;Arequipa;Arequipa;;;;;;;;;;;x
PRG_2338;알토파라과이;Alto Paraguay;Alto Paraguay;;;;;;;;;;;x
PRG_2343;바호파라과이;Bajo Paraguay;Bajo Paraguay;;;;;;;;;;;x
BOL_2321;라파스;La Paz;La Paz;;;;;;;;;;;x
BOL_2317;산타크루스;Santa Cruz;Santa Cruz;;;;;;;;;;;x
BOL_2305;포토시;Potosi;Potos?;;;;;;;;;;x
CHL_2332;아라우카니아;Araucania;Araucania;;;;;;;;;;;x
CHL_2322;산티아고;Santiago;Santiago;;;;;;;;;;;x
CHL_2327;로스리오스;Los R?s;Los R?s;;;;;;;;;;;x
ARG_2368;후후이;Jujuy;Jujuy;;;;;;;;;;;x
ARG_2387;투쿠만;Tucum?;Tucum?;;;;;;;;;;;x
ARG_2393;리오네그로;Rio Negro;R? Negro;;;;;;;;;;;x
ARG_2377;차코;Chaco;Chaco;;;;;;;;;;;x
ARG_2384;라팜파;Pampa;La Pampa;;;;;;;;;;;x
ARG_2357;코리엔테스;Corrientes;Corrientes;;;;;;;;;;;x
ARG_2363;산타페;Santa Fe;Santa Fe;;;;;;;;;;;x
ARG_2355;부에노스아이레스;Buenos Aires;Buenos Aires;;;;;;;;;;;x
