Key;English;;;;;;;;;;;;;
turn_canada_french_title;프랑스계 캐나다인;;;;;;;;;;;;;
turn_canada_french_desc;캐나다를 지배하에 두면서 프랑스계 캐나다인을 다시 $COUNTRY$의 일부로 귀속했습니다. 캐나다에서 영국의 영향력을 일소하려면 프랑스계 캐나다인을 캐나다의 요직에 앉혀야 합니다.;;;;;;;;;;;;;
start_propaganda_title;선전운동 시작;;;;;;;;;;;;;
start_propaganda_desc;"누군가를 설득하고자 하는 사람은 자신이 믿는 바를 논쟁이 아닌 말로서 표현해야 한다. 소리의 힘은 감각의 힘보다 항상 더 컸다."\n$COUNTRY$ 정부 고관들이 $CAPITAL$에서의 회동 끝에 정부의 노력에 대한 대중의 지지를 높일 선전활동을 제안했습니다. 이를 통해 전쟁에 대한 노력을 신장하거나 정부를 더 견고하게 만들 수 있습니다. 하지만 실패나 역효과의 가능성도 있으므로 결과가 확실하지는 않습니다. 물론 언론이 국가의 통제를 받지 않는다면...;;;;;;;;;;;;;
call_allies_cleanup_title;참전 요청 초기화;;;;;;;;;;;;;
call_allies_cleanup_desc;해당 결정은 평시가 되면 표식을 제거합니다. 예전에는 사건 형식이었습니다.;;;;;;;;;;;;;
dissolve_the_upper_house_title;상원 해산;;;;;;;;;;;;;
dissolve_the_upper_house_desc;$COUNTRY$의 최고집행권은 $CAPITAL$에 기거하는 $COUNTRY$ 군주의 계산에서 나옵니다. 전제주의 정부에서는 전제군주가 국가의 모든 문제에 대해 최종적인 권위자이지만, 그 정부를 지탱하는 기둥은 관료와 군대입니다. 관료 역할을 자주 도맡는 지주 귀족은 정부의 권력(즉 군주가 임명하는 직위)를 원하며, 군주에게 이를 위임받습니다. 따라서 귀족은 총독, 추밀고문관, 고관대작, 장관, 판사 등 $COUNTRY$의 정상적인 기능에 필수적인 직위를 맡으며 군주의 결단에 대한 집행자이기도 한 것입니다. 국가의 정상적인 기능을 위해 존재하는 여러 정부기관에는 $COUNTRY$의 장관위원회, 행정원로원, 국무원 등이 있으며, 이들 모두 귀족들이 대다수를 차지합니다. 이들은 법률 초안과 적용, 외정 및 내정 관리, 전쟁 계획 및 군사 관리, $COUNTRY$ 군주에 대한 조언, 심판, 행정 재판을 다룹니다. 군주는 이 모든 문제에 있어서 여전히 최종결정권을 가질 수 있거나 이미 가졌으며, 왕실만의 특권으로 현직에 앉아 있는 귀족들을 새로운 귀족들로 갈아치울 수 있습니다. 효과적으로 상원을 해산하고 새로운 장관을 임명하는 조치를 취한다면, 군주께서는 적어도 당분간은 원한다면 뭐든 할 용의가 있는 아첨꾼과 쩨쩨한 귀족들로 주위를 채울 수 있습니다. 그러나 군주와 관료들, 군주와 귀족들 사이에 존재하던 무언의 합의가 깨진다면 정부의 내부분열을 국제사회에 노출하는 것과 다를 바가 없을 터이며, 이외에도 귀족들을 분노케 하며 정부체계 전체에 혼란을 불러올 수 있습니다.;;;;;;;;;;;;;
intern_african_diaspora_cultures_title;아프리카계 이주민 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_african_diaspora_cultures_desc;이번 조치의 첫 주요 목표는 아프리카계 이주민 문화권(아프리카계 미국, 아프리카계 카리브, 아프리카계 라틴아메리카, 아프리카계 브라질, 아프리카계 앤틸리스, 크리올)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 아프리카계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 아프리카 관리들의 아프리카 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_central_african_title;중앙아프리카 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_central_african_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 중앙아프리카 문화권(바콩고, 바귀르미, 팡, 카누리, 바쿠바, 루바, 룬다, 렌두, 킹와나, 초크웨, 카발코-킴분두, 몽고, 사라-바귀르미, 투부, 우방기, 북서반투, 중앙반투)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 아프리카계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 아프리카 관리들의 아프리카 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_east_african_title;동아프리카 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_east_african_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 동아프리카 문화권(암하라, 아파르, 아잔데, 바간다, 베자, 딩카, 푸르, 하라리, 케피초, 키쿠유, 루오, 칼렌진-마사이, 누에르, 누바, 오로모, 반야완다, 소말리, 수쿠마, 스와힐리, 티그레이, 운얌웨지, 킬롬베로, 북동반투, 쿠트, 나일제)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 아프리카계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 아프리카 관리들의 아프리카 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_southern_african_title;남아프리카 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_southern_african_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 남아프리카 문화권(체와, 니아사, 헤레로, 코이산, 마쿠아, 말라가시, 응구니 남반투, 오빔분두, 세나, 쇼나, 통가, 야오-마콘데, 코사, 줄루)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 아프리카계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 아프리카 관리들의 아프리카 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
interning_finnougric_people_title;핀우그리아 문화권 격리수용 제3조;;;;;;;;;;;;;
interning_finnougric_people_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 핀우그리아 문화권(핀란드, 사미, 우그리아)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 핀우그리아계 주민을 억류해야 합니다. 그리고 핀우그리아인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 핀우그리아 관리들의 핀우그리아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_west_african_title;서아프리카 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_west_african_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 서아프리카 문화권(아칸, 밤바라, 디울라, 에도, 에웨, 폰, 풀베, 하우사, 이조, 이보, 크루, 만데, 니그리토, 모시, 푸르, 세누포, 송가이, 반투, 투아레그, 우오로프, 요루바, 크와)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 아프리카계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 아프리카 관리들의 아프리카 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_pan_albanian_title;알바니아 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_pan_albanian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 알바니아 문화권(알바니아)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 알바니아계 주민을 억류해야 합니다. 그리고 알바니아인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 알바니아 관리들의 알바니아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 1점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_arab_title;아랍 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_arab_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 아랍 문화권(마그레브, 이집트, 마쉬르키, 베두인, 베르베르, 무어, 수단)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 아랍계 주민을 억류해야 합니다. 그리고 아랍인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 아라비아 관리들의 아라비아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_central_asian_title;중앙아시아 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_central_asian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 중앙아시아 문화권(몽골, 시베리아, 야쿠트, 티베트, 네팔)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 중앙아시아계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 중앙아시아 관리들의 중앙아시아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 2점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_east_asian_title;동아시아 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_east_asian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 동아시아 문화권(만주, 화북, 화남, 객가, 묘, 민, 장, 이, 월)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 동아시아계 주민을 억류해야 합니다. 그리고 동아시아인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 동아시아 관리들의 동아시아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 8점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_far_east_asian_title;극동아시아 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_far_east_asian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 극동아시아 문화권(일본, 조선, 아이누)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 극동아시아계 주민을 억류해야 합니다. 그리고 아프리카인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 극동아시아 관리들의 극동아시아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 6점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_south_asian_title;인도 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_south_asian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 인도 문화권(아삼, 비하르, 마니푸르, 오리야, 신할라, 아바드히, 카나우지, 카슈미르, 구자라트, 마라트, 라지푸트, 칸나다, 말라얄람, 타밀, 텔레구)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 인도계 주민을 억류해야 합니다. 그리고 인도인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 인도 관리들의 인도 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 8점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_southeast_asian_title;동남아시아 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_southeast_asian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 동남아시아 문화권(베트남, 크메르, 말레이, 자바, 필리핀, 말루쿠, 타이, 라오, 샨, 버마, 카친, 카렌)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 동남아시아계 주민을 억류해야 합니다. 그리고 동남아시아인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 동남아시아 관리들의 동남아시아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 3점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_baltic_title;발트 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_baltic_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 발트 문화권(리투아니아, 라트비아, 에스토니아)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 발트계 주민을 억류해야 합니다. 그리고 발트인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 발트 관리들의 발트 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 2점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_beneluxian_title;저지대 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_beneluxian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 저지대 문화권(네덜란드, 플란데런, 왈롱)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 저지대계 주민을 억류해야 합니다. 그리고 저지대인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 저지대 관리들의 저지대 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 2점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_british_title;영국 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_british_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 영국 문화권(영국, 스코틀랜드, 아일랜드)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 영국계 주민을 억류해야 합니다. 그리고 영국인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 영국 관리들의 브리튼 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 4점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_caucasian_title;카프카스 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_caucasian_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 카프카스 문화권(다게스탄, 체첸, 체르케스)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 카프카스계 주민을 억류해야 합니다. 그리고 카프카스인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 카프카스 관리들의 카프카스 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 2점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_czecho_slovak_culture_group_title;체코슬로바키아 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_czecho_slovak_culture_group_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 체코슬로바키아 문화권(체코, 슬로바키아)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 체코슬로바키아계 주민을 억류해야 합니다. 그리고 체코슬로바키아인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 체코슬로바키아 관리들의 체코슬로바키아 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 2점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_french_title;프랑스 문화권 격리수용 제3조;;;;;;;;;;;;;
intern_french_desc;[SUB_A7]W"이번 조치의 첫 주요 목표는 프랑스 문화권(프랑스, 브르타뉴, 옥시타니아, 피카르디)에 대한 타집단과의 엄격한 분리여야 합니다. 격리수용 조치를 실행하려면 우선 등록명령과 유사한 적절한 조치를 도입해 프랑스계 주민을 억류해야 합니다. 그리고 프랑스인의 자유권을 모두 철회하고, 수용소에 성별에 따라 분리수용해야 합니다. 이 수용소들은 프랑스 관리들의 프랑스 자치정부의 감독 하에 놓일 것이지만, 외부세계에 대한 수용소 경계 임무는 경찰의 의무가 될 것입니다."\n\n\n[SUB_A7]Y'둔화'에 4점을 추가합니다. 4점부터는 2점마다 속도가 20퍼센트씩 떨어집니다.[SUB_A7]W;;;;;;;;;;;;;
intern_germanic_title;독일 문화권 격리수용 제3조;;;;;;;;;;;;;
