BUDGET_INTEREST_DESC;;;;;;;;;;;;;
BUDGET_CLOSE_WINDOW;예산 창 닫기;;;;;;;;;;;;;
BUDGET_TOTAL_EXPENSE;총지출: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_SLIDER_ADMINISTRATION;행정비: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_EXPENSE_SLIDER_EDUCATION;교육비: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_SLIDER_SOCIAL_SPENDING;사회보장비: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_SLIDER_MILITARY_SPENDING;군비: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_INTEREST;이자: 쬨$VAL$쬦� ;;;;;;;;;;;;;
REMOVE_BUDGET_IMPORTS;수입: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_SUPPLYCOSTS;보급비: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_TAX;쬨$VAL$쬦;;;;;;;;;;;;;
BUDGET_BASE_TAX;기본 세금 효율: 쬨$VAL$쬦%;;;;;;;;;;;;;
BUDGET_TECH_TAX;기술: 쬨$VAL$쬦%;;;;;;;;;;;;;
BUDGET_STRATA_NEED;쬨$VAL$쬦%가 $TYPE$을(를) 충족하고 있습니다.;;;;;;;;;;;;;
BUDGET_STRATA_NO_NEED;쬨$VAL$쬦%가 욕구를 충족하지 못하고 있습니다.;;;;;;;;;;;;;
BUDGET_TOTAL_INCOME;총수입: 쬨$VAL$쬦� ;;;;;;;;;;;;;
TAXES_POOR;하류층 세금: 쬨$VAL$쬦� ;;;;;;;;;;;;;
TAXES_MIDDLE;중류층 세금: 쬨$VAL$쬦� ;;;;;;;;;;;;;
TAXES_RICH;상류층 세금: 쬨$VAL$쬦� ;;;;;;;;;;;;;
TARIFFS_INCOME;관세: 쬨$VAL$쬦� ;;;;;;;;;;;;;
REMOVE_BUDGET_EXPORTS;수출: 쬨$VAL$쬦;;;;;;;;;;;;;
BUDGET_GOLD;귀금속: 쬨$VAL$쬦� ;;;;;;;;;;;;;
BUDGET_ADMIN_EFFICIENCY;행정 효율: 쬨$PERC$%쬦;;;;;;;;;;;;;
BUDGET_ADMIN_EFFICIENCY_DESC;쬨관료쬦 비율: 쬨$PERC$%쬦\n행정 효율을 최대화하려면 쬨$MAX$%쬦보다 높아야 합니다.\n;;;;;;;;;;;;;
ADM_EXPLAIN_DESC;해당 필요 비율은 다음에 근거합니다.\n;;;;;;;;;;;;;
SHADOWY_INVESTOR;개인 투자자;;;;;;;;;;;;;
GUNBOAT_ALERT;$COUNTRY$이(가) 함대에서 무력시위를 통해 $VALUE$� 에 이르는 차관의 상환을 요구합니다.;;;;;;;;;;;;;
BUDGET_COUNTRY;국가;;;;;;;;;;;;;
BUDGET_AMOUNT;액수;;;;;;;;;;;;;
BUDGET_LOANS_TAKEN;도입한 차관;;;;;;;;;;;;;
BUDGET_LOANS_GIVEN;제공한 차관;;;;;;;;;;;;;
DIPLOMATIC_BALANCE_DESC;외교 잔고;;;;;;;;;;;;;
BUDGET_LOAN_CANT_REPAY;자금이 부족해 차관을 상환할 수 없습니다.;;;;;;;;;;;;;
BUDGET_CANT_LOAN;자금이 부족해 차관을 도입할 수 없습니다.;;;;;;;;;;;;;
#;;;;;;;;;;;;;
WORLD_YEAR;$YEAR$년의 세계;;;;;;;;;;;;;
FE_PLAYABLE_COUNTRIES;선택 가능한 국가;;;;;;;;;;;;;
FE_COUNTRY;국가;;;;;;;;;;;;;
FE_WARS;교전국;;;;;;;;;;;;;
FE_POP;인구;;;;;;;;;;;;;
FE_IDEOLOGY;이념;;;;;;;;;;;;;
FE_INDUSTRY;산업:;;;;;;;;;;;;;
FE_PRESTIGE;위신:;;;;;;;;;;;;;
FE_RANK;순위;;;;;;;;;;;;;
FE_SCORE;점수;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
# Savegame transfers;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
SAVE_PROG;$VALUE$% 저장;;;;;;;;;;;;;
TRANSERING_SAVE;저장한 게임 시작 중...;;;;;;;;;;;;;
LOADING_LOCAL_SAVE;저장한 게임의 복사본을 불러오는 중...;;;;;;;x
PLR_DISC;쬨$NAME$쬦이(가) 게임을 떠났습니다.;;;;;;;;;;;;;
PLR_CONNECT;쬨$NAME$쬦이(가) 게임에 참가했습니다.;;;;;;;;;;;;;
REVERT_SAVE_CAL;기본 데이터베이스로 돌아옵니다.;;;;;;;;;;;;;
SAVE_TRANSFER_DONE;저장한 게임을 변환했습니다.;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
# Loading texts;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
LOADING_MAP_SPRITES;Loading Map-Sprites...;;;;;;;;;;;;;
LOADING_GUI_DEF;Loading GUI Definitions...;;;;;;;;;;;;;
LOADING_DATABASES;Loading Databases...;;;;;;;;;;;;;
LOADING_DATABASES2;Loading Databases II...;;;;;;;;;;;;;
INIT_MAP_LOGIC;Initialising Maplogic...;;;;;;;;;;;;;
CREATING_CHKSUM;Creating Checksum...;;;;;;;;;;;;;
LOADING_HISTORY;Loading History Files...;;;;;;;;;;;;;
LOADING_SOUNDS;Loading Sounds...;;;;;;;;;;;;;
PROC_FLAGS;Processing Flags...;;;;;;;;;;;;;
LOAD_FLAGS;Loading Flags...;;;;;;;;;;;;;
LOAD_GFX;Loading Graphics...;;;;;;;;;;;;;
CREATING_THE_WORLD;Creating the World...;;;;;;;;;;;;;
CREATING_TREES;Creating Trees...;;;;;;;;;;;;;
CREATING_BORDERS;Creating Borders...;;;;;;;;;;;;;
CREATING_RIVERS;Creating Rivers...;;;;;;;;;;;;;
MAP_PROPERLY_INIT;Map Properly Initialised...;;;;;;;;;;;;;
CREATING_PROVINCE;Creating Province ;;;;;;;;;;;;;
CREATING_TEXTS;Creating Texts....;;;;;;;;;;;;;
LOAD_EVENTS;Loading Events...;;;;;;;;;;;;;
ADAPTING_HISTORY;Adapting History...;;;;;;;;;;;;;
CALC_PATHS;Calculating paths...\nThis may take several minutes.;;;;;;;;;;;;;
FE_TOGGLE;빠른 시작;;;;;;;;;;;;;
FE_TOGGLE_NORMAL;사용자 지정 시작;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
# Settings ;;;;;;;;;;;;;
FE_SETTING_DIPLOMACY;외교;;;;;;;;;;;;;
FE_SETTING_PRODUCTION;생산;;;;;;;;;;;;;
FE_SETTING_POLITICS;정치;;;;;;;;;;;;;
FE_SETTING_INTEL;정보;;;;;;;;;;;;;
FE_SETTING_TECHNOLOGY;기술;;;;;;;;;;;;;
FE_SETTING_UNITINTERFACE;군사;;;;;;;;;;;x
DIFF_VERY_EASY;매우 쉬움;;;;;;;;;;;;;
DIFF_EASY;쉬움;;;;;;;;;;;;;
DIFF_NORMAL;보통;;;;;;;;;;;;;
DIFF_HARD;어려움;;;;;;;;;;;;;
DIFF_VERY_HARD;매우 어려움;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
# Misc ;;;;;;;;;;;;;
CORE_PAUSED;일시정지;;;;;;;;;;;;;
SM_SETTINGS;설정;;;;;;;;;;;;;
SM_GAME;게임;;;;;;;;;;;;;
SM_VIDEO;화면;;;;;;;;x
SM_AUDIO;음향;;;;;;;;;;;;;
SM_CONTROLS;조작;;;;;;;;;;;;;
SM_MASTER_VOLUME;마스터 음량;;;;;;;;;;;;;
SM_EFFECT_VOLUME;이펙트 음량;;;;;;;;;;;;;
SM_MUSIC_VOLUME;음악 볼륨;;;;;;;;;;;;;
SM_SCROLL_SPEED;이동 속도;;;;;;;;;;;;;
SM_ZOOM_SPEED;확대 속도;;;;;;;;;;;;;
SM_MOUSE_SPEED;마우스 속도;;;;;;;;;;;;;
SM_RESOLUTION;해상도;;;;;;;;;;;;;
SM_REFRESH_RATE;모니터 재생률;;;;;;;;;;;;;
SM_GAMMA;밝기;;;;;;;;;;;;;
SM_SHADOWS;그림자;;;;;;;;;;;;;
SM_TREES;나무;;;;;;;;;;;;;
SM_DIFFICULTY;난이도;;;;;;;;;;;;;
SM_AUTOSAVE_INTERVAL;자동저장;;;;;;;;;;;;;
SM_APPLY;적용;;;;;;;;;;;;;
SM_BACK;뒤로;;;;;;;;;;;;;
SM_ALERT;경고;;;;;;;;;;;;;
SM_RESTART;변경 사항을 확인하려면 게임을 재시작해야 합니다.;;;;;;;;;;;;;
SM_WP;설정 파일을 기록하는 도중 오류가 발생했습니다. 파일을 기록할 수 없게 보호하고 있는지 확인한 후 다시 시도해야 합니다.;;;;;;;;;;;;;
FE_HOST;진행;;;;;;;;;;;;;
FE_JOIN_LAN_GAME;근거리 통신망 게임 참가;;;;;;;;;;;;;
FE_JOIN_INTERNET_GAME;인터넷 게임 참가;;;;;;;;;;;;;
FE_SCAN;탐색;;;;;;;;;;;;;
FE_METASERVER;메타서버;;;;;;;;;;;;;
FE_BACK;뒤로;;;;;;;;;;;;;
FE_PLAYER;플레이어;;;;;;;;;;;;;
FE_PLAYER_NAME;플레이어 이름:;;;;;;;;;;;;;
FE_SINGLE_PLAYER;1인모드;;;;;;;;;;;;;
FE_MULTI_PLAYER;다인모드;;;;;;;;;;;;;
FE_OPTIONS;설정;;;;;;;;;;;;;
FE_CREDITS;제작진;;;;;;;;;;;;;
FE_EXIT;종료;;;;;;;;;;;;;
FE_NATION_TO_PLAY;진행할 국가를 선택합니다.;;;;;;;;;;;;;
FE_NEW_GAME;새로운 게임;;;;;;;;;;;;;
FE_SAVE_GAME;게임 저장;;;;;;;;;;;;;
FE_HISTORICAL_START;역사적 시작;;;;;;;;;;;;;
FE_SAVED_GAMES;저장한 게임;;;;;;;;;;;;;
FE_SELECT_NATION;지도에서 국가를 선택합니다.;;;;;;;;;;;;;
FE_NO_COUNTRY_SELECTED;선택한 국가 없음;;;;;;;;;;;;;
FE_MILITARY;군사:;;;;;;;;;;;;;
FE_ECONOMY;경제;;;;;;;;;;;;;
FE_DIPLOMACY;외교;;;;;;;;;;;;;
FE_DIFFICULTY;난이도:;;;;;;;;;;;;;
FE_AT_WAR;교전국;;;;;;;;;;;;;
FE_ALLIES;동맹국;;;;;;;;;;;;;
FE_LOAD;불러오기;;;;;;;;;;;;;
FE_BOOKEDMARKED;즐겨찾기:;;;;;;;;;;;;;
FE_STARTING_DATE;시작 날짜;;;;;;;;;;;;;
FE_BOOKMARK_TITLE;즐겨찾기 이름;;;;;;;;;;;;;
FE_BOOKMARK_DATE;즐겨찾기 날짜;;;;;;;;;;;;;
FE_LOCAL_GAMES;저장소 게임;;;;;;;;;;;;;
FE_MY_GAME;내 게임;;;;;;;;;;;;;
FE_CANCEL;취소;;;;;;;;;;;;;
PLAYER_LOST_TITLE;플레이어 접속 종료;;;;;;;;;;;;;
PLAYER_LOST_DESC;$playername$의 접속이 끊겼습니다.;;;;;;;;;;;;;
SERVER_LOST_TITLE;서버 끊김!;;;;;;;;;;;;;
REMOVE_SERVER_LOST_DESC;서버와의 접속이 끊겼으므로 게임을 종료합니다.;;;;;;;;;;;;;
OK;확인;;;;;;;;;;;;;
CANCEL;취소;;;;;;;;;;;;;
SAVE;저장;;;;;;;;;;;;;
QUIT;종료;;;;;;;;;;;;;
START;시작;;;;;;;;;;;;;
CONTINUE;계속;;;;;;;;;;;;;
CONNECTED;접속했습니다.;;;;;;;;;;;;;
NAME_TAKEN;이미 있는 이름입니다. 나가거나 다른 이름을 선택해야 합니다.;;;;;;;;;;;;;
CONNECTING;접속 중...;;;;;;;;;;;;;
BANNED;해당 게임에서 추방됐습니다.;;;;;;;;;;;;;
CONNECTION_FAILED;접속에 실패했습니다!;;;;;;;;;;;;;
GAME_NOT_FOUND;게임이 없습니다.;;;;;;;;;;;;;
WAITING_FOR_PLAYERS;플레이어 기다리는 중...;;;;;;;;;;;;;
ALL_PLAYERS_HERE; 플레이어 전체;;;;;;;;;;;;;
LOOKING_FOR_HOST;방장 검색 중...;;;;;;;;;;;;;
LOST_PLAYER;플레이어 접속 종료...;;;;;;;;;;;;;
SERVER_LOST;서버와의 연결이 끊겼습니다.;;;;;;;;;;;;;
JOIN_IP_TITLE;IP 주소 입력;;;;;;;;;;;;;
HOST_TITLE;게임명 입력;;;;;;;;;;;;;
HOST_BUTTON;주최;;;;;;;;;;;;;
JOIN_BUTTON;참가;;;;;;;;;;;;;
LOG_SETTING_LOG;기록을 표시합니다.;;;;;;;;;;;;;
LOG_SETTING_POPUP;팝업창을 엽니다.;;;;;;;;;;;;;
LOG_SETTING_MAP;지도 위에 표시합니다.;;;;;;;;;;;;;
LOG_SETTING_IDLE;가렸던 전보를 표시합니다.;;;;;;;;;;;;;
QUIT_TITLE;종료;;;;;;;;;;;;;
QUIT_DESC;게임을 종료하고 바탕화면으로 나갑니다.;;;;;;;;;;;;;
ZOOM_IN;확대;;;;;;;;;;;;;
ZOOM_OUT;축소;;;;;;;;;;;;;
RESIGN_TITLE;포기;;;;;;;;;;;;;
RESIGN_DESC;게임을 종료하고 메인화면으로 돌아갑니다.;;;;;;;;;;;;;
SCAN;탐색;;;;;;;;;;;;;
STOP_SCAN;탐색 중단;;;;;;;;;;;;;
TIP_KICK;플레이어 추방;;;;;;;;;;;;;
TIP_BAN;해당 기간 동안 플레이어의 참가를 영구히 금지합니다.;;;;;;;;;;;;;
PLAYER_KICKED;$NAME$이(가) 추방됐습니다.;;;;;;;;;;;;;
PLAYER_BANNED;$NAME$은(는) 금지됐습니다.;;;;;;;;;;;;;
YOUKICKED;방장에게 추방당했습니다!;;;;;;;;;;;;;
BAD_VERSION;방장이 다른 버전입니다!;;;;;;;;;;;;;
JOINED_CHANNEL;$CHAN$에 참가했습니다.;;;;;;;;;;;;;
USER_JOINED_CHANNEL;$NAME$이(가) 채널에 참여했습니다.;;;;;;;;;;;;;
USER_LEFT_CHANNEL;$NAME$이(가) 채널을 떠났습니다.;;;;;;;;;;;;;
METASERVER_GAME_INFO;창설자: $CREATOR$ \n 개설일: $DATE$;;;;;;;;;;;;;
MENU_BAR_SAVE_GAME;게임 저장;;;;;;;;;;;;;
MENU_BAR_GAME_OPTIONS;게임 설정;;;;;;;;;;;;;
MENU_BAR_GAME_RESIGN;포기;;;;;;;;;;;;;
MENU_BAR_MESSAGE_SETTINGS;전보 설정;;;;;;;;;;;;;
MENU_BAR_QUIT;종료;;;;;;;;;;;;;
MENU_BAR_CLOSE;취소;;;;;;;;;;;;;
MENU_BAR_SAVE;저장;;;;;;;;;;;;;
MENU_BAR_SAVE_GAME_FILENAME;저장한 게임 파일명;;;;;;;;;;;;;
CHAT_ALLIES;동맹국;;;;;;;;;;;;;
CHAT_FOES;적국;;;;;;;;;;;;;
CHAT_ALL;모두;;;;;;;;;;;;;
CHATMESSAGE_SETUP;내가 대화를 받았을 때;;;;;;;;;;;;;
CHATMESSAGE_HEADER;대화;;;;;;;;;;;;;
CHATMESSAGE_1;들어오는 통신,;;;;;;;;;;;;;
CHATMESSAGE_2;$TEXT$;;;;;;;;;;;;;
CHATMESSAGE_3;*;;;;;;;;;;;;;
CHATMESSAGE_4;*;;;;;;;;;;;;;
CHATMESSAGE_5;*;;;;;;;;;;;;;
CHATMESSAGE_6;*;;;;;;;;;;;;;
CHATMESSAGE_LOG;$TEXT$;;;;;;;;;;;;;
CHATMESSAGE_BTN1;확인;;;;;;;;;;;;;
CHATMESSAGE_BTN2;확인;;;;;;;;;;;;;
CHATMESSAGE_BTN3;참조;;;;;;;;;;;;;
CHATMESSAGE_MAP;*;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
######################################################################;;;;;;;;;;;;;
# Meta Server;;;;;;;;;;;;;
MS_USERNAME;유저명:;;;;;;;;;;;;;
MS_PASSWORD;비밀번호:;;;;;;;;;;;;;
MS_CREATE_GAME;게임 생성;;;;;;;;;;;;;
MS_NAME;이름:;;;;;;;;;;;;;
MS_USE_PASSWORD;비밀번호 사용;;;;;;;;;;;;;
MS_JOIN_GAME;게임 참가;;;;;;;;;;;;;
MS_PASSWD;비밀번호;;;;;;;;;;;;;
MS_ALERT;경고;;;;;;;;;;;;;
MS_CONNECTION_FAILED;연결 실패!;;;;;;;;;;;;;
MS_CHANNELS;채널;;;;;;;;;;;;;
MS_METASERVER_LOGIN;메타서버 로그인;;;;;;;;;;;;;
MS_JOINGAME;게임 참가;;;;;;;;;;;;;
MS_REFRESH;새로고침;;;;;;;;;;;;;
MS_START;시작;;;;;;;;;;;;;
MS_BACK;뒤로;;;;;;;;;;;;;
MS_JOIN;참가;;;;;;;;;;;;;
MS_JOIN_CHANNEL;채널 참가;;;;;;;;;;;;;
MS_LOGIN;로그인;;;;;;;;;;;;;
MS_CREATE;생성;;;;;;;;;;;;;
MS_GAMES;게임;;;;;;;;;;;;;
MS_INFORMATION;정보;;;;;;;;;;;;;
MS_CHAT;대화;;;;;;;;;;;;;
MS_CHANNEL_PLAYER;채널 이름/플레이어 목록;;;;;;;;;;;;;
MS_CONNECTION_LOST;연결이 끊겼습니다.;;;;;;;;;;;;;
PAUSE_RESUME;재개;;;;;;;;;;;;;
MESSAGECAT_COMBAT;전투 전보;;;;;;;;;;;;;
MESSAGECAT_DIPLOMACY;외교 전보;;;;;;;;;;;;;
MESSAGECAT_UNITS;부대 전보;;;;;;;;;;;;;
MESSAGECAT_PROVS;지역 전보;;;;;;;;;;;;;
MESSAGECAT_EVENTS;사건 전보;;;;;;;;;;;;;
MESSAGECAT_OTHERS;기타 전보;;;;;;;;;;;;;
MESSAGECAT_ALL;전체 전보;;;;;;;;;;;;;
MS_PASS;비밀번호:;;;;;;;;;;;;;
MS_NOT_CONNECTED;단절;;;;;;;;;;;;;
MS_CONNECTING;연결 중...;;;;;;;;;;;;;
MS_FAILED;연결 실패;;;;;;;;;;;;;
MS_CANCEL;취소;;;;;;;;;;;;;
MS_CONNECT;연결;;;;;;;;;;;;;
MS_EMPTY_USERNAME;유저명을 입력해야 합니다.;;;;;;;;;;;;;
MS_LOGGED_AS;로그인:;;;;;;;;;;;;;
MS_CREDITS;사용 가능한 크레딧;;;;;;;;;;;;;
MS_MY_ITEMS;내 아이템;;;;;;;;;;;;;
MS_CLOSE;닫기;;;;;;;;;;;;;
MS_PURCHASE_BONUS_CONTENT;추가 컨텐츠 구매;;;;;;;;;;;;;
MS_DOWNLOAD;내려받기;;;;;;;;;;;;;
MS_INSTALL;설치;;;;;;;;;;;;;
MS_BUY_ITEM;아이템 구매;;;;;;;;;;;;;
ME_ERROR;오류: ;;;;;;;;;;;;;
ME_STATUS_OK;정상 상태;;;;;;;;;;;;;
GGCOINS_ERR_NO_MEM;메모리 할당량 오류;;;;;;;;;;;;;
GGCOINS_ERR_NET;네트워크 오류;;;;;;;;;;;;;
GGCOINS_ERR_HANDSHAKE;연결 오류 - 방화벽 설정을 확인해주세요;;;;;;;;;;;;;
GGCOINS_ERR_INVALID_RESPONSE;유저명과 비밀번호의 조합이 잘못됐습니다.;;;;;;;;;;;;;
GGCOINS_ERR_NOT_SIGNED_IN;로그인하지 않음;;;;;;;;;;;;;
GGCOINS_ERR_NOT_FOUND;아이템 없음;;;;;;;;;;;;;
GGCOINS_ERR_PRICE_INCREASED;가격이 인상됐습니다. 목록을 갱신하세요.;;;;;;;;;;;;;
GGCOINS_ERR_OUT_OF_CREDITS;코인이 부족합니다.;;;;;;;;;;;;;
GGCOINS_ERR_DUPLICATE;이미 이 아이템을 갖고 있습니다.;;;;;;;;;;;;;
ME_PURCHASE_SUCCESSFUL;구매 성공!;;;;;;;;;;;;;
ME_BUY_ITEM;아이템 구매;;;;;;;;;;;;;
ME_BUY_ITEM_DESC;코인을 쬨$CREDITS$쬦 소모해 쬨$NAME$쬦을(를) 구매합니다. 취소할 수 없습니다.;;;;;;;;;;;;;
MS_AVAILABLE_ITEMS;사용 가능한 아이템;;;;;;;;;;;;;
MESSAGESETTINGS_ALL;전체;;;;;;;;;;;;;
MESSAGESETTINGS_COMBAT;전투;;;;;;;;;;;;;
MESSAGESETTINGS_DIPLOMACY;외교;;;;;;;;;;;;;
MESSAGESETTINGS_UNITS;부대;;;;;;;;;;;;;
MESSAGESETTINGS_PROVINCES;지역;;;;;;;;;;;;;
MESSAGESETTINGS_EVENTS;사건;;;;;;;;;;;;;
MESSAGESETTINGS_OTHER;기타;;;;;;;;;;;;;
ME_CLICK_BUY;파란 코인을 사용해 해당 아이콘을 구매합니다.;;;;;;;;;;;;;
ME_DOWNLOAD;보유한 아이템을 내려받습니다.;;;;;;;;;;;;;
ME_DOWNLOAD_ERROR;다운로드 오류!;;;;;;;;;;;;;
ME_INSTALL;보유한 아이템을 설치합니다. 제대로 작동시키려면 설치후 재시작해야 합니다.;;;;;;;;;;;;;
ME_BAD_VERSION;더 높은 버전의 코인입니다. $NUMBER$보다 최신의 버전이 필요합니다.;;;;;;;;;;;;;
ME_NO_FILE;파일이 없는 아이템입니다.;;;;;;;;;;;;;
ME_INSTALL_SUCCESS;설치 성공!;;;;;;;;;;;;;
ME_INSTALL_FAIL;설치 실패!;;;;;;;;;;;;;
MESSAGE_IS_PAUSE;전보를 팝업창에 $TRUTH$니다. 그리고 동시에 게임을 일시정지합니다.;;;;;;;;;;;;;
MICRO_ERROR_TITLE;오류!;;;;;;;;;;;;;
MICRO_ERROR_DESC;ggcoins.dll을 열지 못했습니다. 해당 파일을 새로 구하거나 게임을 재설치해야 합니다.;;;;;;;;;;;;;
VERY_EASY;매우 쉬움;;;;;;;;;;;;;
EASY;쉬움;;;;;;;;;;;;;
NORMAL;보통;;;;;;;x
HARD;어려움;;;;;;;x
VERY_HARD;매우 어려움;;;;;;;;;;;;;
NEVER;하지 않음;;;;;;;;;;;;;
MONTHLY;1개월;;;;;;;;;;;;;
