EVTDESC600054;러시아와 프로이센이 $COUNTRY$ 정부가 제안한 해결책에 동의했습니다. $COUNTRY$군은 3국의 동의하에 전열을 가다듬도 폴란드인 반란을 진압할 준비를 마쳤습니다.;;;;;;;;;;;;;
EVT600054OPTA;크라카우로! 황제를 위하여!;;;;;;;;;;;;;
EVT600054OPTB;다시 생각해보니, 지금 당장은 전쟁을 치를 여유가 없다.;;;;;;;;;;;;;
EVTNAME600055;크라쿠프의 운명;;;;;;;;;;;;;
EVTDESC600055;하나 이상의 강대국이 폴란드 반군에 대한 $COUNTRY$ 정부의 해결책에 동의하지 않습니다. 지금 행동에 나선다면 강대국들을 화나게 하겠지만, 행동에 나서지 않는다면 폴란드인을 더 대담하게 만들 수 있습니다.;;;;;;;;;;;;;
EVT600055OPTA;그들의 찬성 따윈 불필요하다. 크라카우로 전진!;;;;;;;;;;;;;
EVT600055OPTB;경과를 지켜보는 것이 현명할 것 같다.;;;;;;;;;;;;;
EVTNAME600056;폴란드인 국가;;;;;;;;;;;;;
EVTDESC600056;크라쿠프 혁명이 성공하자 폴란드인들이 도시를 폴란드 영토에서 $COUNTRY$의 활동을 방해하고 폴란드인 시민들에게 반란을 선동하는 근거지로 활용하고 있습니다. 외교단은 도시를 함락해야만 이 일이 끝날 것이라고 말합니다.;;;;;;;;;;;;;
EVT600056OPTA;저주하겠다!;;;;;;;;;;;;;
EVTNAME600057;적색당 승리;;;;;;;;;;;;;
EVTDESC600057;적색당 반군이 정부를 장악하고 오리베 대통령을 사임하게 했습니다. 한때 브라질로 망명한 프룩투오소 리베라는 귀국해 다음 선거까지 임시 대통령을 맡고 있습니다. 적색당 출신 전 대통령 마누엘 오리베는 부에노스 아이레스로 망명해야 했습니다. 리베라는 의회를 해산하고, 선거를 요구하고, 적색당에 우호적인 정치인들을 상원의원에 임명했으며, 그동안 적색당 군벌들은 무기를 내려놓고 적색당 정부를 도울 방도를 강구했습니다. 로사스의 몰락을 노리는 프랑스와 영국도 도움을 보내고 있습니다.;;;;;;;;;;;;;
EVTOPT600057A;프룩투오소 리베라 만세!;;;;;;;;;;;;;
EVTNAME600058;오리베 망명;;;;;;;;;;;;;
EVTDESC600058;마누엘 오리베 대통령은 적색당에게 축출당한 후 우루과이를 떠나 부에노스아이레스로 망명했습니다. 부에노스아이레스 주지사이자 아르헨티나 연방의 대통령인 후안 마누엘 데 로사스 대통령은 그를 헌법상의 대통령으로 추대하고 아르헨티나 연방군의 지휘권을 제안했습니다. 우루과이의 임시 대통령이자 적색당 총재인 리베라는 로사스와 아르헨티나 연방에 극도로 적대적인데, 이는 로사스와 연방주의자 아르헨티나인들이 이념적 차이로 인해 과거에 오리베를 지지했기 때문입니다. 리베라는 미래에 문제를 일으킬 수도 있는 아르헨티나인 망명자들을 다수 받아들이고 있습니다.;;;;;;;;;;;;;
EVTOPT600058A;아르헨티나는 결코 리베라를 대통령으로 인정하지 않겠다.;;;;;;;;;;;;;
EVTOPT600058B;갈등을 감수하지 않는 것이 좋다.;;;;;;;;;;;;;
EVTNAME600059;적색당 부상;;;;;;;;;;;;;
EVTDESC600059;1830년대 우루과이 정치계는 보수주의적인 국민당(또는 백색당)과 자유주의적인 적색당으로 갈라졌습니다. 적색당은 프룩투오소 리베라가 이끌었으며 수도 몬테비데오의 상업적 이익을 대변했습니다. 국민당은 마누엘 오리베가 이끌었으며 농촌의 농업적 이익을 대변하고 보호무역주의를 장려했습니다. 두 당파는 당원이 착용하는 완장의 색깔에서 그 별명을 따왔습니다. 처음에 적색당은 파란색 완장을 사용했지만, 햇빛에 바래자 빨간색으로 교체했다고 합니다.\n\n1830년 우루과이 헌법은 정당간의 정권 분배를 예상하지 못했고, 이로 인해 소수집단은 혁명에 의존해야만 했습니다.;;;;;;;;;;;;;
EVTOPT600059A;말썽꾼들이 많다.;;;;;;;;;;;;;
EVTNAME600060;오리베의 군대;;;;;;;;;;;;;
EVTDESC600060;$COUNTRY$ 군대가 무너진 틈을 탄 오리베가 시골을 장악할 기회를 얻었습니다. 이제 그들은 수도를 차지하기 위해 기동할 것입니다.;;;;;;;;;;;;;
EVTOPT600060A;우리에게 좋게 끝날 수가 없다.;;;;;;;;;;;;;
EVTNAME6000061;아르헨티나 단일국가주의자;;;;;;;;;;;;;
EVTDESC6000061;오랫동안 두 국가관이 아르헨티나를 나눴습니다. 단일국가주의자는 부에노스아이레스가 주도하는 단일국가(중앙집권적인 정부) 개념을 지지하는 사람들로 후안 라바예가 이끌었습니다. 그들은 독립적인 주끼리의 연방을 원하는 후안 마누엘 데 로사스가 이끄는 연방주의자에 반대했습니다. 정부에 동조하던 단일국가주의자들은 1831년 연방주의자들에게 패배한 뒤 망명길에 올랐습니다. 이른바 '법치의 회복자'로 불리는 로사스는 독재를 휘두르며 정말 오랫동안 아르헨티나 연방을 지배했습니다. 아르헨티나 연방은 여전히 우루과이 대통령을 주장하는 오리베를 숨겨주고 있으며, $COUNTRY$ 정부에 적대적입니다. 가장 믿음직한 군벌들은 전쟁을 준비해야 할 때이며, 이를 위해 단일국가론자 벗들을 이용함으로써 연방을 약화할 수 있다고 주장합니다.;;;;;;;;;;;;;
EVTOPT6000061A;코리엔테스 주지사에게 연락한다.;;;;;;;;;;;;;
EVTOPT600061B;다 잊는다. 로사스는 더는 우루과이에 간섭하지 않을 것이다.;;;;;;;;;;;;;
EVTNAME600062;아르헨티나 연방주의자;;;;;;;;;;;;;
EVTDESC600062;오랫동안 두 국가관이 아르헨티나를 나눴습니다. 단일국가주의자는 부에노스아이레스가 주도하는 단일국가(중앙집권적인 정부) 개념을 지지하는 사람들로 후안 라바예가 이끌었습니다. 그들은 독립적인 주끼리의 연방을 원하는 후안 마누엘 데 로사스가 이끄는 연방주의자에 반대했습니다. 정부에 동조하던 단일국가주의자들은 1831년 연방주의자들에게 패배한 뒤 망명길에 올랐습니다. 이른바 '법치의 회복자'로 불리는 로사스는 독재를 휘두르며 정말 오랫동안 아르헨티나 연방을 지배했습니다. 적색당을 물리친 우루과이 친구들은 폭군 로사스를 물리치고자 연방주의자들과 싸운다면 지원하겠노라 약속했습니다.;;;;;;;;;;;;;
EVTOPT600062A;전쟁 준비를 끝냈다고 전한다.;;;;;;;;;;;;;
EVTNAME600063;커다란 전쟁;;;;;;;;;;;;;
EVTDESC600063;헤나로 베론 데 아스트라다 코리엔테스 주지사가 로사스와의 투쟁에 대한 지원을 약속했습니다. 폭군의 세상을 해방할 순간이 왔습니다. 지금 물러난다면 정부가 약하게 보일지도 모릅니다. 로사스와 오랫동안 관계를 맺어온 프랑스와 영국 또한 분명 이 투쟁을 도울 것입니다.;;;;;;;;;;;;;
EVTOPT600063A;군대를 동원한다. 로사스는 몰락하리다.;;;;;;;;;;;;;
EVTOPT600063B;위험한 움직임이다. 블랑코당과 로사스를 평화롭게 놔둔다.;;;;;;;;;;;;;
EVTOPT600063C;때를 기다려라..;;;;;;;;;;;;;
EVTNAME600064;리베라 패퇴;;;;;;;;;;;;;
EVTDESC600064;우루과이 대통령이 로사스와의 전쟁에서 후퇴했으나, 로사스는 그 계획을 알고 있습니다. 이는 이전의 소모적 충돌과 결합해 반드시 전쟁으로 이어질 것입니다.;;;;;;;;;;;;;
EVTOPT600064A;최후까지 싸워라!;;;;;;;;;;;;;
EVTOPT600064B;몸을 숙여야 할 때다.;;;;;;;;;;;;;
EVTNAME600065;우루과이의 침공;;;;;;;;;;;;;
EVTDESC600065;우루과이 대통령 리베라가 헤나로 베론 데 아스트라다 코리엔테스 주지사를 설득해 부에노스아이레스에 대항한 반란에 관해 지원과 반란 동참을 약속받았습니다. 우루과이는 전쟁을 준비하고 있으며, 로사스를 축출하고자 합니다.;;;;;;;;;;;;;
EVTOPT600065A;바보들!;;;;;;;;;;;;;
EVTNAME600066;이탈리아인 외인군단;;;;;;;;;;;;;
EVTDESC600066;주세페 가리발디는 아내와 함께 우루과이의 몬테비데오로 이사해 거주하고 있습니다. 폭정에 대한 대항을 선서한 투사인 그는 오리베와 로사스에 대항할 몬테비데오의 방위망을 마련하는 데 도움을 주었으며, 로사스의 폭정에 맞서 싸울 이탈리아인 외인군단을 이끌겠다고 제안했습니다. 그리고 전쟁을 위해 군인을 확충하도록 적색당이 짠 계획대로 우루과이 내 노예제의 폐지를 권했습니다.;;;;;;;;;;;;;
EVTOPT600066A;그와 휘하의 군인들이여, 환영한다.;;;;;;;;;;;;;
EVTOPT600066B;아무 도움도 필요없다.;;;;;;;;;;;;;
EVTNAME600067;몬테비데오 방위;;;;;;;;;;;;;
EVTDESC600067;가리발디의 이탈리아인 외인군단이 도시 전역에 걸쳐 수행하던 요새 및 바리케이드 공사를 마쳤습니다. 이 구조물들은 분명 전쟁에서 도움을 줄 것입니다.;;;;;;;;;;;;;
EVTOPT600067A;대단하군!;;;;;;;;;;;;;
EVTNAME600068;가리발디의 점령지 반환;;;;;;;;;;;;;
EVTDESC600068;이탈리아인 외인군단이 적을 물리치고 차지한 점령지를 우리에게 돌려줬습니다.;;;;;;;;;;;;;
EVTOPT600068A;훌륭해!;;;;;;;;;;;;;
EVTNAME600069;국민당 몰락;;;;;;;;;;;;;
EVTDESC600069;수년간의 투쟁 끝에 국민당은 힘을 잃었습니다. 한 때 내전으로 찢겼던 우리나라는 다시 단결하기 시작했고 혁명의 불길은 사그라들고 있습니다.;;;;;;;;;;;;;
EVTOPT600069A;결국...;;;;;;;;;;;;;
EVTNAME600070;브라질 개입;;;;;;;;;;;;;
EVTDESC600070;아르헨티나, 국민당과의 전쟁에 이미 너무 많은 비용을 들였으며 국민은 대내외적으로 평화를 원합니다. 한편 브라질이 이 분쟁과 우리나라에 관심을 보이고 있습니다. 그리고 그들은 로사스, 오리베와의 투쟁에 많은 도움을 줄 것입니다. $COUNTRY$ 외교단은 브라질과의 회담을 시작했습니다. 브라질이 요구하는 조건은 우루과이강에서의 자유로운 항행 보장, 세금 및 무역 혜택, 히우그란지두술과의 국경에서의 영유권 철회, 브라질의 내정 간섭권 인정입니다.\n\n브라질의 도움은 분명 전세를 유리하게 바꿀 것이므로 국민당 정부를 위험에 빠뜨리는 것보다는 낫습니다.;;;;;;;;;;;;;
EVTOPT600070A;아무 문제 없을 것이라 확신한다. 도움을 요청한다.;;;;;;;;;;;;;
EVTOPT600070B;스스로도 해결할 수 있는 문제다.;;;;;;;;;;;;;
EVTNAME600071;우루과이의 원조 요청;;;;;;;;;;;;;
EVTDESC600071;오랫동안 우루과이는 혼란에 빠져 있습니다. 우루과이는 우리를 그다지 좋아하지 않는 국민당과 역시 우리를 그다지 좋아하지 않는 아르헨티나와 싸웁니다. 그러나 전황이 좋지 않자 그들은 도움을 요청해왔습니다. 우루과이는 도움의 대가로 우루과이강에서의 자유로운 항행 보장, 세금 및 무역 혜택, 히우그란지두술과의 국경에서의 영유권 철회, 브라질의 내정 간섭권 인정 등 여러 혜택을 제안합니다. 이는 분명 양국의 관계를 긴밀하게 할 것이며 브라질의 남아메리카 패권 장악 시발점 역할을 할 수 있습니다.;;;;;;;;;;;;;
EVTOPT600071A;조건을 받아들이겠다.;;;;;;;;;;;;;
EVTOPT600071B;당장을 도와줄 여력이 없다.;;;;;;;;;;;;;
EVTNAME600072;영향권;;;;;;;;;;;;;
EVTDESC600072;수년간 정권을 놓고 다툼을 벌인 적색당과 국민당이 그 혼란에 지쳐버렸습니다. $YEAR$년, 그들은 서로의 영향권을 규정하는 합의에 도달했습니다. 적색당은 몬테비데오와 연안 지역을, 국민당은 농촌과 내륙 지역을 농업단지로서 지배할 것입니다. 또 국민당에게는 몬테비데오에서의 지분을 상실한 점에 대한 보상 차원에서 목돈을 지급했습니다.;;;;;;;;;;;;;
EVTOPT600072A;마침내 약간의 평화가 찾아왔군.;;;;;;;;;;;;;
EVTOPT600072B;필요없다. 현재 정부만이 정권을 이어나갈 것이다.;;;;;;;;;;;;;
EVTNAME600073;영향권;;;;;;;;;;;;;
EVTDESC600073;국민당과 적색당이 마침내 정권을 공유하는 법을 배웠습니다. 이제 양당 간의 반란 및 침공이 크게 감소할 것입니다.;;;;;;;;;;;;;
EVTOPT600073A;이제 쉴 수 있다.;;;;;;;;;;;;;
EVTNAME700000;프란시아 서거;;;;;;;;;;;;;
EVTDESC700000;파라과이의 최고 독재자 호세 가스파르 로드리게스 데 프란시아는 암살에 대한 여러 예방조치를 취했습니다. 스스로 대통령궁의 문을 잠그거나, 독이 없는지 확인하기 위해 여동생이 만든 엽궐련을 풀은 후 피거나, 베개 밑에 권총을 넣고 잤습니다. 아무도 그의 반경 6피트 안에 들어오거나 지팡이를 지닐 수 없었습니다. 그리고 승마를 하러 외출할 때마다 암살자가 숨지 못하도록 길을 따라 심어져 있는 모든 덤불과 나무들을 뿌리째 뽑았습니다. 모든 가게의 묻을 닫도록 강요했고, 보행자들은 지나가는 그의 앞에 엎드려야 했습니다. 자신의 죽음을 감지한 후에는 자신에 관한 모든 서류를 파괴하는가 하면, 의료 원조를 거부했으며 급기야 지니고 있던 군도로 의사를 맹렬하게 공격하기까지 했습니다. 바로 그날, 프란시아는 마지막 숨을 내쉬고 세상을 떠났습니다. 그는 취임 당시보다 최소 두배가 넘는 돈(수년치에 해당하는 그의 미사용 급여 36500페소 포함)을 국고에 남겨놓았습니다. 그의 딸은 그의 사후 그가 사용한 가구를 모두 태웠습니다.;;;;;;;;;;;;;
EVTOPT700000A;한 시대가 저물었군.;;;;;;;;;;;;;
EVTNAME700001;카를로스 로페스 부상;;;;;;;;;;;;;
EVTDESC700001;프란시아의 조카 카를로스 안토니오 로페스 인스프란은 독재자인 삼촌과 적대했으며, 이로 인해 수년 동안 숨어지내야 했습니다. 그는 프란시아 사후 잠시 국정을 수행한 군사정권에서 총무를 맡았고, 프란시아 사망 이후 이어진 수년간의 혼란 끝에 마리아노 로케 알론소와 함께 대통령 직위에 해당하는 제1집정관에 취임했습니다.;;;;;;;;;;;;;
EVTOPT700001A;파라과이의 미래는 어떨까?;;;;;;;;;;;;;
EVTNAME700002;카를로스 로페스 정권 장악;;;;;;;;;;;;;
EVTDESC700002;카를로스 로페스 파라과이 제1집정관이 로케를 추방하고 독재권력을 장악했습니다. 의회는 로페스의 작품일 제1차 파라과이 헌법을 승인했습니다. 수개월 후 의회는 그의 직위를 집정관에서 대통령으로 바꾸고, 10년간 임기를 맡도록 했습니다. 헌법은 로페스의 독재권력을 합법적으로 승인했을 뿐만 아니라 민권 보장을 포함하지 않았습니다. '자유'라는 단어는 헌법 본문에서 언급조차 없었습니다.\n그의 정부는 물적 자원을 개발과 군사력 증강을 진로로 설정했습니다. 그의 첫 행동은 요새와 마을을 건설해 차코에 대한 파라과이의 지배력을 강화하는 것이었습니다.;;;;;;;;;;;;;
EVTOPT700002A;파라과이에 영광을!;;;;;;;;;;;;;
EVTOPT700002B;민주주의를 위해 싸우리라!;;;;;;;;;;;;;
EVTNAME700003;대외정책;;;;;;;;;;;;;
EVTDESC700003;로페스는 타국과의 빈번한 소모전을 초래한 극도로 공격적인 대외정책을 주도하고 있습니다. 1853년에는 미국과의 통상항해조약 비준을 거부하고 파라과이 거주 미국인의 재산을 몰수하기 시작했습니다. 영국과도 분쟁에 이르자 외국 군함이 접근하지 못하도록 파라과이 해역을 폐쇄했습니다. 오늘, 파라과이 군인들이 파라나강에 대한 과학 조사 임무를 수행하던 미국 선박을 향해 발포해 미국인 선원 1명이 사망했습니다.;;;;;;;;;;;;;
EVTOPT700003A;누가 양키에게 호통을 쳤나?;;;;;;;;;;;;;
EVTOPT700003B;공식 사과문을 발표한다.;;;;;;;;;;;;;
EVTNAME700004;파라과이 원정;;;;;;;;;;;;;
EVTDESC700004;수년 전 파라과이 군대는 파라나강에서 과학 탐사 임무를 수행하던 미국 함선 USS 워터위치함에게 포격을 가했습니다. 이러한 공격행위를 저지른 파라과이의 독재자 카를로스 로페스는 끝내 공식 사과문조차 발표하지 않았습니다. 이 모욕은 너무 오랫동안 풀리지 않았습니다. 마침내 미국 의회가 워터위치함 조타수 미국인의 죽음에 대한 보상을 요구하고자 파라과이에 해군 소함대 파견을 승인했습니다.;;;;;;;;;;;;;
EVTOPT700004A;포함외교를 보여줄 때다.;;;;;;;;;;;;;
EVTOPT700004B;신경 꺼라. 별 가치도 없는 일이다.;;;;;;;;;;;;;
EVTNAME700005;미국의 군사통행권 요청;;;;;;;;;;;;;
EVTDESC700005;미국이 파라나강에 정박한 자국 선박을 포격한 사건에 대해 보복 계획을 세우고 있는 가운데, 미국과 파라과이 간의 긴장이 임계점에 도달했습니다. 미국은 배상 추구를 위해 파라과이 영내로 진입하고자 $COUNTRY$ 정부에 군사통행권을 요청했습니다.;;;;;;;;;;;;;
EVTOPT700005A;양키는 우리 국토를 지나갈 수 있다.;;;;;;;;;;;;;
EVTOPT700005B;고래 싸움에 새우 등 터지기 싫다.;;;;;;;;;;;;;
EVTNAME700006;우루과이의 군사통행권 수락;;;;;;;;;;;;;
EVTDESC700006;우루과이 정부가 파라과이 원정을 위한 군사통행권을 수락했습니다.;;;;;;;;;;;;;
EVTOPT700006A;윌리엄 B. 슈브릭 사령관에게 연락하라. 원정을 시작한다.;;;;;;;;;;;;;
EVTOPT700006B;뒤로 미루는 게 좋다.;;;;;;;;;;;;;
EVTNAME700007;우루과이의 군사통행권 거부;;;;;;;;;;;;;
EVTDESC700007;우루과이 정부가 파라과이 원정을 위한 군사통행권을 거부했습니다.;;;;;;;;;;;;;
EVTOPT700007A;원정로는 많다.;;;;;;;;;;;;;
EVTOPT700007B;이 문제에서 손을 때는 게 낫다.;;;;;;;;;;;;;
EVTNAME700008;미국의 원정;;;;;;;;;;;;;
EVTDESC700008;미국이 자국 선박에 대한 공격에 관한 공식적인 사과를 받고자 원정대를 파견했습니다. 연안에 양키의 전함이 떴다거나 우루과이가 양키들에게 통행권을 보장했다는 소문들이 난무하고 있습니다. 소문들이 사실이라면, 어쩌면 정부를 뒤흔들 패배에 직면할 수도 있습니다.;;;;;;;;;;;;;
EVTOPT700008A;공식적으로 사과하고 배상금을 지불한다.;;;;;;;;;;;;;
EVTOPT700008B;절대 굴복하지 않겠다!;;;;;;;;;;;;;
EVTOPT700008C;때를 기다리자.;;;;;;;;;;;;;
EVTNAME700009;원정 종료;;;;;;;;;;;;;
EVTDESC700009;$COUNTRY$군이 파라과이 내에서의 사격 훈련과 군사 훈련을 위해 포함 수척을 파라나강으로 파견했습니다. 수개월 간의 포함외교와 무역시위에 굴복한 파라과이는 공식 사과문을 발표하기로 합의하고 선원의 죽음에 대한 배상금을 지불했습니다.;;;;;;;;;;;;;
EVTOPT700009A;정의를 수호했다.;;;;;;;;;;;;;
EVTOPT700009B;배상금을 이미 받았나? 좋아! 그럼 전쟁을 재개한다.;;;;;;;;;;;;;
EVTNAME700010;파라과이의 미시오네스 점령;;;;;;;;;;;;;
EVTDESC700010;파라과이 독재자가 대다수 주민이 과라니인이니 응당 파라과이의 지배를 받아야 한다고 주장하며 하룻밤 사이에 요새를 건설하고 미시오네스를 점령했습니다.;;;;;;;;;;;;;
EVTOPT700010A;상관없다. 어차피 파라과이는 아르헨티나의 일부니까.;;;;;;;;;;;;;
EVTNAME700011;프란시아의 지상낙원;;;;;;;;;;;;;
EVTDESC700011;호세 가스파르 로드리게스 데 프란시아는 파라과이의 변호사이자 독재자입니다. 원래 철학과 교수였던 그는 변호사로 일하던 중 아순시온 시의회에 들어가 그 우두머리로 올라섰습니다. 파라과이 공화국 선포 이후 남아메리카에서 중요한 정치 지도자로 우뚝 선 그는 결국 최고지도자를 거쳐 종신독재자를 선언했습니다.\n프랑스 혁명의 이상에서 영감을 받은 프란시아는 루소의 사회계약에 기초한 지상낙원 같은 국가를 창조하고자 했습니다. 비록 프란시아는 사람들의 평등을 위해 노력했지만, 어떠한 반대도 무자비하게 파괴하고 경찰국가를 만들어 자신이 선동꾼이라 생각하는 모든 사람들을 투옥했습니다.\n프란시아는 엄격하고 간소한 생활 방식에 따라 살았는데, 몇몇 책과 가구를 제외하면 그의 유일한 재산은 담배갑과 백랍으로 만든 과자 상자였습니다.;;;;;;;;;;;;;
EVTOPT700011A;그의 삶이 오래가기를!;;;;;;;;;;;;;
EVTNAME700012;뒤통수치기;;;;;;;;;;;;;
EVTDESC700012;미국이 배상금 지불과 사과문 발표에도 개의치 않고 전쟁을 선포하기로 결정했습니다. 그 결과 만국에서 미국의 명성은 추락했으나, 우리나라에는 어떤 결과를 초래할 것 같습니까?;;;;;;;;;;;;;
EVTOPT700012A;흉악한 놈들!;;;;;;;;;;;;;
EVTNAME500000;폴란드 기본법;;;;;;;;;;;;;
EVTDESC500000;폴란드 입헌왕국 기본법은 러시아령 폴란드에서 발생한 11월 봉기의 여파로 1815년 헌법을 대체한 법령입니다. 기본법은 1832년 3월 바르샤바에서 총독을 자처한 이반 페도로비치 파스케비치 원수가 선언했습니다. 니콜라이 1세 러시아 황제가 서명한 이 법은 폴란드 입헌왕국과 러시아 제국 사이의 동군연합을 폴란드에 대한 러시아의 '영구적인 병합'으로 대체했습니다. 러시아 당국은 입헌왕국의 의회를 폐지했으며, 군대는 러시아군에 흡수했습니다.\n[SUB_A7]R참고:폴란드 입헌왕국은 직접 조종하기에 너무 약소한 속령입니다. 폴란드인 봉기가 발생한다 해도 군인을 전혀 얻지 못할 것이므로 게임에서 패배할 것입니다.[SUB_A7]W;;;;;;;;;;;;;
EVTOPT500000A;폴란드인은 언제 자유로워질까?;;;;;;;;;;;;;
EVTNAME500001;$YEAR$년 폴란드인 봉기;;;;;;;;;;;;;
