BAD_liberal;자유민주당;;;;;;;;;;;;;
BAD_conservative;중앙당;;;;;;;;;;;;;
BAD_liberal_2;국민자유당;;;;;;;;;;;;;
BAD_liberal_3;자유사상가당;;;;;;;;;;;;;
BAD_socialist;독일노동자총연맹;;;;;;;;;;;;;
BAD_socialist_2;사회민주노동당;;;;;;;;;;;;;
BAD_socialist_3;사회노동당;;;;;;;;;;;;;
BAD_reactionary;국민당;;;;;;;;;;;;;
BAD_conservative_2;보수당;;;;;;;;;;;;;
BAD_conservative_3;기독노동당;;;;;;;;;;;;;
BAD_anarcho_liberal;급진노동당;;;;;;;;;;;;;
BAD_communist;공산노동당;;;;;;;;;;;;;
BAL_conservative;근왕주의 파벌;;;;;;;;;;;;;
BAL_liberal;자유주의 파벌;;;;;;;;;;;;;
BAL_reactionary;민족주의 파벌;;;;;;;;;;;;;
BAL_anarcho_liberal;급진주의 파벌;;;;;;;;;;;;;
BAL_socialist;사회주의 파벌;;;;;;;;;;;;;
BAL_communist;공산주의 파벌;;;;;;;;;;;;;
BAL_fascist;파쇼주의 파벌;;;;;;;;;;;;;
BAS_conservative;근왕주의 파벌;;;;;;;;;;;;;
BAS_liberal;자유주의 파벌;;;;;;;;;;;;;
BAS_reactionary;민족주의 파벌;;;;;;;;;;;;;
BAS_anarcho_liberal;급진주의 파벌;;;;;;;;;;;;;
BAS_socialist;사회주의 파벌;;;;;;;;;;;;;
BAS_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BAS_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BAY_liberal;자유민주당;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;x
BAY_conservative;중앙당;Zentrumspartei;Zentrumspartei;;;;;;;;;;;x
BAY_liberal_2;국민자유당;National;National;;;;;;;;;;;x
BAY_liberal_3;자유사상가당;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;x
BAY_socialist;독일노동자총연맹;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;x
BAY_socialist_2;사회민주노동당;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;x
BAY_socialist_3;사회노동당;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;x
BAY_reactionary;국민당;Nationale Partei;Nationale Partei;;;;;;;;;;;x
BAY_conservative_2;보수당;Konservative Partei;Konservative Partei;;;;;;;;;;;x
BAY_conservative_3;기독노동당;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;x
BAY_anarcho_liberal;급진노동당;Arbeiterpartei radical;Radikale Abeiterpartei;;;;;;;;;;;x
BAY_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BEL_liberal;자유당;Liberale Partij;Liberale Partij;;;;;;;;;;;x
BEL_conservative;기독당;Katholieke Partij;Katholieke Partij;;;;;;;;;;;x
BEL_socialist;벨기에 노동당;Belgische Werklieden Partij;Belgische Werklieden Partij;;;;;;;;;;;x
BEL_conservative_2;기독민주당;Christene Volkspartij;Christene Volkspartij;;;;;;;;;;;x
BEL_conservative_3;회합당;Meeting Partij;Meeting Partij;;;;;;;;;;;x
BEL_reactionary;국민당;Partij nationaliste;Nationalist Partij;;;;;;;;;;;x
BEL_anarcho_liberal;급진당;Partij radical;Radical Partij;;;;;;;;;;;x
BEL_communist;공산당;Partji communiste;Communist Partji;;;;;;;;;;;x
BEL_fascist;파쇼당;Partji fasciste;Fascist Partji;;;;;;;;;;;x
BER_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BER_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BER_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BER_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BER_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BER_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BER_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BHO_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BHO_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BHO_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BHO_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BHO_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BHO_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BHO_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BHU_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BHU_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BHU_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BHU_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BHU_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BHU_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BHU_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BIK_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BIK_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BIK_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BIK_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BIK_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BIK_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BIK_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BOH_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BOH_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BOH_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BOH_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BOH_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BOH_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BOH_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BOL_conservative;보수당;Partido conservateur;Partido Conservador;;;;;;;;;;;x
BOL_liberal;자유당;Partido lib?al;Partido Liberal;;;;;;;;;;;x
BOL_liberal_2;민중당;Partido populaire;Partido Populista;;;;;;;;;;;x
BOL_reactionary;국민당;Partido nationaliste;Partido Nationalist;;;;;;;;;;;x
BOL_anarcho_liberal;급진당;Partido Radical;Partido Radical;;;;;;;;;;;x
BOL_socialist;사회당;Partido socialiste;Partido Socialist;;;;;;;;;;;x
BOL_communist;공산당;Partido communiste;Partido Communist;;;;;;;;;;;x
BOL_fascist;파쇼당;Partido fasciste;Partido Fascist;;;;;;;;;;;x
BOS_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BOS_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BOS_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BOS_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BOS_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BOS_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BOS_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BRA_liberal;자유민주당;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;x
BRA_conservative;중앙당;Zentrumspartei;Zentrumspartei;;;;;;;;;;;x
BRA_liberal_2;국민자유당;National;National;;;;;;;;;;;x
BRA_liberal_3;자유사상가당;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;x
BRA_socialist;독일노동자총연맹;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;x
BRA_socialist_2;사회민주노동당;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;x
BRA_socialist_3;사회노동당;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;x
BRA_reactionary;국민당;Nationale Partei;Nationale Partei;;;;;;;;;;;x
BRA_conservative_2;보수당;Konservative Partei;Konservative Partei;;;;;;;;;;;x
BRA_conservative_3;기독노동당;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;x
BRA_anarcho_liberal;급진노동당;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;x
BRA_communist;공산노동당;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;x
BRA_fascist;국가사회주의 독일 노동자당;NSDP;NSDP;;;;;;;;;;;x
BRE_liberal;자유민주당;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;x
BRE_conservative;중앙당;Zentrumspartei;Zentrumspartei;;;;;;;;;;;x
BRE_liberal_2;국민자유당;National;National;;;;;;;;;;;x
BRE_liberal_3;자유사상가당;Freisinnige Partei;Freisinnige Partei;;;;;;;;;;;x
BRE_socialist;독일노동자총연맹;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;;;;;;;;;;x
BRE_socialist_2;사회민주노동당;Sozialdem. Arbeiterpartei ;Sozialdem. Arbeiterpartei ;;;;;;;;;;;x
BRE_socialist_3;사회노동당;Sozial. Arbeiterpartei ;Sozial. Arbeiterpartei ;;;;;;;;;;;x
BRE_reactionary;국민당;Nationale Partei;Nationale Partei;;;;;;;;;;;x
BRE_conservative_2;보수당;Konservative Partei;Konservative Partei;;;;;;;;;;;x
BRE_conservative_3;기독노동당;Christsoz. Arbeiterpartei;Christsoz. Arbeiterpartei;;;;;;;;;;;x
BRE_anarcho_liberal;급진노동당;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;x
BRE_communist;공산노동당;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;x
BRE_fascist;국가사회주의 독일 노동자당;NSDP;NSDP;;;;;;;;;;;x
BRU_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BRU_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BRU_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BRU_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BRU_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BRU_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BRU_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BRZ_liberal;자유당;Partido Liberal;Partido Liberal;;;;;;;;;;;x
BRZ_conservative;보수당;Partido Conservador;Partido Conservador;;;;;;;;;;;x
BRZ_reactionary;카라무루당;Partido Caramuru;Partido Caramuru;;;;;;;;;;;x
BRZ_conservative_2;파울리스타당;Partido Paulista;Partido Paulista;;;;;;;;;;;x
BRZ_liberal_2;카리오카당;Partido Carioca;Partido Carioca;;;;;;;;;;;x
BRZ_anarcho_liberal;급진당;Partido Radical;Partido Radical;;;;;;;;;;;x
BRZ_socialist;사회당;Partido socialiste;Partido Socialist;;;;;;;;;;;x
BRZ_communist;공산당;Partido communiste;Partido Communist;;;;;;;;;;;x
BRZ_fascist;파쇼당;Partido fasciste;Partido Fascist;;;;;;;;;;;x
BUK_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BUK_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BUK_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BUK_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BUK_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BUK_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BUK_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BUL_liberal;자유당;Lib?al;Liberal;;;;;;;;;;;x
BUL_conservative;보수당;Conservateur;Konservativ;;;;;;;;;;;x
BUL_socialist;사회당;Socialiste;Sozialistisch;;;;;;;;;;;x
BUL_reactionary;국민당;Nationaliste;Nationalistisch;;;;;;;;;;;x
BUL_anarcho_liberal;급진당;Radical;Radikal;;;;;;;;;;;x
BUL_communist;공산당;Communiste;Kommunistisch;;;;;;;;;;;x
BUL_fascist;파쇼당;Fasciste;Faschistisch;;;;;;;;;;;x
BUN_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BUN_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BUN_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BUN_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BUN_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BUN_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BUN_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
BUR_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
BUR_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
BUR_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
BUR_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
BUR_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
BUR_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
BUR_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
CAL_liberal;자유당;Libert?Liberty;;;;;;;;;;;x
CAL_anarcho_liberal;민주당;D?ocratique;Democratic;;;;;;;;;;;x
CAL_liberal_2;자유지역당;Sol libre;Free Soil;;;;;;;;;;;x
CAL_anarcho_liberal_2;민중당;Populiste;Populist;;;;;;;;;;;x
CAL_reactionary;곰 제국주의자 파벌;Imperialiste ursine;Ursine Imperialist;;;;;;;;;;;x
CAL_socialist;급진당;Radical;Radical;;;;;;;;;;;x
CAL_liberal_3;진보당;Progressiste;Progressive;;;;;;;;;;;x
CAL_communist;공산당;Communistes;Communist;;;;;;;;;;;x
CAL_fascist;파쇼당;Fasciste;Fascist;;;;;;;;;;;x
CAM_conservative;근왕주의 파벌;Faction royale;K?igsfraktion;;;;;;;;;;;x
CAM_liberal;자유주의 파벌;Faction ;;;;;;;;;;;;;
CAM_reactionary;민족주의 파벌;Faction nationaliste;;;;;;;;;;;;;
CAM_anarcho_liberal;급진주의 파벌;Faction radicale;;;;;;;;;;;;;
CAM_socialist;사회주의 파벌;Faction socialiste;;;;;;;;;;;;;
CAM_communist;공산주의 파벌;Faction communiste;;;;;;;;;;;;;
CAM_fascist;파쇼주의 파벌;Faction fasciste;;;;;;;;;;;;;
CAN_liberal;자유당;Parti lib?al;Liberale Partei;;;;;;;;;;;x
CAN_conservative;보수당;Parti conservateur;Conservative Party;;;;;;;;;;;x
CAN_reactionary;국민당;Parti nationaliste;Nationalist Party;;;;;;;;;;;x
CAN_anarcho_liberal;급진당;Parti radical;Radical Party;;;;;;;;;;;x
CAN_socialist;사회당;Parti socialiste;Socialist Party;;;;;;;;;;;x
CAN_communist;공산당;Parti communiste;Communist Party;;;;;;;;;;;x
CAN_fascist;파쇼당;Parti fasciste;Fascist Party;;;;;;;;;;;x
CAT_conservative;카탈루냐 부흥당;Renaixen? Catal;?Renaixen? Catal?;;;;;;;;;;x
CAT_liberal;카탈루냐 중앙당;Centre Catal?Centre Catal?;;;;;;;;;;x
CAT_anarcho_liberal;카탈루냐 연맹;Uni?Catalanista;Uni?Catalanista;;;;;;;;;;;x
CAT_conservative_2;카탈루냐 향토당;Regionalista Catalana;Regionalista Catalana;;;;;;;;;;;x
CAT_liberal_2;카탈루냐 연대;Solidaritat Catalana;Solidaritat Catalana;;;;;;;;;;;x
CAT_socialist;카탈루냐 사회당;Socialistes de Catalunya;Socialistes de Catalunya;;;;;;;;;;;x
CAT_liberal_3;카탈루냐 급진공화당;Partit Radical Republic?Partit Radical Republic?;;;;;;;;;;x
CAT_reactionary;카탈루냐 국민당;Nationaliste de Catalana;Nationalist de Catalana;;;;;;;;;;;x
CAT_communist;카탈루냐 공산당;Communiste de Catalana;Communist de Catalana;;;;;;;;;;;x
CAT_fascist;카탈루냐 파쇼당;Fasciste de Catalana;Fascist de Catalana;;;;;;;;;;;x
CHE_liberal;키투와 사회당;Soci??Keetoowah;Keetoowah Society;;;;;;;;;;;x
CHE_conservative;전통당;Parti traditionnel;Traditional Party;;;;;;;;;;;x
CHE_conservative_2;민족당;Parti national;National Party;;;;;;;;;;;x
CHE_socialist;사회당;Parti social;Social Party;;;;;;;;;;;x
CHE_reactionary;국민당;Parti nationaliste;Nationalist Party;;;;;;;;;;;x
CHE_anarcho_liberal;급진당;Parti radical;Radical Party;;;;;;;;;;;x
CHE_communist;공산당;Parti communiste ;Communist Party;;;;;;;;;;;x
CHE_fascist;파쇼당;Parti fasciste;Fascist Party;;;;;;;;;;;x
CHI_conservative;보황파;Faction imp?iale;Kaiserliche ;;;;;;;;;;;x
CHI_conservative_2;변법자강파;Zhiqiang;Zhiqiang;;;;;;;;;;;x
CHI_liberal;조반파;R?ormateurs;Reformer;;;;;;;;;;;x
CHI_reactionary;보수당;Conservateurs;Konservative;;;;;;;;;;;x
CHI_anarcho_liberal;공화당;R?ublicains;Republikaner;;;;;;;;;;;x
CHI_conservative_3;북양대신파;Beiyang;Beiyang;;;;;;;;;;;x
CHI_liberal_2;손문 국민당;Kuomintang Sun;Kuomintang Sun;;;;;;;;;;;x
CHI_liberal_3;풍옥상파;Feng Yuxiang;Feng Yuxiang;;;;;;;;;;;x
CHI_socialist;사회당;Socialistes;Sozialisten;;;;;;;;;;;x
CHI_communist;중국 공산당;Parti communiste chinois;Kommunistische Partei Chinas;;;;;;;;;;;x
CHI_fascist;파쇼당;Fascistes;Faschisten;;;;;;;;;;;x
CHI_conservative_4;장개석 국민당;Kuomintang Chiang;Kuomintang Chiang;;;;;;;;;;;x
CHI_reactionary_2;원세개파;Yuan Shi Kai;Yuan Shi Kai;;;;;;;;;;;x
CHL_conservative;보수당;Conservadores;Conservadores;;;;;;;;;;;x
CHL_liberal;자유당;Liberales;Liberales;;;;;;;;;;;x
CHL_conservative_2;보수당;Partido Conservador;Partido Conservador;;;;;;;;;;;x
CHL_liberal_2;자유당;Partido Liberal;Partido Liberal;;;;;;;;;;;x
CHL_conservative_3;국민당;Partido Nacional;Partido Nacional;;;;;;;;;;;x
CHL_liberal_3;자유연합;Alianza Liberal;Alianza Liberal;;;;;;;;;;;x
CHL_liberal_4;자유민주당;Liberal Democr?ico;Liberal Democr?ico;;;;;;;;;;;x
CHL_reactionary;국민당;Partido nationaliste;Partido Nationalist;;;;;;;;;;;x
CHL_anarcho_liberal;급진당;Partido Radical;Partido Radical;;;;;;;;;;;x
CHL_socialist;사회당;Partido socialiste;Partido Socialist;;;;;;;;;;;x
CHL_communist;공산당;Partido communiste;Partido Communist;;;;;;;;;;;x
CHL_fascist;파쇼당;Partido fasciste;Partido Fascist;;;;;;;;;;;x
CLM_anarcho_liberal;연방당;Federalistas;Federalistas;;;;;;;;;;;x
CLM_conservative;보수당;Partido Conservador;Partido Conservador;;;;;;;;;;;x
CLM_liberal;자유당;Partido Liberal;Partido Liberal;;;;;;;;;;;x
CLM_liberal_2;국민당;Partido Nacional;Partido Nacional;;;;;;;;;;;x
CLM_reactionary;국민당;Partido nationaliste;Partido Nationalist;;;;;;;;;;;x
CLM_socialist;사회당;Partido socialiste;Partido Socialist;;;;;;;;;;;x
CLM_communist;공산당;Partido communiste;Partido Communist;;;;;;;;;;;x
CLM_fascist;파쇼당;Partido fasciste;Partido Fascist;;;;;;;;;;;x
