po_gunboat;차관 상환;;;;;;;;;;;;;
IS_IN_DEFAULT_TO; = 채무불이행 대상;;;;;;;;;;;;;
IS_NOT_IN_DEFAULT_TO; ≠ 채무불이행 대상;;;;;;;;;;;;;
gunboat;차관 상환;;;;;;;;;;;;;
gunboat_desc;적국에게 차관의 상환을 요구합니다.;;;;;;;;;;;;;
gunboat_setup;적국에게 차관의 상환을 요구합니다.;;;;;;;;;;;;;
gunboat_short;차관 상환;;;;;;;;;;;;;
EVTNAME70002;$FROMCOUNTRY$ 파산!;;;;;;;;;;;;;
EVTDESC70002;$FROMCOUNTRY$이(가) 파산하면서 모든 채무를 상환하지 못했습니다. 투자자들을 보호하려면 군사력을 사용해야 합니다.;;;;;;;;;;;;;
EVTOPTA70002;알았다.;;;;;;;;;;;;;
USE_LEADER;지휘관 등용;;;;;;;;;;;;;
SHORTCUT;[SUB_A7]W단축키: [SUB_A7]Y;;;;;;;;;;;;;
SM_SHORTCUT;단축키 도움말;;;;;;;;;;;;;
TUR_proletarian_dictatorship_ADJ;터키령;;;;;;;;;;;;;;
move_capital_to_moscow_title;제3로마 환도;;;;;;;;;;;;;
move_capital_to_moscow_desc;표트르 대제의 도시인 명예로운 상트페테르부르크는 불행히도 국경과 가깝습니다. 아마도 군대가 침략하기 어려운 모스크바로 다시 천도해야할 것 같습니다.;;;;;;;;;;;;;
