NORMAL_PUNITIVE_EXPEDITION_WAR_NAME;$ORDER$$SECOND_COUNTRY$ 토벌 전쟁;;;;;;;;;;;;;;;;;;;;
AGRESSION_PUNITIVE_EXPEDITION_WAR_NAME;$ORDER$$SECOND_COUNTRY$ 토벌 전쟁;;;;;;;;;;;;;
NORMAL_PUNITIVE_EXPEDITION_WAR_NAME_ENG_QNG;$ORDER$아편 전쟁;;;;;;;;;;;;;
treaty_port_casus_belli;토벌;;;;;;;;;;;;;;;;;;
treaty_port_casus_belli_desc;[SUB_A7]Y국가[SUB_A7]W에게 [SUB_A7]Y조약항[SUB_A7]W 할양과 [SUB_A7]Y불평등조약[SUB_A7]Y을 요구합니다.;;;;;;;;;;;;;
treaty_port_casus_belli_short;$RECIPIENT$ 토벌;;;;;;;;;;;;;
treaty_port_casus_belli_setup;$RECIPIENT$에게 조약항 할양과 불평등조약을 요구합니다.;;;;;;;;;;;;;
NORMAL_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$도미니카 독립 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_CONQUEST_NAME_HAI_DOM;$ORDER$도미니카 독립 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_GUNBOAT_NAME;포함 외교;;;;;;;;;;;;;
status_quo;원상 복구;;;;;;;;;;;;;
AGRESSION_WAR_BOXER_NAME;의화단 전쟁;;;;;;;;;;;;;
call_allies_cb;동맹군 소집;;;;;;;;;;;;;
call_allies_cb_desc;동맹국에 참전을 요청합니다.;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME;$ORDER$$FIRST_COUNTRY$ 해방 전쟁;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME;$ORDER$$FIRST_COUNTRY$ 해방 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$SECOND_COUNTRY$ 모욕 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME;$ORDER$$SECOND_COUNTRY$ 복속 전쟁;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST_COUNTRY$의 $SECOND_COUNTRY$ 침공;;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;;
NORMAL_WAR_DISMANTLE_NAME;$ORDER$$SECOND_COUNTRY$ 해체 전쟁;;;;;;;;;;;;;;
AGRESSION_WAR_DISMANTLE_NAME;$ORDER$$FIRST_COUNTRY$의 $SECOND_COUNTRY$ 침공;;;;;;;;;;;;;
NORMAL_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$오스트리아 제국 복원 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_AUSTRIAN_EMPIRE_NAME;$ORDER$오스트리아 제국 복원 전쟁;;;;;;;;;;;;;
NORMAL_WAR_FREE_BALKANS_NAME;$ORDER$발칸 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_FREE_BALKANS_NAME;$ORDER$발칸 전쟁;;;;;;;;;;;;;
NORMAL_WAR_MONROE_DOCTRINE_NAME;$ORDER$반제국주의 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_MONROE_DOCTRINE_NAME;$ORDER$반제국주의 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_AMERICA_NAME;$ORDER$미국 복원 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_AMERICA_NAME;$ORDER$미국 복원 전쟁;;;;;;;;;;;;;
NORMAL_WAR_HOLY_LAND_NAME;$ORDER$레반트 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_HOLY_LAND_NAME;$ORDER$레반트 전쟁;;;;;;;;;;;;;
NORMAL_WAR_BRITISH_RAJ_NAME;$ORDER$인도 제국 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_BRITISH_RAJ_NAME;$ORDER$$SECOND_COUNTRY$ 복속 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_USA_FSA;$ORDER$남북 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_USA_CSA_USA;$ORDER$남북 전쟁;;;;;;;;;;;;;
NORMAL_WAR_CHINA_REUNIFICATION;$ORDER$중국 재통일 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_CHINA_REUNIFICATION;$ORDER$중국 재통일 전쟁;;;;;;;;;;;;;
NORMAL_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST_COUNTRY$의 성전;;;;;;;;;;;;;
AGRESSION_WAR_SAHEL_JIHAD_NAME;$ORDER$$FIRST_COUNTRY$의 성전;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$라플라타 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_RESTORE_ORDER_NAME_ARG_ENT;$ORDER$ 라플라타 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SAT;$ORDER$무진 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_CHO;$ORDER$무진 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_TOS;$ORDER$무진 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_KAG;$ORDER$무진 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_SEN;$ORDER$무진 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_TKG_YZW;$ORDER$무진 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_TRN;$ORDER$보어 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_ORA;$ORDER$보어 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_ENG_NAL;$ORDER$보어 전쟁;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUR_EGY;$ORDER$동방 위기 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_QNG;$ORDER$아편 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_GON;판관시대;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_GON;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_SHW_TIG;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_SHW_TIG;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_SHW;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_SHW;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_GON_TIG;판관시대;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_GON_TIG;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_SHW;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_SHW;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_TIG_GON;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_WAR_RESTORE_ORDER_NAME_TIG_GON;판관시대 전쟁;;;;;;;;;;;;;
NORMAL_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$크림 전쟁;;;;;;;;;;;;;
AGRESSION_CUT_DOWN_TO_SIZE_WAR_NAME_RUS_TUR;$ORDER$크림 전쟁;;;;;;;;;;;;;
NORMAL_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$COUNTRY$ 복원 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_FREE_ALLIED_CORE_NAME;$ORDER$$COUNTRY$ 복원 전쟁;;;;;;;;;;;;;
NORMAL_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$SECOND_COUNTRY$ 재정복 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_COLONIAL_RECONQUEST_NAME;$ORDER$$SECOND_COUNTRY$ 재정복 전쟁;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_TUR_ROM;$ORDER$루마니아 독립 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_TUR_ROM;$ORDER$루마니아 독립 전쟁;;;;;;;;;;;;;
NORMAL_WAR_PUPPET_NAME_ENG_IRE;$ORDER$아일랜드 독립 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_PUPPET_NAME_ENG_IRE;$ORDER$아일랜드 독립 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_NEJ_HAL;$ORDER$아라비아 패권 전쟁;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_HAL_NEJ;$ORDER$아라비아 패권 전쟁;;;;;;;;;;;;;
NORMAL_WAR_NAME_ENG_USA;$ORDER$$FIRST_COUNTRY$-$SECOND_COUNTRY$ 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_NAME_ENG_USA;$ORDER$$STATE$ 정복 전쟁;;;;;;;;;;;;;
NORMAL_WAR_TAKE_CORE_NAME_ENG_USA;$ORDER$$STATE$ 해방 전쟁;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$미국-멕시코 전쟁;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_USA_MEX;$ORDER$미국-멕시코 전쟁;;;;;;;;;;;;;
AGRESSION_CIVIL_WAR_NAME_QNG_TPG;$ORDER$태평천국의 난;;;;;;;;;;;;;
NORMAL_CIVIL_WAR_NAME_QNG_TPG;$ORDER$태평천국의 난;;;;;;;;;;;;;
punitive_effects;국가적 모욕;;;;;;;;;;;;;
punitive_effects_desc;패전의 굴욕과 징벌적인 배상금이 국민들을 힘들게 하고 있습니다. 누군가 먼저 우리에게 전쟁을 선포하지 않으면 우리는 전쟁을 치를 수 없습니다.;;;;;;;;;;;;;x,,
no_more_war;염전주의;;;;;;;;;;;;;
no_more_war_desc;국민들은 전쟁에 지쳤습니다. 순식간에 국민들이 전쟁에 열정을 갇기란 어려울 것이기 때문에, 그 동안의 전쟁 수행능력은 매우 제한적일 것입니다.[SUB_A7]Y경고: 해당 변동사항이 지속하는 동안은 전쟁을 일으킬 수 있는 전쟁명분이 거의 없습니다![SUB_A7]W.;;;;;;;;;;;;;x,,
end_the_war;전쟁 종결;;;;;;;;;;;;;
end_the_war_desc;적은 패배했습니다. 국민들은 의도했던 모든 것을 얻지는 못하더라도 전쟁을 끝내라고 요구합니다.;;;;;;;;;;;;;x,,
dismantle_cb;국가 해체;;;;;;;;;;;;;
dismantle_cb_desc;적 [SUB_A7]Y강대국[SUB_A7]W의 식민제국을 해체하고 배상금을 상환받습니다.;;;;;;;;;;;;;
dismantle_cb_short;$RECIPIENT$ 해체;;;;;;;;;;;;;
dismantle_cb_setup;$RECIPIENT$을 해체합니다.;;;;;;;;;;;;;
dismantle_cb_add;국가 해체;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,
dismantle_cb_add_desc;적 [SUB_A7]Y강대국[SUB_A7]W의 식민제국을 해체하고 배상금을 상환받습니다.;;;;;;;;;;;;;
dismantle_cb_add_short;$RECIPIENT$ 해체;;;;;;;;;;;;;;;;;;;;;;;;;;,,,
dismantle_cb_add_setup;$RECIPIENT$을 해체합니다.;;;;;;;;;;;;;
dismantle_cb_add_new;국가 해체;;;;;;;;;;;;;
dismantle_cb_add_new_desc;적 [SUB_A7]Y강대국[SUB_A7]W의 식민제국을 해체하고 전쟁배상금을 상환받습니다.;;;;;;;;;;;;;
dismantle_cb_add_new_short;$RECIPIENT$ 해체;;;;;;;;;;;;;
dismantle_cb_add_new_setup;$RECIPIENT$을 해체합니다.;;;;;;;;;;;;;
great_war_install_democracy;민주주의 정부 수립;;;;;;;;;;;;;;;;;;;;;;;;;;,,,
great_war_install_democracy_desc;적국의 수도에 [SUB_A7]Y우호적인 민주주의 정부[SUB_A7]W를 수립합니다.;;;;;;;;;;;;;
great_war_install_democracy_short;$RECIPIENT$ 민주주의 정부 수립;;;;;;;;;;;;;
great_war_install_democracy_setup;$RECIPIENT$에 민주공화제 정부를 수립합니다.;;;;;;;;;;;;;
great_war_install_fascism;파쇼주의 정부 수립;;;;;;;;;;;;;
great_war_install_fascism_desc;적국의 수도에 [SUB_A7]Y우호적인 파쇼주의 정부[SUB_A7]W를 수립합니다.;;;;;;;;;;;;;
great_war_install_fascism_short;$RECIPIENT$ 극우화;;;;;;;;;;;;;
great_war_install_fascism_setup;$RECIPIENT$에 파쇼주의 정부를 수립합니다.;;;;;;;;;;;;;
great_war_install_communism;공산주의 정부 수립;;;;;;;;;;;;;
great_war_install_communism_desc;적국의 수도에 [SUB_A7]Y우호적인 공산주의 정부[SUB_A7]W를 수립합니다.;;;;;;;;;;;;;
great_war_install_communism_short;$RECIPIENT$ 공산주의 정부 수립;;;;;;;;;;;;;
great_war_install_communism_setup;$RECIPIENT$에 공산주의 정부를 수립합니다.;;;;;;;;;;;;;
install_democracy;민주주의 정부 수립;;;;;;;;;;;;;
install_democracy_desc;적국의 수도에 [SUB_A7]Y우호적인 민주주의 정부[SUB_A7]W를 수립합니다.;;;;;;;;;;;;;
install_democracy_short;$RECIPIENT$ 민주주의 정부 수립;;;;;;;;;;;;;
install_democracy_setup;$RECIPIENT$에 민주주의 정부를 수립합니다.;;;;;;;;;;;;;
install_fascism;파쇼주의 정부 수립;;;;;;;;;;;;;
install_fascism_desc;적국의 수도에 [SUB_A7]Y우호적인 파쇼주의 정부[SUB_A7]W를 수립합니다.;;;;;;;;;;;;;
install_fascism_short;$RECIPIENT$ 파쇼주의 정부 수립;;;;;;;;;;;;;
install_fascism_setup;$RECIPIENT$에 파쇼주의 정부를 수립합니다.;;;;;;;;;;;;;
install_communism;공산주의 정부 수립;;;;;;;;;;;;;
install_communism_desc;적국의 수도에 [SUB_A7]Y우호적인 공산주의 정부[SUB_A7]W를 수립합니다.;;;;;;;;;;;;;
install_communism_short;$RECIPIENT$ 공산주의 정부 수립;;;;;;;;;;;;;
install_communism_setup;$RECIPIENT$에 공산주의 정부를 수립합니다.;;;;;;;;;;;;;
great_war_liberate;해방;;;;;;;;;;;;;
great_war_liberate_desc;적국이 점유한 [SUB_A7]Y국가[SUB_A7]W를 해방합니다.;;;;;;;;;;;;;
great_war_liberate_short;$THIRD$ $STATE$ 탈환;;;;;;;;;;;;;
great_war_liberate_setup;$RECIPIENT$이 점유한 $STATE$ 지방을 $THIRD$에게 반환합니다.;;;;;;;;;;;;;
great_war_acquire_core;영유권 보유 지역 인수;;;;;;;;;;;;;
great_war_acquire_core_desc;적국이 점유한 [SUB_A7]Y영유권 보유 지역[SUB_A7]W이 위치한 [SUB_A7]Y주[SUB_A7]W를 인수합니다.;;;;;;;;;;;;;
great_war_acquire_core_setup;$RECIPIENT$이 점유한 $STATE$ 지방을 인수합니다.;;;;;;;;;;;;;
great_war_acquire_core_short;$STATE$ 인수;;;;;;;;;;;;;
great_war_place_in_the_sun;식민지 할양;;;;;;;;;;;;;
great_war_place_in_the_sun_desc;적국이 점유한 [SUB_A7]Y식민주[SUB_A7]W를 인수합니다.;;;;;;;;;;;;;
great_war_place_in_the_sun_setup;$RECIPIENT$이 점유한 $STATE$ 지방을 인수합니다.;;;;;;;;;;;;;
great_war_place_in_the_sun_short;$STATE$ 인수;;;;;;;;;;;;;
great_war_release_puppet;종속국 해방;;;;;;;;;;;;;
great_war_release_puppet_short;$THIRD$ 해방;;;;;;;;;;;;;
great_war_release_puppet_setup;$RECIPIENT$에 종속된 $THIRD$을 해방합니다.;;;;;;;;;;;;;
great_war_release_puppet_desc;적국의 [SUB_A7]Y종속국[SUB_A7]W을 해방합니다.;;;;;;;;;;;;;
great_war_take_from_sphere;영향권 강탈;;;;;;;;;;;;;
great_war_take_from_sphere_desc;적국의 [SUB_A7]Y영향권[SUB_A7]W에 속한 국가를 영향권에 편입합니다.;;;;;;;;;;;;;
great_war_take_from_sphere_short;$THIRD$ 영향권 강탈;;;;;;;;;;;;;
great_war_take_from_sphere_setup;$RECIPIENT$의 영향권에 속한 $THIRD$을 영향권에 편입합니다.;;;;;;;;;;;;;
add_to_sphere_AI;영향권 편입;;;;;;;;;;;;;
add_to_sphere_AI_desc;해당 국가를 [SUB_A7]Y영향권[SUB_A7]W에 편입합니다.;;;;;;;;;;;;;
add_to_sphere_AI_short;$RECIPIENT$ 영향권 편입;;;;;;;;;;;;;
add_to_sphere_AI_setup;$RECIPIENT$을 영향권에 편입합니다.;;;;;;;;;;;;;
unification_add_to_sphere;동일 문화권 국가 영향권 편입;;;;;;;;;;;;;
unification_add_to_sphere_desc;[SUB_A7]Y같은 문화권[SUB_A7]W에 속한 국가를 [SUB_A7]Y영향권[SUB_A7]W에 편입합니다.;;;;;;;;;;;;;
unification_add_to_sphere_short;$RECIPIENT$ 영향권 편입;;;;;;;;;;;;;
unification_add_to_sphere_setup;$RECIPIENT$을 영향권에 편입합니다.;;;;;;;;;;;;;
take_from_sphere_AI;영향권 강탈;;;;;;;;;;;;;
take_from_sphere_AI_desc;적국의 [SUB_A7]Y영향권[SUB_A7]W에 속한 국가를 영향권에 편입합니다.;;;;;;;;;;;;;
take_from_sphere_AI_short;$THIRD$ 영향권 편입;;;;;;;;;;;;;
take_from_sphere_AI_setup;$RECIPIENT$의 영향권에 속한 $THIRD$을 영향권에 편입합니다.;;;;;;;;;;;;;
free_peoples_AI;인민 해방;;;;;;;;;;;;;
free_peoples_AI_desc;적국이 점유한 [SUB_A7]Y주[SUB_A7]W를 해방합니다.;;;;;;;;;;;;;
free_peoples_AI_short;$THIRD$ $STATE$ 인수;;;;;;;;;;;;;
free_peoples_AI_setup;$RECIPIENT$이 점유한 $STATE$을 $THIRD$에게 반환합니다.;;;;;;;;;;;;;
free_peoples;인민 해방;;;;;;;;;;;;;
free_peoples_short;$THIRD$ $STATE$ 인수;;;;;;;;;;;;;
free_peoples_setup;$RECIPIENT$이 점유한 $STATE$을 $THIRD$에게 반환합니다.;;;;;;;;;;;;;
free_allied_cores;동맹국 영유권 보유 지역 해방;;;;;;;;;;;;;
free_allied_cores_desc;영향권에 속한 [SUB_A7]Y동맹국의[SUB_A7]W 영유권 보유 지역을 해방합니다.;;;;;;;;;;;;;
free_allied_cores_short;$THIRD$ $STATE$ 인수;;;;;;;;;;;;;
free_allied_cores_setup;$THIRD$에게 $RECIPIENT$이 점유한 $STATE$ 지방을 반환합니다.;;;;;;;;;;;;;
release_puppet_AI;종속국 해방;;;;;;;;;;;;;
release_puppet_AI_short;$THIRD$ 해방;;;;;;;;;;;;;
release_puppet_AI_setup;$RECIPIENT$에 종속된 $THIRD$을 해방합니다.;;;;;;;;;;;;;
release_puppet_AI_desc;적국의 [SUB_A7]Y종속국[SUB_A7]W을 주권국으로 해방합니다.;;;;;;;;;;;;;
demand_concession_NI_casus_belli;조차지 요구;;;;;;;;;;;;;
demand_concession_NI_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W이 점유한 주를 식민주로 편성합니다.;;;;;;;;;;;;;
demand_concession_NI_casus_belli_setup;$RECIPIENT$이 점유한 주를 인수합니다.;;;;;;;;;;;;;
demand_concession_NI_casus_belli_short;$STATE$ 인수;;;;;;;;;;;;;
demand_concession_BC_casus_belli;조차지 요구;;;;;;;;;;;;;
demand_concession_BC_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W이 점유한 주를 식민주로 편성합니다.;;;;;;;;;;;;;
demand_concession_BC_casus_belli_setup;$RECIPIENT$이 점유한 주를 인수합니다.;;;;;;;;;;;;;
demand_concession_BC_casus_belli_short;$STATE$ 인수;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli;보호령 설립;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W을 [SUB_A7]Y보호령[SUB_A7]W으로 합병합니다;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli_setup;$RECIPIENT$을 합병합니다;;;;;;;;;;;;;
establish_protectorate_NI_casus_belli_short;$RECIPIENT$ 합병;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli;보호령 설립;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli_desc;[SUB_A7]Y비문명국[SUB_A7]W을 [SUB_A7]Y보호령[SUB_A7]W으로 합병합니다.;;;;;;;;;;;;;
establish_protectorate_BC_casus_belli_setup;$RECIPIENT$을 합병합니다.;;;;;;;;;;;;;
