Key;English;;;;;;;;;;;;;
proto_existentialism_desc;철학적 운동이 아닌 단점이 있다고 간주됐던 이질적인 철학적 분석, 논의의 개념입니다. 직관, 시간, 지성 그리고 실존과 사물에 대한 일반적인 개념을 잘못된 문제를 낳지 않도록 재편해야 합니다.;;;;;;;;;;;;;
combat_medicine_desc;전세계의 군대가 군사조직 내의 의료부대 뿐 아니라 전투나 전선에서의 부상과 질병을 다룰 전문적인 부대의 필요성을 인식했습니다.;;;;;;;;;;;;;
social_conscience_desc;사회적 양심은 개인의 생각과 행동뿐만 아니라 사회를 지배하는 윤리적 또는 도덕적 원칙에서 논리적으로 파생되는 의식입니다.;;;;;;;;;;;;;
i_analytic_philosophy_desc;분석철학은 진부하고 모순된 명제에서 논리학이나 수학을 드러내고 싶어한 철학자들이 만들어낸 복수학문입니다. 후에 이 학문은 언어와 형식 논리학 간의 가교로 발전했으며 또한 현실에 기인한 객관적 현실주의자의 탄생에도 영향을 미쳤습니다. 이것은 논리실증주의에 이어진 움직임이라고 할 수 있습니다. 그러나 초기의 유력론자였던 루트비히 비트겐슈타인이 입장을 바꾸고 그때까지 자신의 주장을 반박하려고 하면서 객관주의자들의 지위는 붕괴됐습니다.;;;;;;;;;;;;;
logical_positivism_desc;논리실증주의자들은 형이상학이나 전통적 철학의 건전성을 부정했으며, 많은 철학적 문제가 사실 의미없다고 주장했습니다. 그리고 철학은 과학적 지식을 기초한 확고한 방법론을 기반으로 논리적 분석을 수행한다고 주장했습니다. 그러나 그들 자신이 지식의 탄탄한 토대라 생각했던 제반사항을 확립치 못했고, 오늘날에는 대부분 이 생각을 꽉 막힌 생각이라 여깁니다.;;;;;;;;;;;;;
dogma_of_mass_action_desc;어느 시점에서 일반적인 급진주의로부터 발전된 일련의 사고방식은 집단행동의 독단이었으며, 그것은 집단행동의 수단과 집단행동을 통해서만 노동자의 의식수준을 충분히 끌어올려 자신에게 좋은 것이 무엇인지를 이해할 수 있다는 것을 의미했습니다.;;;;;;;;;;;;;
bessemer_steel;베세머 제강법;;;;;;;;;;;;;
bessemer_steel_desc;영국의 헨리 베세머 경의 이름을 따서 명명된 이 공정은 많은 수사관들의 기여를 통해 발전한 후에야 비로소 넓은 상업적 기반으로 사용될 수 있었습니다. 명백히 독립적으로 그리고 거의 동시에 베세머와 미국의 윌리엄 켈리가 구상했습니다. 1847년, 펜실베이니아주 피츠버그의 사업가이자 과학자인 켈리는 분사 기류를 이용해 선철의 불순물을 제거하는 혁명적인 방법을 개발하기 위한 실험을 시작했습니다. 켈리는 녹은 철에 주입된 공기가 불순물과 반응하기 위해 산소를 공급할 뿐만 아니라, 그것들을 슬래그로 분리할 수 있는 산화물로 변환시키며, 이러한 반응에서 진화된 열은 질량의 온도를 증가시켜 공정 중에 철이 고체화되는 현상을 막을 것이라고 이론화했습니다. 몇 번의 실패 끝에 그는 자신의 이론을 입증했고, 철괴를 빠르게 생산하는데 성공했습니다.;;;;;;;;;;;;;
thomas_steel;길크리스트-토마스 제강법;;;;;;;;;;;;;
thomas_steel_desc;많은 철광석들은 약간의 인을 포함하고 있고 이러한 철광석을 제련한 것이 선철입니다. 베세머법에서 액화 선철을 통해 공기 중에 포함된 산소를 불어내는 것은 분명하게 인을 제거하지 못했습니다. 일산화탄소의 탄소와 같은 기체 성분으로 인해 부글부글 끓지도 않았고, 위에서 떠다니는 슬래그나 찌꺼기의 일부가 되지도 않았습니다. 하지만 인을 제거하려면 어떤 슬래그에서든 인을 잡아야만 합니다. 고려해야 할 질문은 간단합니다. 왜 바람이 부는 동안 형성된 슬래그에서 인이 일종의 산화물로 통합되지 않았을까요? 시드니 길크리스트 토마스는 철의 제조와 야금에 관심을 두었던 공무원으로, 이를 악물고 철과 철강산업의 가장 큰 문제를 해결하기 위해 나섰습니다. 그는 그의 사촌 퍼시 칼라일 길크리스트의 도움으로 제철 회사에서 일했습니다. 그들은 열심히 일했지만 몇 년 동안 운이 없었습니다. 결국 길크리스트 제철소는 그들에게 약간의 지원을 주었고 그들은 작은 실험실형 변환기로 실험을 시작했습니다. 그들은 선택한 "이론적인" 이유로 모든 종류의 물질들을 시도했습니다. 그들은 마침내 성공했고, 1878년 3월 런던에서 열린 철철학 연구소 회의에서 길크리스트-토마스법을 발표했습니다.;;;;;;;;;;;;;
martin_steel;지멘스-마르텐 평로강제법;;;;;;;;;;;;;
martin_steel_desc;1850년대 카를 빌헬름 지멘스 경은 자신이 지멘스 축열식 용광로를 개발했으며, 1857년에 연료의 70-80%를 절약할 수 있을 만큼 충분한 열을 보존한다고 주장했습니다. 이 용해로에서는 연소를 위해 연료와 공기의 축열식 예열을 사용하며 고온에서 작동합니다. 예열 시 용해로에서 배출되는 배기가스는 벽돌이 들어있는 공간으로 올라가고, 열은 가스에서 벽돌로 전달됩니다. 그런 다음 용해로의 흐름이 역전되어 연료와 공기는 공간을 통과하며 벽돌에게 가열됩니다. 이 방법을 통해, 개방된 열로는 강철을 녹일 수 있을 만큼 높은 온도에 도달할 수 있지만, 지벤스는 처음에 이 발법을 사용하지 않았습니다. 1865년 프랑스 공학자 피에르 에밀 마틴은 지멘스로부터 면허를 받고 처음으로 강철을 만드는 데 재생 용광로를 사용했습니다. 지멘스 축열식 용광로의 가장 매력적인 특징은 예를 들어 고층건물을 건설하는데 사용되는 다량의 기본적인 강철을 신속하게 생산할 수 있다는 것입니다. 일반적인 용해로 크기는 50에서 100톤이지만, 일부 특수 공정의 경우 용량이 250톤 또는 500톤에 달합니다.;;;;;;;;;;;;;
refrigerator_technology_desc;냉장기술의 도입은 식품산업과 항상 온도에게 제한받던 증류주산업을 혁신했습니다.;;;;;;;;;;;;;
bankruptcy_proceedings_desc;파산 절차의 규칙을 제정함으로써, 파산이 더 단순해지고 더 빨라졌을 뿐만 아니라 채권자들의 불확실성도 줄어들었습니다.;;;;;;;;;;;;;
army_wargames_desc;모의전쟁은 지휘관, 참모를 대상으로 한 훈련으로, 다양한 상황을 가정하고 지휘관과 참모가 청군, 적군으로 나뉘어 가상의 전쟁을 실시합니다. 훈련 참가자는 명령의 기안, 통신 및 전략 수집 등에 대해 어떻게 해야 제대로 움직이는지를 배웁니다.;;;;;;;;;;;;;
wargames_desc;모의전쟁은 지휘관, 참모를 대상으로 한 훈련으로, 다양한 상황을 가정하고 지휘관과 참모가 청군, 적군으로 나뉘어 가상의 전쟁을 실시합니다. 훈련 참가자는 명령의 기안, 통신 및 전략 수집 등에 대해 어떻게 해야 제대로 움직이는지를 배웁니다.;;;;;;;;;;;;;
speedy_maneuvering_tactic_desc;기동성 군사훈련 전술은 적시에 적군의 포를 부정확하게 만들거나, 심지어 다가오는 함선을 겨냥하지 못하게 하기 위해 자신의 함선을 사격 위치로 조종하는 속도를 사용하는 등의 전술입니다. 이 전술과 관련된 속도로 인해 장교들은 충돌을 피하기 위해 최적의 시기에 파괴적으로 기동하는 방법을 배우고 스스로의 포를 가지고 견뎌야 했습니다.;;;;;;;;;;;;;
big_sail_ships;범선 주력함;;;;;;;;;;;;;
big_sail_ships_desc;여러 갑판과 돛을 달고, 열마다 대포를 설치한 해상운항선들입니다.;;;;;;;;;;;;;
sail_ships_transport;해양수송선;;;;;;;;;;;;;
sail_ships_transport_desc;기존에 수송부대로 쓰여온 소형 선박들은 장거리 운행을 견디지 못합니다. 진정한 해양선박은 그 자체로도 중요한 일입니다.;;;;;;;;;;;;;
big_sail_support;해양보급선;;;;;;;;;;;;;
big_sail_support_desc;호위함은 해안에서 멀리 떨어진 곳에서 제한적으로 교전할 수 있습니다.;;;;;;;;;;;;;
fish_trawlers;어업용 저인망 어선;;;;;;;;;;;;;
fish_trawlers_desc;현대 어업용 저인망 어선은 19세기 영국의 브릭섬항에서 개발한 것입니다. 19세기 초까지, 브릭섬의 어부들은 남데번의 남획으로 인한 수산자원의 지속적인 고갈로 인해 자신들의 어장을 확장할 필요가 있었습니다. 그곳에서 진화한 브릭섬의 저인망 어선은 매끄러운 구조를 이뤘으며 바다의 어장까지 장거리로 이동할 수 있는 충분한 속도를 가졌었습니다. 또한 깊은 물에서 대형 저인망을 예인할 수 있을 만큼 충분히 강했습니다. 브릭섬에서 건조한 위대한 저인망 어선 함대는 '심해어장의 어머니'라는 칭호를 얻었습니다.;;;;;;;;;;;;;
metallurgy;금속공학과 채광;;;;;;;;;;;;;
pattinson_process;패틴슨법;;;;;;;;;;;;;
pattinson_process_desc;패틴슨법은 납에서 은을 제거하는 방법입니다. 이 과정은 액화에 따라 은이 가장 적은 납이 먼저 응고된다는 사실에 의존하는 것입니다. 실제로 몇 가지 결정체가 필요했으며, 은이 풍부한 용융물의 은 함량은 2% 이상으로 올릴 수 없었습니다.;;;;;;;;;;;;;
parkes_process;파크스법;;;;;;;;;;;;;
parkes_process_desc;파크스법은 금괴를 생산하는 동안 납에서 은을 제거하는데 사용하는 건식야금적 공정입니다. 이 과정은 아연이 액체상태일때 갖는 두 특성을 이용합니다. 첫번째는 아연이 납으로 인해 투명하다는 것이고, 다른 하나는 은이 납에서보다 아연에서 3000배 더 용해성이 있다는 것입니다. 은을 오염물질로 함유한 액화 납에 아연을 첨가할 때, 은은 우선적으로 아연으로 이동합니다. 이는 아연이 납에서 발견되지 않기 때문이며, 아연은 분리된 층에 남아 쉽게 제거됩니다. 아연-은 용액을 아연이 증발해 거의 순수한 은을 남길 때까지 가열합니다. 액화 납에 금이 있을 경우에도 같은 공정을 통해 제거 및 분리할 수 있습니다.;;;;;;;;;;;;;
square_set_timbering;사각지주;;;;;;;;;;;;;
square_set_timbering_desc;사각지주는 독일인 필리프 다이데스하이머가 발명한 것으로, 지하굴과 갱도의 지지대로 12개의 갱목을 입방체로 짜맞춘 형틀 지주를 이용해 숙련된 광부들이 입체적인 공동의 크기가 어떻든간에 개방할 수 있게 했습니다. 넓은 개구부의 입방체는 단단한 암석으로 채워져있어 바닥에서 지붕까지 단단한 나무 기둥과 바위를 만들 수 있습니다(광부 용어로 "뒤"). 벌집의 구조에서 영감을 얻은 이 체계는 캄스톡 광맥의 커다란 은광체를 채굴할 수 있게 했습니다. 다이데스하이머는 1860년에서 가장 중요한 광산 혁신인 이 혁신에 대한 특허를 거부했습니다.Square-set timbering is a system invented by a German named Philip Deidesheimer that uses heavy timber "cubes" as supports for underground mining tunnels and shafts, that enabled skilled miners to open three-dimensional cavities of any size. In large openings, the cubes can be filled with waste rock, creating a solid pillar of wood and rock from floor to roof ("back" in miner's terminology). The system, which was inspired by the structure of honeycombs, enabled mining of the large silver orebodies of the Comstock Lode, which were in very weak rock?in miner's terms, "heavy ground". Deidesheimer refused to patent the innovation, which was easily the most important mining innovation of 1860.;;;;;;;;;;;;;
drilling_and_blasting;채굴과 폭파;;;;;;;;;;;;;
dynamite;다이너마이트;;;;;;;;;;;;;
dynamite_desc;다이너마이트는 니트로글리세린, 흡착제, 안정제를 융합한 폭발물입니다. 스웨덴의 화학자이자 공학자인 알프레드 노벨이 발명해 1867년에 특허를 따냈습니다. 흑화약보다 강력한 대안으로 빠르게 광범위한 곳에서 쓰이기 시작했습니다.;;;;;;;;;;;;;
electrolytic_refining;전해질 정련;;;;;;;;;;;;;
electrolytic_refining_desc;전기분해, 즉 전해질 정련은 특정 정제법을 통해 얻은 금속의 정화 및 추출에 사용하는 기법입니다. 전해질 정련과정에서 불순금속 덩어리가 양극, 얇은 금속판이 음극이 됩니다. 음극과 양극을 금속 염분의 수용액을 함유한 전해액 셀에 담급니다. 적절한 전압을 인가하면 양극에서 불순금속이 분해돼 순수 금속이 음극에 침전됩니다.;;;;;;;;;;;;;
deep_mining;심층 채탄;;;;;;;;;;;;;
deep_mining_desc;심층 채굴은 지하채굴방법을 통해 석탄을 추출하는 것을 의미합니다. 수직 또는 경사 갱도를 통해 석탄 퇴적물에 접근하거나, 석탄 노두에서 수평갱에 의한 채광을 하거나, 침전물을 노출하기 위해 무리하지 않아도 되는 기타 방법을 통해 석탄을 추출하는 행위를 의미합니다.;;;;;;;;;;;;;
percussion_drill;공기 착암기;;;;;;;;;;;;;
percussion_drill_desc;사르데냐의 국왕 카를로 알베르토는 1840년대 후반부터 왕국을 이탈리아와 프랑스 사이의 산을 지나는 철도를 놓으려 12킬로미터 길이의 터널을 굴착하려 했습니다. 기계식 참암기의 필요성은 명백했고 이는 유럽의 공압 착암기에 대한 연구를 촉발시켰습니다. 한 프랑스인은 1851년에 압축공기를 사용하는 착암기를 설계했고 특허를 얻었습니다. 그러나 공기를 매 일격마다 용기에 수동으로 채워넣어야 했기 때문에 성공하지 못했습니다. 1854년 영국에서 토머스 바틀릿은 드릴에 끼우는 날을 증기엔진의 피스톤에 직접 연결한 착암기을 만들어 특허를 얻었습니다. 그는 1855년 터널 계획 관계자들에게 압축공기를 통해 작동하는 자신의 착암기를 시연했습니다.;;;;;;;;;;;;;
friction_hoist;마찰식 권양기;;;;;;;;;;;;;
friction_hoist_desc;1877년 프레데릭 코에프가 발명한 마찰식 권양기, 또는 코에프 권양기는 광산의 갱도 위 지면 또는 권양탑 상단에 장착하는 장치입니다. 주미줄과 평행추를 활용하고, 운반용 밧줄을 바퀴에 고정하는 대신 통과시킵니다. 주미줄과 무게는 전동기가 수송장치와 주미줄의 무게를 극복해야 할 필요성을 상쇄해 전체 전력 소비량을 동일하게 유지하면서도 승강전동기의 필요 마력은 최대 30%까지 감소시킵니다. 마찰식 권양기는 드럼 권양기와 달리 일반적으로 여러 밧줄을 사용하므로 더 큰 유상하중을 제공하지만, 더 큰 안전요소가 필요하므로 매우 깊은 갱도에서는 오히려 비현실적입니다.;;;;;;;;;;;;;
lixiviation_mills;용제처리 제분;;;;;;;;;;;;;
lixiviation_mills_desc;퇴적침출로도 알려진 용제처리 제분는 특정 광물을 흡수해 다른 물질과 분리한 후 다시 분리하는 일련의 화학반응을 이용해 광석에서 귀금속, 구리, 우라늄 및 기타 화합물을 추출하는 산업채굴공정입니다.;;;;;;;;;;;;;
cyanide_milling;청산가리 제분;;;;;;;;;;;;;
cyanide_milling_desc;시안화물법(맥아더-포레스트법이라고도 함)은 금을 수용성 합동복합체로 변환해 저질 광석에서 금을 추출하는 습식동제련기술입니다.;;;;;;;;;;;;;
trinitrotoluene;트리니트로톨루엔;;;;;;;;;;;;;
trinitrotoluene_desc;트리니트로톨루엔, 즉 TNT는 원해 1863년 독일의 화학자 요제프 빌브란트가 노란 염료로 개발해 사용했었습니다. 폭발물로서의 잠재력은 수년간 주목받지 못했는데, 주로 폭발하기 너무 어렵고 대안으로서도 강력하지 않았기 때문입니다. TNT의 폭발적 특성은 1891년 독일인 화학자 카를 호이세르만이 처음 발견했습니다. TNT는 군사용, 산업용, 광산용 폭발물이 됐습니다.;;;;;;;;;;;;;
shrinkage_stoping;수축 채광법;;;;;;;;;;;;;
shrinkage_stoping_desc;수축 채광법은 스스로 지탱하는 벽과 광석으로 광체를 가파르게 담그거나 좁히는데 사용하는 채굴법입니다. 그것은 부서진 광석을 작업장으로 사용하고 벽을 지탱하기 위해 채굴장에 남겨두는 것에 의존하는 과손 채굴법입니다. 채굴 주기 동안, 분출된 광석의 30~35%만이 분해된 현내 광석의 팽창계수와 같습니다. 다음 위쪽 지평선까지 채굴을 완료하면 광석을 추출합니다. 결과의 공백을 메울 필요는 없지만, 일반적으로는 개발로 인한 튼튼한 암석으로 채워집니다. 간격이 균일하지 않은 경우가 많아 40m를 넘는 경우는 거의 없습니다. 복구 가능한 기둥은 각 단계에 그대로 남습니다.;;;;;;;;;;;;;
froth_flotation;포말 부유선광;;;;;;;;;;;;;
froth_flotation_desc;포말 부유선광은 친수성 물질에서 소수성 물질을 선택적으로 분리하는 과정입니다. 이는 광물 처리, 종이 재활용, 폐수 처리산업에서 사용합니다. 역사적으로는 광산업에서 처음으로 사용했습니다. 광산업에서 부유선광은 20세기의 매우 훌륭한 기술이었습니다.;;;;;;;;;;;;;
hydraulic_excavator;유압식 굴착기;;;;;;;;;;;;;
hydraulic_excavator_desc;유압기술을 사용한 최초의 굴착기는 1882년 영국의 W. G. 암스트롱이 제작했으며, 헐부두의 건설에 사용했습니다. 초기에는 유압액을 사용하는 후기와 달리, 유압기능을 작동하는데 물을 사용했습니다. 또한, 진정한 유압식 기계가 아닙니다. 전선을 사용해 들통을 작동하지만 유압용기는 일련의 복합적으로 작동하는 혼성체였습니다. 이 개념은 성공적이지 않았습니다. 이 기계와, 그리고 그와는 관련이 없는 1914년 한 미국 광업회사의 프랑크 F. 암스트롱이 제작한 비슷한 설계의 기계도 전부 포함해서요.;;;;;;;;;;;;;
entralized_economic_planning;중앙집중형 계획경제;;;;;;;;;;;;;
centralized_economic_planning_desc;20세기 초 사회주의와 공산주의는 세력을 확장했습니다. 그리고 그 이념 아래 기존의 시장경제체제의 성공과 실패를 바탕으로 국가가 경제활동을 통제/운영하는 중앙집중형 계획경제가 경제의 지휘권을 갖게 됐습니다. 여러 공산국가들과 우파국가들이 채택한 이 경제체제는 처음에는 실업률을 줄이고 생산량을 증가시켜 노사갈등을 해소하는 등 극적인 효과를 올렸습니다. 그리고 그 결과로 이들 국가는 시장경제체제 국가들에게 자신들 체제의 우수성을 활발히 선전하였습니다.  그러나 국가도 복잡한 경제적 상황을 모두 정확하게 반영하지 못해 막대한 낭비와 부족이 발생했고, 이들 국가의 사회적 비용은 종종 높아졌습니다. 또한 국가에 의한 관리에 대한 저항은 잔인한 탄압으로 이어지는 경우도 있었습니다.;;;;;;;;;;;;;
bolt_action_rifle_armament;볼트액션 소총;;;;;;;;;;;;;
bolt_action_rifle_armament_desc;볼트액션(수동식 노리쇠)은 작은 손잡이로 약실(총렬)를 개폐해 수동으로 무기의 노리쇠를 작동하는 소총의 한 종류입니다. 첫 볼트액션 소총은 1824년 브리치로드 소총에 대한 연구를 따라하던 요한 니콜라우스 폰 드레세가 발명했습니다. 유럽군은 19세기 후반까지 볼트액션 소총을 계속 개발했고, 제1차 세계대전은 볼트액션 소총의 사용의 절정을 보여주었습니다. 전쟁 현장에 있는 모든 나라들은 다양한 볼트액션으로 무장했습니다.;;;;;;;;;;;;;
existentialism;실존주의;;;;;;;;;;;;;
existentialism_desc;실존주의는 철학적 운동이 아닌 단점이 있다고 간주됐던 이질적인 철학적 분석, 논의의 개념입니다. 직관, 시간, 지성 그리고 실존과 사물에 대한 일반적인 개념을 잘못된 문제를 낳지 않도록 재편해야 합니다.;;;;;;;;;;;;;
polyphase_system;다상계;;;;;;;;;;;;;
polyphase_system_desc;다상계는 전류 또는 전압의 위상을 늦춘 여러 단상교류를 조합한 교류전류의 일종입니다. 해당 방식은 단상의 경보다 교류전류를 보다 효율적으로 송전할 수 있습니다. 다상계가 등장한 초기에는 2상 교류가 주로 이용됐으나 곧 M.도브로월스키가 3상 교류 전동기가 만들어냈으며 니콜라 테슬라를 통해 대중화에 성공했습니다.;;;;;;;;;;;;;
young_school_doctrine;청년학파 교리;;;;;;;;;;;;;
young_school_doctrine_desc;청년학파는 더 큰 함대와 싸울 작고 강력한 장비를 갖춘 부대들의 기용을 옹호하며, 경쟁국의 무역을 끝낼 상업적 침입을 옹호합니다.;;;;;;;;;;;;;
fleet_in_being_doctrine;현존함대 교리;;;;;;;;;;;;;
fleet_in_being_doctrine_desc;'현존함대' 개념은 함대가 적과 가깝더라도 항구에 있어야 비교적 안전하다는 가정에 근거를 둡니다. '현존함대'를 유지하면 적을 그 지역에 묶어둠으로서 다른 곳에서 주도권을 잡지 못하게 적극적인 위협을 유지할 수 있습니다.;;;;;;;;;;;;;
sea_power_doctrine;해군력 교리;;;;;;;;;;;;;
