panama_canal_NEWS_MEDIUM;파나마해협을 통과하는 운하의 개통은 $TAG0_0$에게 자랑스러운 일입니다. 운하의 길이는 77킬로미터이며 양쪽 끝에는 가장 복잡한 자물쇠가 달려 있습니다. 이 운하는 세계에서 가장 건강에 해로운 지역에 지어졌습니다.;;;;;;;;;;;;;
panama_canal_NEWS_SHORT;파나마해협을 통과하는 운하의 개통은 $TAG0_0$에게 자랑스러운 일입니다. 운하의 길이는 77킬로미터이며 양쪽 끝에는 가장 복잡한 자물쇠가 달려 있습니다.;;;;;;;;;;;;;
empress_of_india_NEWS_LONG;델리에서의 '황제의 공식 접견'에 이어 트라팔가 광장에서는 빅토리아 여왕의 '인도 여제' 칭호를 획득한 사실을 알리는 왕실 선언문이 낭독됐습니다. 세포이 반란 이후 무굴 황제가 영국 동인도회사에게 폐위된 이후, 인도의 황제는 공석이었습니다. 동인도회사가 해체된 지금, 500여명에 달하는 인도 제후에 대한 영국 여왕의 우월성을 황제 작위로 해결하자는 의견이 표출됐습니다. 이 계획의 입안자는 밴저민 수상으로 예측됩니다.;;;;;;;;;;;;;
empress_of_india_NEWS_MEDIUM;델리에서의 '황제의 공식 접견'에 이어 트라팔가 광장에서는 빅토리아 여왕의 '인도 여제' 칭제 사실을 알리는 왕실 선언문이 낭독됐습니다. 세포이 반란 이후 무굴 황제가 영국 동인도회사에게 폐위된 이후, 인도의 황제는 공석이었습니다.;;;;;;;;;;;;;
empress_of_india_NEWS_SHORT;델리에서의 '황제의 공식 접견'에 이어 트라팔가 광장에서는 빅토리아 여왕의 '인도 여제' 칭제 사실을 알리는 왕실 선언문이 낭독됐습니다.;;;;;;;;;;;;;
COUNTRYALERT_ColonialGood_invest;[SUB_A7]Y$REGION$[SUB_A7]! [SUB_A7]R지방의 식민지에 투자할 수 있습니다.[SUB_A7]!;;;;;;;;;;;;;
aar_fake1_title;복면 쓴 자경단원의 습격!;;;;;;;;;;;;;
aar_fake1;최근 수도에서 고양이 복면을 쓴 사람이 '야수조련사'라 자칭하며 행하는 범죄 행위가 목격됐습니다.;;;;;;;;;;;;;
aar_fake2_title;가우스 사망;;;;;;;;;;;;;
aar_fake2;어제 독일의 유명한 수학자 칼 프리드리히 가우스가 죽었습니다. 수학자들은 수세기 동안 그를 기억할 것입니다. 그는 수학을 '과학의 여왕'이라고 이름지었습니다.;;;;;;;;;;;;;
aar_fake3_title;책임 정부!;;;;;;;;;;;;;
aar_fake3;1848년 영국령 북아메리카 노바스코샤 식민지에 제임스 유니악과 조셉 하우가 이끄는 최초의 책임 정부가 세워졌습니다.;;;;;;;;;;;;;
